Tank_1,Tank_3,Tank_4,Tank_5,Tank_6
10.418995383944054,19.165450871636065,19.7355407484282,24.92863378282839,25.38298293466681
48.00439113589262,62.96911880218297,32.888176344603345,53.04369653793958,33.581620064742715
NA,21.005963990664814,24.09730335654551,25.890390126285315,29.59730374793219
-2.9586065783400883,11.6,-6.425311198579525,10.582,-16.605678949194598
42.01282608695652,19.165450871636065,30.9,24.92863378282839,23.98
