"Chamber.No"	"Ind"	"Mass"	"Volume"	"DO.unit"	"Temp"	"R2"	"BR"	"MR.abs"	"MR.mass"
"CH1"	"BT_1"	6	656.4	"mg O2"	19.8046666666667	0.993670621711714	7.79776014634846	1.12260926544336	187.10154424056
"CH1"	"BT_1"	6	656.4	"mg O2"	19.8012666666667	0.992146803765284	7.84005496903206	1.11341366666584	185.568944444306
"CH1"	"BT_1"	6	656.4	"mg O2"	19.7949	0.992689912389802	7.8032936541671	1.11646448127991	186.077413546652
"CH1"	"BT_1"	6	656.4	"mg O2"	19.7877666666667	0.991864698381591	7.90417963022121	1.0984041168526	183.067352808767
"CH1"	"BT_1"	6	656.4	"mg O2"	19.78235	0.991717077625443	7.95996624954212	1.08746105274133	181.243508790222
"CH1"	"BT_1"	6	656.4	"mg O2"	19.7752666666667	0.992023770881428	7.74446748756237	1.11767544926474	186.279241544123
"CH1"	"BT_1"	6	656.4	"mg O2"	19.7606166666667	0.990520363630197	7.87316989949235	1.09002528827233	181.670881378722
"CH1"	"BT_1"	6	656.4	"mg O2"	19.7265833333333	0.988623697157298	7.19285148363574	1.07793117807448	179.655196345747
"CH1"	"BT_1"	6	656.4	"mg O2"	19.6965666666667	0.992593246131348	7.44561831561009	1.03572269779505	172.620449632509
"CH1"	"BT_1"	6	656.4	"mg O2"	19.6601	0.991552765847585	7.68993658572487	0.997486500506311	166.247750084385
"CH1"	"BT_1"	6	656.4	"mg O2"	19.63175	0.991184749031992	7.53243869020815	1.0173370222648	169.556170377466
"CH1"	"BT_1"	6	656.4	"mg O2"	19.59995	0.99170416751324	7.72577422184706	0.987135122989479	164.522520498247
"CH1"	"BT_1"	6	656.4	"mg O2"	19.5663166666667	0.990843672106756	7.78244043863596	0.976697343138731	162.782890523122
"CH1"	"BT_1"	6	656.4	"mg O2"	19.5611833333333	0.990477815995887	6.7958061962507	1.1273984751728	187.899745862134
"CH1"	"BT_1"	6	656.4	"mg O2"	19.9575833333333	0.957447694607563	13.1576853022984	0.538118467544593	89.6864112574321
"CH1"	"BT_1"	6	656.4	"mg O2"	19.61805	0.993229657620655	7.0651696337043	1.06952208496594	178.253680827656
"CH1"	"BT_1"	6	656.4	"mg O2"	19.6038666666667	0.991301982618105	7.41840751859932	1.01193439413646	168.655732356077
"CH1"	"BT_1"	6	656.4	"mg O2"	19.5919833333333	0.991754846968053	7.36170080306362	1.01754134666399	169.590224443998
"CH1"	"BT_1"	6	656.4	"mg O2"	19.5761666666667	0.991958881287541	7.22952694064485	1.03475488547672	172.459147579454
"CH1"	"BT_1"	6	656.4	"mg O2"	19.55665	0.991767837456646	7.35528827092461	1.01286866150829	168.811443584715
"CH1"	"BT_1"	6	656.4	"mg O2"	20.1888666666667	0.991865671308277	7.24176821332523	1.02141832415194	170.236387358656
"CH1"	"BT_1"	6	656.4	"mg O2"	20.1139	0.993768186186532	6.65843088719633	1.11162349022796	185.27058170466
"CH1"	"BT_1"	6	656.4	"mg O2"	20.0813833333333	0.993176435155079	6.62818063932538	1.11391022244959	185.651703741598
"CH2"	"BT_2"	7	659.2	"mg O2"	20.1276833333333	0.98584098065956	5.75045261174648	1.30031801851421	185.759716930601
"CH2"	"BT_2"	7	659.2	"mg O2"	20.0875833333333	0.985663822204055	5.81176302368946	1.30199100867924	185.998715525605
"CH2"	"BT_2"	7	659.2	"mg O2"	19.99935	0.98615428483889	5.82318150615943	1.33166781684887	190.238259549838
"CH2"	"BT_2"	7	659.2	"mg O2"	19.9224833333333	0.986143607279378	6.30114584522283	1.26907842606863	181.296918009804
