"Chamber.No"	"Ind"	"Mass"	"Volume"	"DO.unit"	"Temp"	"R2"	"BR"	"MR.abs"	"MR.mass"
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.1414	0.974088542008917	4.29195490606755	19.646868693013	121.878838045987
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.64645	0.941654605567138	5.0319395744355	16.8633998250592	104.611661445777
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.64905	0.960024377989621	4.98138669768049	17.0775791482605	105.940317296901
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.15765	0.928564491126622	5.16202124102219	16.6122774307673	103.053830215678
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.44615	0.936881370840781	6.16125966371131	13.988466543567	86.7770877392497
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.19265	0.946663996290355	4.41506368139374	19.9614077865658	123.830073117654
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.6946	0.984377595000928	4.55581941958317	19.987884844544	123.994322856973
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.5012	0.960535677585658	5.46309841690428	16.5716136903008	102.801573761171
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.4246	0.929325974727404	6.99754126255741	12.7514171512417	79.1030840647746
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.2261	0.980859429606367	4.70930600346637	19.4495072843139	120.654511689292
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.1225	0.958474868657767	4.62391888153927	19.8631597176403	123.220593781888
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.57125	0.95020063401474	5.64619542913348	16.3305903109595	101.306391507193
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.4854	0.966993401521352	5.84818000927364	15.7614883553103	97.7759823530417
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.34455	0.918032797341503	5.64306215232364	16.3997666939138	101.735525396488
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.1718	0.979015446881868	4.64384809223913	20.2126818096843	125.388844973228
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.4603	0.948153870991838	5.49320072271314	17.1497287799154	106.387895657043
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.40785	0.951928231128546	5.62537285508848	16.7532449783791	103.928318724436
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.23765	0.936165323190785	5.71867206888589	16.4929921847532	102.313847299958
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.1438	0.965573519476816	4.81703076501986	19.8377568289311	123.063007623642
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.4818	0.966425006793886	5.11185777614932	18.8340880165694	116.836774296336
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.29485	0.943467797710337	5.72179153924706	16.7769434098289	104.075331326482
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.15525	0.96559753445021	5.08612160901686	19.0674821763602	118.284628885609
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.5837	0.922650438990478	4.99133479905451	19.652409861557	121.913212540676
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.50995	0.901857815485692	5.23754246717388	18.7122779623563	116.081128798737
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.5419	0.952888336101656	4.46935993932341	19.1366199113944	118.713523023538
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.48375	0.910419295333233	5.41620719268047	15.6346920329344	96.9894046708089
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.3881	0.940406870298471	5.85037932337588	14.4079576914596	89.3793901455313
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.6164	0.978493936081033	4.39575260756325	19.5107961058981	121.034715297135
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.17695	0.980696222180602	4.25267527132502	20.1974002614549	125.294046286941
"CH1"	"BT_1"	161.2	4012	"mg O2"	19.23965	0.937068951540107	4.73725060503921	18.0754557242219	112.130618636612
"CH2"	"BT_2"	102.9	4012	"mg O2"	19.4793	0.938014110334924	-50.942941406888	-2.53242782067306	-24.6105716294758
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.41585	0.93150863298963	5.95924799814127	11.4853072455092	106.247060550501
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.2554	0.918439030232904	6.18777558853183	11.3170549387323	104.690609979022
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.7281	0.951040542235398	6.61209146289548	10.8063646945347	99.9663709022636
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.5579	0.956217685395918	7.02834170646225	10.3061120341581	95.3386867174663
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.244	0.941186303463594	7.01690635054926	10.447769004028	96.6491119706565
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.5745	0.969365369641573	7.18236637853656	10.6710388462607	98.7145129163798
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.52015	0.968969738054147	6.77127646443367	11.4332246464661	105.765260374339
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.63655	0.96628009346636	7.46908639661551	10.8652010185676	100.510647720329
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.58585	0.94169336574467	8.01148182436735	10.1237701798284	93.651898055767
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.47555	0.93317431319112	7.97379810354991	10.2296017913665	94.6309138886821
"CH3"	"BT_3"	108.1	4012	"mg O2"	19.7008	0.942788799845584	7.32482675887383	11.6864795529027	108.108043967647
