TimePeriod,Ch1_MMR,Ch2_MMR,Ch3_MMR,Ch4_MMR,Ch5_MMR,Ch6_MMR,Ch7_MMR,Ch8_MMR
1 minute,547.517970052409,397.552693022697,538.364238434358,463.008586627897,447.310140113615,355.390747637397,465.418547785606,465.768272184311
2 minute,525.942650587065,381.251040417936,529.233426830484,430.27025511863,436.74809824308,345.666070989131,452.907224495192,438.016570938179
3 minute,516.64911519841,378.551922726044,520.582411746745,415.558393737991,427.049900593119,334.331229973147,451.099233253733,430.848398740996
5 minute,414.359730569182,326.74385959453,501.029391247694,351.087942673766,397.527325087674,218.743135541047,418.066144618492,306.220424405236
