"Chamber.No"	"Ind"	"Mass"	"Volume"	"DO.unit"	"Temp"	"R2"	"BR"	"MR.abs"	"MR.mass"
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.60865	0.905068303945321	3.28403331943009	10.5595528050732	109.652677103564
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.4196	0.949194157081518	2.57418282712226	12.6401765605115	131.258323577482
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.78525	0.915457189579631	3.4033012243767	9.03549984874061	93.8265820222286
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.71285	0.951581362873725	2.86070935811174	10.7337821076353	111.461911813451
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.76105	0.931861031740741	1.97020627734759	12.949079510743	134.466038533157
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.61975	0.908840424847658	2.60717628595014	9.55493599677233	99.2205191772828
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.3981	0.906929453803299	2.57440977797458	9.51070586200481	98.7612239045152
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.5995	0.908014563885755	2.20915760662886	10.3335321230379	107.30562952272
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.4166	0.932998205813546	1.95951486782861	11.4562034196414	118.963690754324
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.3147	0.951865903108787	1.7712157868422	12.5745588125102	130.576934709348
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.264	0.904713631529437	1.82407896001031	11.2415868900453	116.73506635561
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.7746	0.956611839537023	1.51644550482837	12.8390067241419	133.323018942284
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.64085	0.941652822339154	2.09810937709013	9.0163099970241	93.6273104571558
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.8416	0.911431610241755	1.64182799842072	10.6388318856161	110.475928199544
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.7952	0.948708454505886	1.51352969647164	11.4103352499775	118.487385773391
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.6037	0.925296226255667	1.56242221973644	10.7662680519951	111.799252876377
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.49575	0.924341375986248	1.91159293675377	8.65385232499261	89.8634717029347
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.62895	0.920595275420141	1.59339434879894	9.44983383962061	98.1291156762264
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.43395	0.927812562821912	1.44590308118024	10.1248194427346	105.138311970245
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.8494	0.963385094566866	2.61317799040529	12.7796172029234	132.706305326308
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.83395	0.92700503115281	2.66470810742004	12.5258537139278	130.071170445771
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.68195	0.933057254169606	3.19646048133851	10.3850487766127	107.840589580609
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.5176	0.944643920458088	3.06480814969258	10.7752175216807	111.892186102603
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.6953	0.908318126469132	2.687853620751	12.2532656400522	127.240557009888
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.46185	0.905737309070846	2.76783553341882	11.8109193274128	122.647137356311
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.3024	0.930196838746729	2.71789744409148	12.0341082348091	124.964779177665
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.8182	0.952424879391039	2.64148054835412	12.3096304699789	127.825861578182
"CH1"	"BT_1"	96.3	4012	"mg O2"	19.7725	0.940357070649266	2.54250073471065	12.8018474591944	132.937149108976
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.8571	0.950424258341391	1.9018430070703	9.5028005639901	91.0229939079512
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.7252	0.946676347043178	1.6365028024351	11.0034274937204	105.39681507395
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.60865	0.945311848349102	1.80668356758488	9.88640450645607	94.6973611729508
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.7406	0.94119336874553	1.60743280785338	10.5640156407814	101.187889279516
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.4196	0.933253565022271	1.46912698624894	11.3404033076683	108.624552755444
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.5503	0.93849598968864	1.47685270879367	10.5808120025988	101.348773971253
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.46685	0.933683442916743	1.44948586221928	10.7043779352732	102.532355701851
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.3739	0.952260423300911	1.09120872900594	12.3701312683079	118.487847397585
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.25935	0.948635580143085	1.06496268154016	11.5962080453304	111.07478970623
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.7546	0.958947926235235	1.00791868370021	11.6875429735327	111.949645340351
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.71175	0.925612497266781	1.19136940330787	9.77292568800516	93.6103993103943
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.4166	0.964017155690498	0.995693095072749	11.369211823991	108.900496398382
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.64085	0.939720382411105	0.831978255960783	11.4073960609632	109.266245794666
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.7952	0.970727630810465	0.73132093608509	11.7257287675089	112.315409650469
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.68525	0.954018985105302	0.76804743898585	11.0103975601657	105.463578162507
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.6037	0.957192918412453	0.763033385844929	10.9318131641268	104.710854062517
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.49575	0.949531270172185	0.840206326770685	9.78253169641792	93.7024108852291
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.62895	0.919210849688896	0.659254294759232	11.2616971059621	107.870661934503
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.5894	0.902136396965303	0.770620435977006	9.47342050298452	90.7415756990854
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.688	0.90428278267244	1.38998161731017	12.2436682795863	117.276516087991
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.5176	0.933017950105179	1.95712460185529	8.64563974735752	82.8126412582138
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.6172	0.950790493082517	1.37587611063122	12.2874620948883	117.695997077475
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.54095	0.929798719219146	1.76986147618352	9.51401524824171	91.1304142551888
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.42845	0.934936922136793	1.47027350369934	11.4875525061009	110.034027836215
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.8673	0.910095213821712	1.56013723348874	10.7424983905827	102.897494162669
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.77315	0.930420161625243	1.68423541481651	9.93842272391688	95.1956199608897
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.70405	0.907915403231141	1.5180857645614	11.0447851750928	105.792961447249
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.46185	0.937422500590568	1.57834028008595	10.6166412853896	101.691966335149
"CH2"	"BT_2"	104.4	4012	"mg O2"	19.3024	0.95244100388331	1.42748011885827	11.7566310667617	112.611408685457
"CH3"	"BT_3"	94.1	4012	"mg O2"	19.31205	0.93227612794456	1.84584896836603	15.1537914868786	161.039229403598
"CH3"	"BT_3"	94.1	4012	"mg O2"	19.4257	0.910781378506777	1.9180250260252	14.4456244414817	153.513543480146
"CH3"	"BT_3"	94.1	4012	"mg O2"	19.41465	0.930755160714191	1.73434898145267	14.5960587479343	155.112207735753
"CH3"	"BT_3"	94.1	4012	"mg O2"	19.6924	0.903472503070034	1.65749811869835	14.9895892579465	159.29425353822
"CH3"	"BT_3"	94.1	4012	"mg O2"	19.33665	0.926486209799108	1.62406760698416	14.5499745014392	154.622470791064
