"Chamber.No"	"Ind"	"Mass"	"Volume"	"DO.unit"	"Temp"	"R2"	"BR"	"MR.abs"	"MR.mass"
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.5274166666667	0.987168050872485	5.74831227721762	5.56957903927273	116.762663297122
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.4983333333333	0.982536515918385	5.82978408100827	5.43335771631935	113.906870363089
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.484	0.982776722042547	5.7478935967518	5.48833400495752	115.059413101835
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.4731666666667	0.989453393256932	5.55324424693198	5.6642023140052	118.746379748537
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.4651666666667	0.980709993352332	5.72115848164903	5.46082491822823	114.482702688223
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.41325	0.987734435220597	5.64657236003061	5.42636084092084	113.760185344252
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.80325	0.98410203993522	4.98359998271441	5.68495319348929	119.181408668539
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.7468333333333	0.984211057184645	4.98933159630497	5.58322950377615	117.048836557152
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.5743333333333	0.992570368562873	4.72621547260168	5.57568559213469	116.890683273264
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.5326666666667	0.992005273853955	4.66624681547395	5.54913399263319	116.334045967153
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.5164166666667	0.987355042983891	4.98594277593036	5.14427158261025	107.846364415309
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.5185833333333	0.993372197271707	4.68768439521915	5.45499842834131	114.360554053277
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.5003333333333	0.990172663274597	4.7960634624954	5.29270861211721	110.958251826357
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.4876666666667	0.987037348596133	4.63447048875746	5.45238468198	114.305758532076
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.4720833333333	0.988043262793242	4.63101510416229	5.42245906047119	113.678387011975
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.45825	0.990561789594797	4.4609365247451	5.60367734653171	117.477512505906
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.3518333333333	0.993007810210091	4.23041776400653	5.6225911839927	117.874029014522
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.3418333333333	0.993212688679831	4.10422082669826	5.76431857672047	120.845253180723
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.3295833333333	0.983034248701756	4.69545543849041	4.97373280067926	104.27112789684
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.83975	0.987491778761857	3.82770127344663	5.69797611043026	119.454425795184
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.6364166666667	0.992083583109864	3.47654597662785	5.697156498254	119.437243149979
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.6254166666667	0.98699628137001	3.59237000232833	5.46229745080025	114.513573392039
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.3279166666667	0.988838472376828	5.41078209554096	5.67698146878083	119.01428655725
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.81425	0.981453742157191	5.57581221017379	5.47122887876606	114.700815068471
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.6983333333333	0.987094380627479	5.27395201998113	5.77305129105133	121.028328952858
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.67925	0.987411547650304	5.21599178340243	5.8407732088404	122.448075657031
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.63	0.986049417382707	5.45963982126589	5.56577225590185	116.682856517859
"CH1"	"BT_1"	47.7	726.8	"mg O2"	14.5533333333333	0.980017340780065	5.59496602333336	5.39536326674841	113.110341021979
