TimePeriod,Ch1_MMR,Ch2_MMR,Ch3_MMR,Ch4_MMR,Ch5_MMR,Ch6_MMR,Ch7_MMR,Ch8_MMR
1 minute,685.864572610714,806.863239310607,813.208672624315,776.847093736797,1057.03439914838,550.265893937579,335.936824692411,665.429818680402
2 minute,629.695516814259,692.82113963563,729.043654907851,713.015096829617,961.203320890334,427.455215730034,274.926475303777,625.881815273433
3 minute,616.857988204205,664.791089448747,704.676672677211,697.449350233199,931.514659768574,411.65889355587,251.601038679164,610.730229172846
5 minute,590.609535983113,647.189801478526,693.505831372277,686.587169891027,890.831347017962,390.732224786804,240.398483216694,599.992914306389
