"","TAGNUMBER","TANK_Real","condition1","SGR","condition2","Interval_Days","condition3","Date","condition4","Days_in_Exp"
"1639","00187293CF",151,"SGR_1",2.5748114799039,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1640","00187293CF",151,"SGR_2",2.62213684992809,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1641","00187293CF",151,"SGR_3",2.26198225579519,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1642","00187293CF",151,"SGR_4",2.09416084991607,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1643","00187293CF",151,"SGR_5",1.93104560814372,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1644","00187293CF",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1645","00187293CF",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1646","00187293D0",202,"SGR_1",1.76418036318362,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1647","00187293D0",202,"SGR_2",0.572879575553809,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1648","00187293D0",202,"SGR_3",0.414596991409688,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1649","00187293D0",202,"SGR_4",0.860397833077409,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1650","00187293D0",202,"SGR_5",0.985557052619601,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1651","00187293D0",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1652","00187293D0",202,"SGR_7",0.991334397974786,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1653","00187293D3",201,"SGR_1",1.68301351368747,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1654","00187293D3",201,"SGR_2",0.748957733557765,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1655","00187293D3",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1656","00187293D3",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1657","00187293D3",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1658","00187293D3",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1659","00187293D3",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1660","00187293D9",151,"SGR_1",3.05278226508359,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1661","00187293D9",151,"SGR_2",2.80538244116482,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1662","00187293D9",151,"SGR_3",2.30095198522324,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1663","00187293D9",151,"SGR_4",2.11913192815751,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1664","00187293D9",151,"SGR_5",1.9054445249024,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1665","00187293D9",151,"SGR_6",1.75327225948985,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"1666","00187293D9",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1667","00187293DB",201,"SGR_1",2.33176703560192,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1668","00187293DB",201,"SGR_2",1.83677011288617,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1669","00187293DB",201,"SGR_3",1.83326577605256,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1670","00187293DB",201,"SGR_4",1.61593410857246,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1671","00187293DB",201,"SGR_5",1.5005224182538,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1672","00187293DB",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1673","00187293DB",201,"SGR_7",1.20754684652287,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1674","00187293DC",151,"SGR_1",3.24417228350986,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1675","00187293DC",151,"SGR_2",3.20149469783966,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1676","00187293DC",151,"SGR_3",2.79795792185784,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1677","00187293DC",151,"SGR_4",2.558191820567,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1678","00187293DC",151,"SGR_5",2.37262353762215,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1679","00187293DC",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1680","00187293DC",151,"SGR_7",1.95013571576723,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1681","00187293DD",152,"SGR_1",3.17025778758506,"T2minusT1",23,"T2",2021-08-21,"Day_in_Exp_T2",20
"1682","00187293DD",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1683","00187293DD",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1684","00187293DD",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1685","00187293DD",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1686","00187293DD",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1687","00187293DD",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1688","00187293E3",202,"SGR_1",2.99136288858155,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1689","00187293E3",202,"SGR_2",2.614737612963,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1690","00187293E3",202,"SGR_3",2.30110213093095,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1691","00187293E3",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1692","00187293E3",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1693","00187293E3",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1694","00187293E3",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1695","00187293E5",202,"SGR_1",2.02025309609517,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1696","00187293E5",202,"SGR_2",0.94630081170326,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1697","00187293E5",202,"SGR_3",0.858147676463417,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1698","00187293E5",202,"SGR_4",1.08610022983149,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1699","00187293E5",202,"SGR_5",0.99154894976996,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1700","00187293E5",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1701","00187293E5",202,"SGR_7",1.10542484664793,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1702","00187293E8",151,"SGR_1",2.60317749452608,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1703","00187293E8",151,"SGR_2",2.78253877447656,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1704","00187293E8",151,"SGR_3",2.54983848503549,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1705","00187293E8",151,"SGR_4",2.41050801170626,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1706","00187293E8",151,"SGR_5",2.25135167512307,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1707","00187293E8",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1708","00187293E8",151,"SGR_7",1.86638172924549,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1709","00187293EC",202,"SGR_1",1.52655103471673,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"1710","00187293EC",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1711","00187293EC",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1712","00187293EC",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1713","00187293EC",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1714","00187293EC",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1715","00187293EC",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1716","00187293ED",201,"SGR_1",1.23266700228808,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1717","00187293ED",201,"SGR_2",1.2193354458923,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1718","00187293ED",201,"SGR_3",1.54199552966485,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1719","00187293ED",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1720","00187293ED",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1721","00187293ED",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1722","00187293ED",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1723","00187293EE",152,"SGR_1",2.94241689251606,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1724","00187293EE",152,"SGR_2",3.04995958047538,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1725","00187293EE",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1726","00187293EE",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1727","00187293EE",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1728","00187293EE",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1729","00187293EE",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1730","00187293F1",202,"SGR_1",2.75484062224758,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"1731","00187293F1",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1732","00187293F1",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1733","00187293F1",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1734","00187293F1",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1735","00187293F1",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1736","00187293F1",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1737","00187293F2",151,"SGR_1",2.04801536494528,"T2minusT1",20,"T2",2021-08-18,"Day_in_Exp_T2",20
"1738","00187293F2",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1739","00187293F2",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1740","00187293F2",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1741","00187293F2",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1742","00187293F2",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1743","00187293F2",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1744","00187293F4",202,"SGR_1",1.04668881145991,"T2minusT1",30,"T2",2021-08-28,"Day_in_Exp_T2",20
"1745","00187293F4",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1746","00187293F4",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1747","00187293F4",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1748","00187293F4",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1749","00187293F4",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1750","00187293F4",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1751","00187293F6",151,"SGR_1",3.09993811610021,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1752","00187293F6",151,"SGR_2",3.18833704730597,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1753","00187293F6",151,"SGR_3",2.73882064595508,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1754","00187293F6",151,"SGR_4",2.52579920031368,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1755","00187293F6",151,"SGR_5",2.1839737122465,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1756","00187293F6",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1757","00187293F6",151,"SGR_7",1.78970502073426,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1758","00187293F7",202,"SGR_1",2.82342721620641,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"1759","00187293F7",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1760","00187293F7",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1761","00187293F7",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1762","00187293F7",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1763","00187293F7",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1764","00187293F7",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1765","00187293F8",151,"SGR_1",2.32767515560173,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1766","00187293F8",151,"SGR_2",2.42287759079882,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1767","00187293F8",151,"SGR_3",2.18588087575369,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1768","00187293F8",151,"SGR_4",2.01843754186142,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1769","00187293F8",151,"SGR_5",1.9794279007519,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1770","00187293F8",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1771","00187293F8",151,"SGR_7",1.65524145153875,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1772","00187293FA",202,"SGR_1",2.69746597439813,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1773","00187293FA",202,"SGR_2",2.3119101089228,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1774","00187293FA",202,"SGR_3",2.2115864844368,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1775","00187293FA",202,"SGR_4",2.22451772638852,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1776","00187293FA",202,"SGR_5",2.0905508014037,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1777","00187293FA",202,"SGR_6",1.84042680150966,"T7minusT1",198,"T7",2022-02-12,"Day_in_Exp_T7",190
"1778","00187293FA",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1779","00187293FB",151,"SGR_1",NA,"T2minusT1",NA,"T2",NA,"Day_in_Exp_T2",NA
"1780","00187293FB",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1781","00187293FB",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1782","00187293FB",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1783","00187293FB",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1784","00187293FB",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1785","00187293FB",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1786","00187293FC",201,"SGR_1",3.11254897410373,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1787","00187293FC",201,"SGR_2",2.69744940805958,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1788","00187293FC",201,"SGR_3",2.61077300328232,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1789","00187293FC",201,"SGR_4",2.41962756921439,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1790","00187293FC",201,"SGR_5",2.24111559753077,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1791","00187293FC",201,"SGR_6",1.94101350763463,"T7minusT1",202,"T7",2022-02-16,"Day_in_Exp_T7",190
"1792","00187293FC",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1793","0018729461",201,"SGR_1",1.79206477607063,"T2minusT1",27,"T2",2021-08-25,"Day_in_Exp_T2",20
"1794","0018729461",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1795","0018729461",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1796","0018729461",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1797","0018729461",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1798","0018729461",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1799","0018729461",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1800","0018729463",201,"SGR_1",1.92743054326894,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1801","0018729463",201,"SGR_2",1.20794790930432,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1802","0018729463",201,"SGR_3",1.32468449290231,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1803","0018729463",201,"SGR_4",1.64767869190654,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1804","0018729463",201,"SGR_5",1.57714800479651,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1805","0018729463",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1806","0018729463",201,"SGR_7",1.47460016145706,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1807","0018729464",202,"SGR_1",2.36898964192929,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1808","0018729464",202,"SGR_2",1.41154345494001,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1809","0018729464",202,"SGR_3",1.57284842378522,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1810","0018729464",202,"SGR_4",1.51862901164319,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1811","0018729464",202,"SGR_5",1.51361241118981,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1812","0018729464",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1813","0018729464",202,"SGR_7",1.35635098781786,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1814","0018729465",152,"SGR_1",2.62348775304133,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1815","0018729465",152,"SGR_2",3.27066802475229,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1816","0018729465",152,"SGR_3",2.9781079469382,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1817","0018729465",152,"SGR_4",2.60830670322059,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1818","0018729465",152,"SGR_5",2.37873463011318,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1819","0018729465",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1820","0018729465",152,"SGR_7",1.90917705299607,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1821","0018729467",202,"SGR_1",3.15390807726792,"T2minusT1",30,"T2",2021-08-28,"Day_in_Exp_T2",20
"1822","0018729467",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1823","0018729467",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1824","0018729467",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1825","0018729467",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1826","0018729467",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1827","0018729467",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1828","0018729469",201,"SGR_1",2.73998262362902,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1829","0018729469",201,"SGR_2",2.19097095674567,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1830","0018729469",201,"SGR_3",2.08881547101047,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1831","0018729469",201,"SGR_4",1.93236640142289,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1832","0018729469",201,"SGR_5",1.82880140509247,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1833","0018729469",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1834","0018729469",201,"SGR_7",1.44436005303692,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1835","001872946A",201,"SGR_1",3.05450487885108,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1836","001872946A",201,"SGR_2",2.29996149960312,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1837","001872946A",201,"SGR_3",1.96210048889225,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1838","001872946A",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1839","001872946A",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1840","001872946A",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1841","001872946A",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1842","001872946B",202,"SGR_1",2.46795759855016,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1843","001872946B",202,"SGR_2",2.24229511182967,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1844","001872946B",202,"SGR_3",2.17949744047052,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1845","001872946B",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1846","001872946B",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1847","001872946B",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1848","001872946B",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1849","001872946C",151,"SGR_1",3.04694096441689,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1850","001872946C",151,"SGR_2",2.88686864361163,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1851","001872946C",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1852","001872946C",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1853","001872946C",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1854","001872946C",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1855","001872946C",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1856","001872946D",202,"SGR_1",1.57156865694841,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1857","001872946D",202,"SGR_2",1.52693974177507,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1858","001872946D",202,"SGR_3",1.91890450451506,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1859","001872946D",202,"SGR_4",1.93501379169765,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1860","001872946D",202,"SGR_5",1.84370837911167,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1861","001872946D",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1862","001872946D",202,"SGR_7",1.56409768546872,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1863","001872946E",152,"SGR_1",2.43898300328491,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1864","001872946E",152,"SGR_2",2.58450962829491,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1865","001872946E",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1866","001872946E",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1867","001872946E",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1868","001872946E",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1869","001872946E",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1870","001872946F",151,"SGR_1",2.03402567950237,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1871","001872946F",151,"SGR_2",2.481624014288,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1872","001872946F",151,"SGR_3",2.18113298006493,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
