"","TAGNUMBER","SEX","TANK_Real","condition1","SGR","condition2","Interval_Days"
"361","00186D16CA","M",152,"SGR_5",NA,"T6minusT1",NA
"366","00186D16CA","M",152,"SGR_6",NA,"T7minusT1",NA
"368","00186D16CC","M",151,"SGR_1",2.94740067104775,"T2minusT1",32
"370","00186D16CC","M",151,"SGR_2",3.14010355399161,"T3minusT1",62
"367","00186D16CC","M",151,"SGR_3",2.59671940971771,"T4minusT1",98
"371","00186D16CC","M",151,"SGR_4",NA,"T5minusT1",NA
"369","00186D16CC","M",151,"SGR_5",NA,"T6minusT1",NA
"372","00186D16CC","M",151,"SGR_6",NA,"T7minusT1",NA
"373","00186D16CD","M",152,"SGR_1",2.62229888725711,"T2minusT1",32
"374","00186D16CD","M",152,"SGR_2",2.88034169942242,"T3minusT1",62
"378","00186D16CD","M",152,"SGR_3",2.69952578073533,"T4minusT1",98
"376","00186D16CD","M",152,"SGR_4",2.46419171817469,"T5minusT1",133
"375","00186D16CD","M",152,"SGR_5",2.17961015022692,"T6minusT1",161
"377","00186D16CD","M",152,"SGR_6",1.68646239204033,"T7minusT1",244
"382","00186D16D7","M",202,"SGR_1",2.6430683384556,"T2minusT1",32
"379","00186D16D7","M",202,"SGR_2",1.9026660583138,"T3minusT1",62
"380","00186D16D7","M",202,"SGR_3",2.22626712121254,"T4minusT1",98
"381","00186D16D7","M",202,"SGR_4",NA,"T5minusT1",NA
"383","00186D16D7","M",202,"SGR_5",NA,"T6minusT1",NA
"384","00186D16D7","M",202,"SGR_6",NA,"T7minusT1",NA
"385","00186D16D9","F",202,"SGR_1",2.81982987914731,"T2minusT1",32
"386","00186D16D9","F",202,"SGR_2",2.18785228728853,"T3minusT1",62
"389","00186D16D9","F",202,"SGR_3",2.18892020335775,"T4minusT1",98
"390","00186D16D9","F",202,"SGR_4",2.02752939034307,"T5minusT1",133
"387","00186D16D9","F",202,"SGR_5",1.81452127269701,"T6minusT1",161
"388","00186D16D9","F",202,"SGR_6",1.30949320853408,"T7minusT1",244
"394","00186D16DB","M",152,"SGR_1",3.49277670798647,"T2minusT1",32
"392","00186D16DB","M",152,"SGR_2",3.60745555722939,"T3minusT1",62
"391","00186D16DB","M",152,"SGR_3",3.02208232167542,"T4minusT1",98
"395","00186D16DB","M",152,"SGR_4",2.80513473070061,"T5minusT1",133
"396","00186D16DB","M",152,"SGR_5",2.55133461478227,"T6minusT1",161
"393","00186D16DB","M",152,"SGR_6",2.30727696079733,"T7minusT1",190
"399","00186D16DE","M",201,"SGR_1",2.39167147607886,"T2minusT1",32
"397","00186D16DE","M",201,"SGR_2",1.88030637922709,"T3minusT1",62
"398","00186D16DE","M",201,"SGR_3",1.65584318832235,"T4minusT1",98
"400","00186D16DE","M",201,"SGR_4",1.88313316715409,"T5minusT1",133
"402","00186D16DE","M",201,"SGR_5",1.66240328598077,"T6minusT1",161
"401","00186D16DE","M",201,"SGR_6",1.38835793845697,"T7minusT1",244
"405","00186D16E3","M",201,"SGR_1",2.56653964664324,"T2minusT1",32
"406","00186D16E3","M",201,"SGR_2",1.91924157751102,"T3minusT1",62
"404","00186D16E3","M",201,"SGR_3",1.52332750093975,"T4minusT1",98
"408","00186D16E3","M",201,"SGR_4",1.96473910137707,"T5minusT1",133
"407","00186D16E3","M",201,"SGR_5",1.9748074427979,"T6minusT1",161
"403","00186D16E3","M",201,"SGR_6",1.56768967431238,"T7minusT1",244
"413","00186D16E5","F",201,"SGR_1",1.58462274862761,"T2minusT1",32
"412","00186D16E5","F",201,"SGR_2",1.8497261588984,"T3minusT1",62
"410","00186D16E5","F",201,"SGR_3",1.75475696049667,"T4minusT1",98
"414","00186D16E5","F",201,"SGR_4",1.82195179869786,"T5minusT1",133
"411","00186D16E5","F",201,"SGR_5",1.74155927757711,"T6minusT1",161
"409","00186D16E5","F",201,"SGR_6",1.41783727557112,"T7minusT1",244
"416","00186D16E6","M",151,"SGR_1",3.36600876934889,"T2minusT1",32
"415","00186D16E6","M",151,"SGR_2",3.5119828335572,"T3minusT1",62
"417","00186D16E6","M",151,"SGR_3",3.15155301175165,"T4minusT1",98
"419","00186D16E6","M",151,"SGR_4",NA,"T5minusT1",NA
"420","00186D16E6","M",151,"SGR_5",NA,"T6minusT1",NA
"418","00186D16E6","M",151,"SGR_6",NA,"T7minusT1",NA
"426","00186D16E7","F",201,"SGR_1",2.32016017581933,"T2minusT1",32
"425","00186D16E7","F",201,"SGR_2",NA,"T3minusT1",62
"424","00186D16E7","F",201,"SGR_3",1.62068303735516,"T4minusT1",98
"423","00186D16E7","F",201,"SGR_4",1.62954231754742,"T5minusT1",133
"421","00186D16E7","F",201,"SGR_5",1.55539252488439,"T6minusT1",161
"422","00186D16E7","F",201,"SGR_6",1.26210753286402,"T7minusT1",244
"430","00186D16EA","M",201,"SGR_1",2.04126444857464,"T2minusT1",32
"427","00186D16EA","M",201,"SGR_2",1.71140254589917,"T3minusT1",62
"431","00186D16EA","M",201,"SGR_3",1.95705731922036,"T4minusT1",98
"432","00186D16EA","M",201,"SGR_4",2.04528370661292,"T5minusT1",133
"428","00186D16EA","M",201,"SGR_5",1.97530150322194,"T6minusT1",161
"429","00186D16EA","M",201,"SGR_6",1.60117735558343,"T7minusT1",244
"436","00186D16EB","M",201,"SGR_1",2.65895665292777,"T2minusT1",32
"434","00186D16EB","M",201,"SGR_2",2.12559215701504,"T3minusT1",62
"437","00186D16EB","M",201,"SGR_3",2.13767144817276,"T4minusT1",98
"438","00186D16EB","M",201,"SGR_4",2.04341767223455,"T5minusT1",133
"435","00186D16EB","M",201,"SGR_5",1.88309839268175,"T6minusT1",161
"433","00186D16EB","M",201,"SGR_6",1.39335953719992,"T7minusT1",244
"444","00186D16EF","M",152,"SGR_1",3.11254897410373,"T2minusT1",32
"443","00186D16EF","M",152,"SGR_2",3.16840666199343,"T3minusT1",62
"442","00186D16EF","M",152,"SGR_3",2.61773039898345,"T4minusT1",98
"440","00186D16EF","M",152,"SGR_4",2.33063125756006,"T5minusT1",133
"441","00186D16EF","M",152,"SGR_5",2.22524949798046,"T6minusT1",161
"439","00186D16EF","M",152,"SGR_6",1.97295947286313,"T7minusT1",244
"450","00186D16F3","F",152,"SGR_1",1.96445135440793,"T2minusT1",32
"447","00186D16F3","F",152,"SGR_2",2.52107179166443,"T3minusT1",62
"446","00186D16F3","F",152,"SGR_3",2.57593859284992,"T4minusT1",98
"448","00186D16F3","F",152,"SGR_4",2.54577808097123,"T5minusT1",133
"449","00186D16F3","F",152,"SGR_5",2.37761135648691,"T6minusT1",161
"445","00186D16F3","F",152,"SGR_6",1.93248316731454,"T7minusT1",244
"456","00186D16F5","F",151,"SGR_1",3.24417228350986,"T2minusT1",32
"451","00186D16F5","F",151,"SGR_2",3.06507075712572,"T3minusT1",62
"454","00186D16F5","F",151,"SGR_3",2.54353026139893,"T4minusT1",98
"455","00186D16F5","F",151,"SGR_4",2.21805359160754,"T5minusT1",133
"453","00186D16F5","F",151,"SGR_5",2.05502077447703,"T6minusT1",161
"452","00186D16F5","F",151,"SGR_6",NA,"T7minusT1",NA
"461","00186D16F6","F",151,"SGR_1",2.87077413048682,"T2minusT1",32
"458","00186D16F6","F",151,"SGR_2",3.15037292532538,"T3minusT1",62
"459","00186D16F6","F",151,"SGR_3",2.92342947434032,"T4minusT1",98
"457","00186D16F6","F",151,"SGR_4",NA,"T5minusT1",NA
"462","00186D16F6","F",151,"SGR_5",NA,"T6minusT1",NA
"460","00186D16F6","F",151,"SGR_6",NA,"T7minusT1",NA
"467","00186D16FA","F",152,"SGR_1",3.15258542292989,"T2minusT1",32
"465","00186D16FA","F",152,"SGR_2",3.10300348395158,"T3minusT1",62
"466","00186D16FA","F",152,"SGR_3",2.68749847511902,"T4minusT1",98
"468","00186D16FA","F",152,"SGR_4",2.43417117340385,"T5minusT1",133
"463","00186D16FA","F",152,"SGR_5",2.25513888565732,"T6minusT1",161
"464","00186D16FA","F",152,"SGR_6",1.83719000288252,"T7minusT1",244
"470","00186D16FE","M",152,"SGR_1",2.09442601404541,"T2minusT1",32
"472","00186D16FE","M",152,"SGR_2",2.59044700351658,"T3minusT1",62
"469","00186D16FE","M",152,"SGR_3",2.30095198522324,"T4minusT1",98
"471","00186D16FE","M",152,"SGR_4",2.1287905376725,"T5minusT1",133
"474","00186D16FE","M",152,"SGR_5",2.0253578048141,"T6minusT1",161
"473","00186D16FE","M",152,"SGR_6",1.79523175898215,"T7minusT1",244
"476","00186D16FF","F",201,"SGR_1",2.44564548710282,"T2minusT1",32
"479","00186D16FF","F",201,"SGR_2",2.21468982266082,"T3minusT1",62
"478","00186D16FF","F",201,"SGR_3",2.26092769862161,"T4minusT1",98
"480","00186D16FF","F",201,"SGR_4",2.12757071047822,"T5minusT1",133
"477","00186D16FF","F",201,"SGR_5",1.96965191801262,"T6minusT1",161
"475","00186D16FF","F",201,"SGR_6",1.66793984098492,"T7minusT1",244
"486","00186D1703","M",202,"SGR_1",2.68317164137559,"T2minusT1",32
"482","00186D1703","M",202,"SGR_2",0.961143994182057,"T3minusT1",62
"483","00186D1703","M",202,"SGR_3",0.847117469104286,"T4minusT1",98
"481","00186D1703","M",202,"SGR_4",1.34411026455643,"T5minusT1",133
"485","00186D1703","M",202,"SGR_5",1.03953229437288,"T6minusT1",161
"484","00186D1703","M",202,"SGR_6",1.17483133300853,"T7minusT1",244
"492","001872939D","F",202,"SGR_1",1.67203794948929,"T2minusT1",32
"489","001872939D","F",202,"SGR_2",1.45579827366875,"T3minusT1",62
"491","001872939D","F",202,"SGR_3",1.14439828574278,"T4minusT1",98
"488","001872939D","F",202,"SGR_4",1.40549831848638,"T5minusT1",133
"487","001872939D","F",202,"SGR_5",1.48895508264257,"T6minusT1",161
"490","001872939D","F",202,"SGR_6",1.35058168592668,"T7minusT1",244
"494","00187293A2","F",202,"SGR_1",2.63701073281273,"T2minusT1",32
"493","00187293A2","F",202,"SGR_2",2.19812194035049,"T3minusT1",62
"496","00187293A2","F",202,"SGR_3",2.17029119114587,"T4minusT1",98
"495","00187293A2","F",202,"SGR_4",1.83648539373664,"T5minusT1",133
"498","00187293A2","F",202,"SGR_5",1.72102126707627,"T6minusT1",161
"497","00187293A2","F",202,"SGR_6",1.15804860793856,"T7minusT1",244
"501","00187293A4","M",152,"SGR_1",2.88254600604771,"T2minusT1",32
"500","00187293A4","M",152,"SGR_2",2.83388024077593,"T3minusT1",62
"503","00187293A4","M",152,"SGR_3",2.44371306077862,"T4minusT1",98
"499","00187293A4","M",152,"SGR_4",NA,"T5minusT1",NA
"502","00187293A4","M",152,"SGR_5",NA,"T6minusT1",NA
"504","00187293A4","M",152,"SGR_6",NA,"T7minusT1",NA
"505","00187293A7","F",152,"SGR_1",2.53587218619478,"T2minusT1",32
"507","00187293A7","F",152,"SGR_2",2.41846651655386,"T3minusT1",62
"509","00187293A7","F",152,"SGR_3",2.12955489679498,"T4minusT1",98
"506","00187293A7","F",152,"SGR_4",1.914558847723,"T5minusT1",133
"508","00187293A7","F",152,"SGR_5",1.80237506709369,"T6minusT1",161
"510","00187293A7","F",152,"SGR_6",1.72365841719646,"T7minusT1",190
"514","00187293A8","M",201,"SGR_1",3.04694096441689,"T2minusT1",32
"512","00187293A8","M",201,"SGR_2",2.60835796843495,"T3minusT1",62
"515","00187293A8","M",201,"SGR_3",2.26738909276452,"T4minusT1",98
"513","00187293A8","M",201,"SGR_4",2.00052837161995,"T5minusT1",133
"511","00187293A8","M",201,"SGR_5",1.60432640310038,"T6minusT1",161
"516","00187293A8","M",201,"SGR_6",1.59005841187649,"T7minusT1",190
"519","00187293B2","F",152,"SGR_1",2.68317164137559,"T2minusT1",32
"522","00187293B2","F",152,"SGR_2",2.79490555279158,"T3minusT1",62
"518","00187293B2","F",152,"SGR_3",2.69691643666066,"T4minusT1",98
"521","00187293B2","F",152,"SGR_4",2.40906980734177,"T5minusT1",133
"517","00187293B2","F",152,"SGR_5",2.25074363326248,"T6minusT1",161
"520","00187293B2","F",152,"SGR_6",2.07670858107649,"T7minusT1",190
"528","00187293BA","M",152,"SGR_1",2.76548730856034,"T2minusT1",32
"526","00187293BA","M",152,"SGR_2",2.83724803509258,"T3minusT1",62
"525","00187293BA","M",152,"SGR_3",2.24967297287626,"T4minusT1",98
"524","00187293BA","M",152,"SGR_4",1.99404568809263,"T5minusT1",133
"523","00187293BA","M",152,"SGR_5",1.85766299304486,"T6minusT1",161
"527","00187293BA","M",152,"SGR_6",1.60235307592342,"T7minusT1",244
"530","00187293BC","F",152,"SGR_1",3.59550769121377,"T2minusT1",32
"529","00187293BC","F",152,"SGR_2",3.43750725541057,"T3minusT1",62
"531","00187293BC","F",152,"SGR_3",2.91310997853038,"T4minusT1",98
"532","00187293BC","F",152,"SGR_4",2.54852785282453,"T5minusT1",133
"534","00187293BC","F",152,"SGR_5",2.39073366580924,"T6minusT1",161
"533","00187293BC","F",152,"SGR_6",1.98704264930498,"T7minusT1",244
"537","00187293C0","F",202,"SGR_1",2.18971486541166,"T2minusT1",32
"539","00187293C0","F",202,"SGR_2",1.41847157172243,"T3minusT1",62
"538","00187293C0","F",202,"SGR_3",1.58819142100171,"T4minusT1",98
"535","00187293C0","F",202,"SGR_4",1.59806090460659,"T5minusT1",133
"536","00187293C0","F",202,"SGR_5",1.55261990404698,"T6minusT1",161
"540","00187293C0","F",202,"SGR_6",1.33143388738812,"T7minusT1",244
"542","00187293D0","F",202,"SGR_1",1.76418036318362,"T2minusT1",32
"543","00187293D0","F",202,"SGR_2",0.572879575553809,"T3minusT1",62
"541","00187293D0","F",202,"SGR_3",0.414596991409688,"T4minusT1",98
"544","00187293D0","F",202,"SGR_4",0.860397833077409,"T5minusT1",133
"545","00187293D0","F",202,"SGR_5",0.985557052619601,"T6minusT1",161
"546","00187293D0","F",202,"SGR_6",0.991334397974786,"T7minusT1",244
"548","00187293DC","F",151,"SGR_1",3.24417228350986,"T2minusT1",32
"551","00187293DC","F",151,"SGR_2",3.20149469783966,"T3minusT1",62
"552","00187293DC","F",151,"SGR_3",2.79795792185784,"T4minusT1",98
"549","00187293DC","F",151,"SGR_4",2.558191820567,"T5minusT1",133
"547","00187293DC","F",151,"SGR_5",2.37262353762215,"T6minusT1",161
"550","00187293DC","F",151,"SGR_6",1.95013571576723,"T7minusT1",244
"553","00187293ED","F",201,"SGR_1",1.23266700228808,"T2minusT1",32
"556","00187293ED","F",201,"SGR_2",1.2193354458923,"T3minusT1",62
"558","00187293ED","F",201,"SGR_3",1.54199552966485,"T4minusT1",98
"555","00187293ED","F",201,"SGR_4",NA,"T5minusT1",NA
"557","00187293ED","F",201,"SGR_5",NA,"T6minusT1",NA
"554","00187293ED","F",201,"SGR_6",NA,"T7minusT1",NA
"564","00187293F6","M",151,"SGR_1",3.09993811610021,"T2minusT1",32
"561","00187293F6","M",151,"SGR_2",3.18833704730597,"T3minusT1",62
"560","00187293F6","M",151,"SGR_3",2.73882064595508,"T4minusT1",98
"559","00187293F6","M",151,"SGR_4",2.52579920031368,"T5minusT1",133
"562","00187293F6","M",151,"SGR_5",2.1839737122465,"T6minusT1",161
"563","00187293F6","M",151,"SGR_6",1.78970502073426,"T7minusT1",244
"566","001872946B","F",202,"SGR_1",2.46795759855016,"T2minusT1",32
"565","001872946B","F",202,"SGR_2",2.24229511182967,"T3minusT1",62
"570","001872946B","F",202,"SGR_3",2.17949744047052,"T4minusT1",98
"567","001872946B","F",202,"SGR_4",NA,"T5minusT1",NA
"568","001872946B","F",202,"SGR_5",NA,"T6minusT1",NA
"569","001872946B","F",202,"SGR_6",NA,"T7minusT1",NA
"576","001872946F","F",151,"SGR_1",2.03402567950237,"T2minusT1",32
"571","001872946F","F",151,"SGR_2",2.481624014288,"T3minusT1",62
"573","001872946F","F",151,"SGR_3",2.18113298006493,"T4minusT1",98
"574","001872946F","F",151,"SGR_4",2.10424559267868,"T5minusT1",133
"572","001872946F","F",151,"SGR_5",2.11869912787017,"T6minusT1",161
"575","001872946F","F",151,"SGR_6",1.78361789817769,"T7minusT1",244
"579","001872948A","F",201,"SGR_1",2.54953727947527,"T2minusT1",32
"581","001872948A","F",201,"SGR_2",2.20117732852019,"T3minusT1",62
"582","001872948A","F",201,"SGR_3",1.86959887672686,"T4minusT1",98
"577","001872948A","F",201,"SGR_4",1.8889476956697,"T5minusT1",133
"580","001872948A","F",201,"SGR_5",1.75555251972987,"T6minusT1",161
"578","001872948A","F",201,"SGR_6",1.57631305444748,"T7minusT1",190
"586","001872948B","F",201,"SGR_1",2.65140551313507,"T2minusT1",32
"585","001872948B","F",201,"SGR_2",2.27530233774242,"T3minusT1",62
"584","001872948B","F",201,"SGR_3",1.93111468369609,"T4minusT1",98
"587","001872948B","F",201,"SGR_4",2.04095706857397,"T5minusT1",133
"583","001872948B","F",201,"SGR_5",1.76759448863915,"T6minusT1",161
"588","001872948B","F",201,"SGR_6",1.57234165752349,"T7minusT1",190
"593","001872948D","M",152,"SGR_1",3.49277670798647,"T2minusT1",32
"590","001872948D","M",152,"SGR_2",3.32866923467627,"T3minusT1",62
"591","001872948D","M",152,"SGR_3",2.91565894286432,"T4minusT1",98
"592","001872948D","M",152,"SGR_4",2.58231860229186,"T5minusT1",133
"594","001872948D","M",152,"SGR_5",2.2507436332625,"T6minusT1",161
"589","001872948D","M",152,"SGR_6",1.73576758724812,"T7minusT1",244
"598","001872949A","F",201,"SGR_1",2.43265876138286,"T2minusT1",32
"599","001872949A","F",201,"SGR_2",1.72912473094953,"T3minusT1",62
"597","001872949A","F",201,"SGR_3",1.87214043953314,"T4minusT1",98
"600","001872949A","F",201,"SGR_4",1.94414010499691,"T5minusT1",133
"596","001872949A","F",201,"SGR_5",1.84916485167981,"T6minusT1",161
"595","001872949A","F",201,"SGR_6",1.41377851244879,"T7minusT1",244
"602","001872949D","M",201,"SGR_1",1.99861333696059,"T2minusT1",32
"605","001872949D","M",201,"SGR_2",1.4964592454217,"T3minusT1",62
"603","001872949D","M",201,"SGR_3",1.5276987083674,"T4minusT1",98
"601","001872949D","M",201,"SGR_4",1.43485198955331,"T5minusT1",133
"604","001872949D","M",201,"SGR_5",1.31442135953288,"T6minusT1",161
"606","001872949D","M",201,"SGR_6",1.18947371851594,"T7minusT1",244
"607","001872949E","F",202,"SGR_1",2.27059746944409,"T2minusT1",32
"611","001872949E","F",202,"SGR_2",1.82932126348367,"T3minusT1",62
"612","001872949E","F",202,"SGR_3",1.80439076971706,"T4minusT1",98
"610","001872949E","F",202,"SGR_4",NA,"T5minusT1",NA
"608","001872949E","F",202,"SGR_5",NA,"T6minusT1",NA
"609","001872949E","F",202,"SGR_6",NA,"T7minusT1",NA
"616","00187294A1","F",152,"SGR_1",2.93847704025714,"T2minusT1",32
"614","00187294A1","F",152,"SGR_2",2.8952920790505,"T3minusT1",62
"613","00187294A1","F",152,"SGR_3",2.47450789390256,"T4minusT1",98
"617","00187294A1","F",152,"SGR_4",2.26369200109711,"T5minusT1",133
"615","00187294A1","F",152,"SGR_5",2.03588263489982,"T6minusT1",161
"618","00187294A1","F",152,"SGR_6",1.65610965799101,"T7minusT1",244
"621","00187294A9","F",152,"SGR_1",2.54774246285268,"T2minusT1",32
"624","00187294A9","F",152,"SGR_2",2.55867083419856,"T3minusT1",62
"622","00187294A9","F",152,"SGR_3",2.26738909276452,"T4minusT1",98
"623","00187294A9","F",152,"SGR_4",2.11407315728882,"T5minusT1",133
"620","00187294A9","F",152,"SGR_5",1.90101868698462,"T6minusT1",161
"619","00187294A9","F",152,"SGR_6",1.51250740340447,"T7minusT1",244
"626","00187294B5","F",151,"SGR_1",2.08151000856474,"T2minusT1",32
"630","00187294B5","F",151,"SGR_2",2.31524052167085,"T3minusT1",62
"628","00187294B5","F",151,"SGR_3",2.10020116571663,"T4minusT1",98
"625","00187294B5","F",151,"SGR_4",2.08709875519368,"T5minusT1",133
"629","00187294B5","F",151,"SGR_5",2.1336058646293,"T6minusT1",161
"627","00187294B5","F",151,"SGR_6",1.86191239821523,"T7minusT1",244
"634","00187294B8","M",202,"SGR_1",2.15322465799457,"T2minusT1",32
"635","00187294B8","M",202,"SGR_2",1.76268547052048,"T3minusT1",62
"636","00187294B8","M",202,"SGR_3",1.66989364518708,"T4minusT1",98
"631","00187294B8","M",202,"SGR_4",1.62004188740497,"T5minusT1",133
"633","00187294B8","M",202,"SGR_5",1.51469115000189,"T6minusT1",161
"632","00187294B8","M",202,"SGR_6",1.36061545070678,"T7minusT1",244
"642","00187294B9","F",151,"SGR_1",2.23774853834973,"T2minusT1",32
"639","00187294B9","F",151,"SGR_2",2.23596489973603,"T3minusT1",62
"637","00187294B9","F",151,"SGR_3",2.05819448750313,"T4minusT1",98
"638","00187294B9","F",151,"SGR_4",1.96141311060762,"T5minusT1",133
"641","00187294B9","F",151,"SGR_5",1.81359929342946,"T6minusT1",161
"640","00187294B9","F",151,"SGR_6",1.63713156378205,"T7minusT1",244
"648","00187294BD","F",201,"SGR_1",1.6091394922277,"T2minusT1",32
"645","00187294BD","F",201,"SGR_2",1.40902900436364,"T3minusT1",62
"647","00187294BD","F",201,"SGR_3",1.32111066591476,"T4minusT1",98
"643","00187294BD","F",201,"SGR_4",1.08312785728277,"T5minusT1",133
"644","00187294BD","F",201,"SGR_5",1.09368161178207,"T6minusT1",161
"646","00187294BD","F",201,"SGR_6",0.825244544441195,"T7minusT1",244
"650","00187294BF","F",201,"SGR_1",3.13368083559225,"T2minusT1",32
"654","00187294BF","F",201,"SGR_2",2.76377709830755,"T3minusT1",62
"652","00187294BF","F",201,"SGR_3",2.76438885341468,"T4minusT1",98
"653","00187294BF","F",201,"SGR_4",NA,"T5minusT1",NA
"651","00187294BF","F",201,"SGR_5",NA,"T6minusT1",NA
"649","00187294BF","F",201,"SGR_6",NA,"T7minusT1",NA
"655","00187294C1","F",202,"SGR_1",2.23377234926965,"T2minusT1",32
"659","00187294C1","F",202,"SGR_2",1.35640990513799,"T3minusT1",62
"657","00187294C1","F",202,"SGR_3",1.38807097944016,"T4minusT1",98
"660","00187294C1","F",202,"SGR_4",1.63692556004031,"T5minusT1",133
"656","00187294C1","F",202,"SGR_5",1.49089767959911,"T6minusT1",161
"658","00187294C1","F",202,"SGR_6",1.23359468894608,"T7minusT1",244
"665","00187294C4","M",152,"SGR_1",2.10458719963631,"T2minusT1",32
"661","00187294C4","M",152,"SGR_2",2.40656863943938,"T3minusT1",62
"662","00187294C4","M",152,"SGR_3",2.05887094975437,"T4minusT1",98
"664","00187294C4","M",152,"SGR_4",1.93788314150452,"T5minusT1",133
"666","00187294C4","M",152,"SGR_5",1.76943626080048,"T6minusT1",161
"663","00187294C4","M",152,"SGR_6",1.80244893810719,"T7minusT1",190
"667","00187294D3","M",152,"SGR_1",3.01029691921004,"T2minusT1",32
"668","00187294D3","M",152,"SGR_2",3.0218997150202,"T3minusT1",62
"671","00187294D3","M",152,"SGR_3",2.73365390828317,"T4minusT1",98
"670","00187294D3","M",152,"SGR_4",2.52473145057144,"T5minusT1",133
"669","00187294D3","M",152,"SGR_5",2.27761331078791,"T6minusT1",161
"672","00187294D3","M",152,"SGR_6",1.82525764514534,"T7minusT1",244
"677","00187294D8","F",152,"SGR_1",2.49453483760647,"T2minusT1",32
"678","00187294D8","F",152,"SGR_2",2.93209842725104,"T3minusT1",62
"676","00187294D8","F",152,"SGR_3",2.57383787456731,"T4minusT1",98
"674","00187294D8","F",152,"SGR_4",2.47994823233351,"T5minusT1",133
"673","00187294D8","F",152,"SGR_5",2.39725356177567,"T6minusT1",161
"675","00187294D8","F",152,"SGR_6",2.15183259991742,"T7minusT1",195
"684","00187294DB","F",152,"SGR_1",1.67203794948929,"T2minusT1",32
"680","00187294DB","F",152,"SGR_2",2.49192319075857,"T3minusT1",62
"679","00187294DB","F",152,"SGR_3",2.28463961439316,"T4minusT1",98
"682","00187294DB","F",152,"SGR_4",2.05186582739123,"T5minusT1",133
"683","00187294DB","F",152,"SGR_5",1.93266863947474,"T6minusT1",161
"681","00187294DB","F",152,"SGR_6",1.87958088851492,"T7minusT1",190
"688","00187294DD","F",202,"SGR_1",2.31670160223716,"T2minusT1",32
"689","00187294DD","F",202,"SGR_2",1.03365622682787,"T3minusT1",62
"687","00187294DD","F",202,"SGR_3",1.25822124944761,"T4minusT1",98
"686","00187294DD","F",202,"SGR_4",1.3283376047676,"T5minusT1",133
"690","00187294DD","F",202,"SGR_5",1.40724348026753,"T6minusT1",161
"685","00187294DD","F",202,"SGR_6",1.22683086784621,"T7minusT1",244
"695","00187294ED","M",151,"SGR_1",2.95390665491486,"T2minusT1",32
"692","00187294ED","M",151,"SGR_2",2.93209842725104,"T3minusT1",62
"691","00187294ED","M",151,"SGR_3",2.56803928782359,"T4minusT1",98
"696","00187294ED","M",151,"SGR_4",NA,"T5minusT1",NA
"693","00187294ED","M",151,"SGR_5",NA,"T6minusT1",NA
"694","00187294ED","M",151,"SGR_6",NA,"T7minusT1",NA
"698","00187294F3","M",152,"SGR_1",2.65140551313507,"T2minusT1",32
"702","00187294F3","M",152,"SGR_2",2.99760023146056,"T3minusT1",62
"700","00187294F3","M",152,"SGR_3",2.74995883687998,"T4minusT1",98
"701","00187294F3","M",152,"SGR_4",NA,"T5minusT1",NA
"699","00187294F3","M",152,"SGR_5",NA,"T6minusT1",NA
"697","00187294F3","M",152,"SGR_6",NA,"T7minusT1",NA
"708","00187294F9","F",201,"SGR_1",1.39695305033463,"T2minusT1",32
"705","00187294F9","F",201,"SGR_2",1.88162997287269,"T3minusT1",62
"704","00187294F9","F",201,"SGR_3",1.9236426129166,"T4minusT1",98
"703","00187294F9","F",201,"SGR_4",1.97951622980697,"T5minusT1",133
"706","00187294F9","F",201,"SGR_5",1.78832540681593,"T6minusT1",161
"707","00187294F9","F",201,"SGR_6",1.42007326582412,"T7minusT1",244
"712","00187294FC","F",202,"SGR_1",1.72904650693906,"T2minusT1",32
"714","00187294FC","F",202,"SGR_2",0.656119072959216,"T3minusT1",62
"709","00187294FC","F",202,"SGR_3",0.80419059427681,"T4minusT1",98
"713","00187294FC","F",202,"SGR_4",0.946377138001187,"T5minusT1",133
"710","00187294FC","F",202,"SGR_5",1.01897806605402,"T6minusT1",161
"711","00187294FC","F",202,"SGR_6",0.921875668484406,"T7minusT1",244
"716","001872950C","M",201,"SGR_1",2.27269940244554,"T2minusT1",32
"717","001872950C","M",201,"SGR_2",0.894409346540748,"T3minusT1",62
"719","001872950C","M",201,"SGR_3",1.26295807147598,"T4minusT1",98
"718","001872950C","M",201,"SGR_4",1.61495799470679,"T5minusT1",133
"720","001872950C","M",201,"SGR_5",1.72016805298876,"T6minusT1",161
"715","001872950C","M",201,"SGR_6",1.45829038139107,"T7minusT1",244
"726","001872951B","F",152,"SGR_1",2.58198760778205,"T2minusT1",32
"723","001872951B","F",152,"SGR_2",2.61539766550858,"T3minusT1",62
"725","001872951B","F",152,"SGR_3",2.38192892061753,"T4minusT1",98
"724","001872951B","F",152,"SGR_4",2.29616352284341,"T5minusT1",133
"722","001872951B","F",152,"SGR_5",2.14505116920787,"T6minusT1",161
"721","001872951B","F",152,"SGR_6",1.76616274519397,"T7minusT1",244
