"","TAGNUMBER","TANK_Real","condition1","ConditionFactor","condition3","Date","condition4","Days_in_Exp"
"674","00186D169B",151,"K2",1.07421875,"T2",2021-08-21,"Day_in_Exp_T2",20
"675","00186D169B",151,"K3",1.07438016528926,"T3",NA,"Day_in_Exp_T3",NA
"676","00186D169B",151,"K4",1.13479839719509,"T4",NA,"Day_in_Exp_T4",NA
"677","00186D169B",151,"K5",1.73414947514215,"T5",NA,"Day_in_Exp_T5",NA
"678","00186D169B",151,"K6",1.20273684843546,"T6",NA,"Day_in_Exp_T6",NA
"679","00186D169B",151,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"680","00186D169C",152,"K1",1.07995442592323,"T8",NA,"Day_in_Exp_T8",NA
"681","00186D169C",152,"K2",1.1390144335909,"T1",2021-07-29,"Day_in_Exp_T1",0
"682","00186D169C",152,"K3",1.1509800064161,"T2",2021-08-30,"Day_in_Exp_T2",20
"683","00186D169C",152,"K4",1.20306863791089,"T3",2021-09-29,"Day_in_Exp_T3",62
"684","00186D169C",152,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"685","00186D169C",152,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"686","00186D169C",152,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"687","00186D169D",151,"K1",1.13078680145645,"T7",NA,"Day_in_Exp_T7",NA
"688","00186D169D",151,"K2",1.1390144335909,"T8",2022-03-30,"Day_in_Exp_T8",244
"689","00186D169D",151,"K3",1.20940031828704,"T1",2021-07-29,"Day_in_Exp_T1",0
"690","00186D169D",151,"K4",1.15717155661024,"T2",2021-08-30,"Day_in_Exp_T2",20
"691","00186D169D",151,"K5",1.16794369189205,"T3",2021-09-29,"Day_in_Exp_T3",62
"692","00186D169D",151,"K6",3.5713995827956,"T4",2021-11-04,"Day_in_Exp_T4",98
"693","00186D169D",151,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"694","00186D169E",152,"K1",1.10141377472123,"T6",2022-01-06,"Day_in_Exp_T6",161
"695","00186D169E",152,"K2",1.17239975575005,"T7",NA,"Day_in_Exp_T7",NA
"696","00186D169E",152,"K3",1.10162187954952,"T8",2022-03-30,"Day_in_Exp_T8",244
"697","00186D169E",152,"K4",1.11163924623193,"T1",2021-07-29,"Day_in_Exp_T1",0
"698","00186D169E",152,"K5",1.15614521067211,"T2",2021-08-30,"Day_in_Exp_T2",20
"699","00186D169E",152,"K6",1.15800278158817,"T3",2021-09-29,"Day_in_Exp_T3",62
"700","00186D169E",152,"K7",NA,"T4",NA,"Day_in_Exp_T4",NA
"701","00186D169F",151,"K1",1.09239872553482,"T5",NA,"Day_in_Exp_T5",NA
"702","00186D169F",151,"K2",1.0174592978316,"T6",NA,"Day_in_Exp_T6",NA
"703","00186D169F",151,"K3",1.05295556527515,"T7",NA,"Day_in_Exp_T7",NA
"704","00186D169F",151,"K4",1.13195505393729,"T8",2022-03-30,"Day_in_Exp_T8",244
"705","00186D169F",151,"K5",1.10180889037351,"T1",2021-07-29,"Day_in_Exp_T1",0
"706","00186D169F",151,"K6",1.11634399482628,"T2",2021-08-25,"Day_in_Exp_T2",20
"707","00186D169F",151,"K7",1.18105148727017,"T3",NA,"Day_in_Exp_T3",NA
"708","00186D16A0",201,"K1",1.05735722373238,"T4",NA,"Day_in_Exp_T4",NA
"709","00186D16A0",201,"K2",1.23013558827817,"T5",NA,"Day_in_Exp_T5",NA
"710","00186D16A0",201,"K3",1.09435694311044,"T6",NA,"Day_in_Exp_T6",NA
"711","00186D16A0",201,"K4",1.14884182383635,"T7",NA,"Day_in_Exp_T7",NA
"712","00186D16A0",201,"K5",NA,"T8",NA,"Day_in_Exp_T8",NA
"713","00186D16A0",201,"K6",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"714","00186D16A0",201,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"715","00186D16A1",202,"K1",1.14784205693297,"T3",2021-09-29,"Day_in_Exp_T3",62
"716","00186D16A1",202,"K2",1.18102796674225,"T4",2021-11-04,"Day_in_Exp_T4",98
"717","00186D16A1",202,"K3",0.944407620320154,"T5",2021-12-09,"Day_in_Exp_T5",133
"718","00186D16A1",202,"K4",0.94310877671537,"T6",2022-01-06,"Day_in_Exp_T6",161
"719","00186D16A1",202,"K5",1.19809751157407,"T7",2022-02-12,"Day_in_Exp_T7",190
"720","00186D16A1",202,"K6",1.13396408216819,"T8",NA,"Day_in_Exp_T8",NA
"721","00186D16A1",202,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"722","00186D16A2",151,"K1",1.11111111111111,"T2",2021-08-30,"Day_in_Exp_T2",20
"723","00186D16A2",151,"K2",1.03440092974389,"T3",2021-09-29,"Day_in_Exp_T3",62
"724","00186D16A2",151,"K3",1.12697220135237,"T4",2021-11-04,"Day_in_Exp_T4",98
"725","00186D16A2",151,"K4",1.20382139489114,"T5",2021-12-09,"Day_in_Exp_T5",133
"726","00186D16A2",151,"K5",1.17543076501992,"T6",2022-01-06,"Day_in_Exp_T6",161
"727","00186D16A2",151,"K6",1.14356706829166,"T7",NA,"Day_in_Exp_T7",NA
"728","00186D16A2",151,"K7",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"729","00186D16A3",152,"K1",1.07630489154947,"T1",2021-07-29,"Day_in_Exp_T1",0
"730","00186D16A3",152,"K2",1.07421875,"T2",2021-08-30,"Day_in_Exp_T2",20
"731","00186D16A3",152,"K3",1.02930127723516,"T3",2021-09-29,"Day_in_Exp_T3",62
"732","00186D16A3",152,"K4",1.07837148491084,"T4",2021-11-04,"Day_in_Exp_T4",98
"733","00186D16A3",152,"K5",1.09910836762689,"T5",2021-12-09,"Day_in_Exp_T5",133
"734","00186D16A3",152,"K6",1.09902174840692,"T6",2022-01-06,"Day_in_Exp_T6",161
"735","00186D16A3",152,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"736","00186D16A4",151,"K1",1.22448979591837,"T8",2022-03-30,"Day_in_Exp_T8",244
"737","00186D16A4",151,"K2",1.13685624187201,"T1",2021-07-29,"Day_in_Exp_T1",0
"738","00186D16A4",151,"K3",1.10552253213433,"T2",2021-08-30,"Day_in_Exp_T2",20
"739","00186D16A4",151,"K4",1.24006376797012,"T3",2021-09-29,"Day_in_Exp_T3",62
"740","00186D16A4",151,"K5",1.18589382400777,"T4",2021-11-04,"Day_in_Exp_T4",98
"741","00186D16A4",151,"K6",1.14960062736529,"T5",2021-12-09,"Day_in_Exp_T5",133
"742","00186D16A4",151,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"743","00186D16A5",202,"K1",0.901577761081893,"T7",NA,"Day_in_Exp_T7",NA
"744","00186D16A5",202,"K2",1.068115234375,"T8",2022-03-30,"Day_in_Exp_T8",244
"745","00186D16A5",202,"K3",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"746","00186D16A5",202,"K4",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"747","00186D16A5",202,"K5",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"748","00186D16A5",202,"K6",NA,"T4",NA,"Day_in_Exp_T4",NA
"749","00186D16A5",202,"K7",NA,"T5",NA,"Day_in_Exp_T5",NA
"750","00186D16A6",152,"K1",1.09093350340707,"T6",NA,"Day_in_Exp_T6",NA
"751","00186D16A6",152,"K2",0.912706702715201,"T7",NA,"Day_in_Exp_T7",NA
"752","00186D16A6",152,"K3",1.03,"T8",NA,"Day_in_Exp_T8",NA
"753","00186D16A6",152,"K4",1.12764761169481,"T1",2021-07-29,"Day_in_Exp_T1",0
"754","00186D16A6",152,"K5",1.1245638914022,"T2",2021-08-30,"Day_in_Exp_T2",20
"755","00186D16A6",152,"K6",1.13151730888683,"T3",2021-09-29,"Day_in_Exp_T3",62
"756","00186D16A6",152,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"757","00186D16A7",201,"K1",1.07979699816435,"T5",NA,"Day_in_Exp_T5",NA
"758","00186D16A7",201,"K2",1.18868308569102,"T6",NA,"Day_in_Exp_T6",NA
"759","00186D16A7",201,"K3",1.11930345983844,"T7",NA,"Day_in_Exp_T7",NA
"760","00186D16A7",201,"K4",1.22745516435503,"T8",NA,"Day_in_Exp_T8",NA
"761","00186D16A7",201,"K5",1.28675734991245,"T1",2021-07-29,"Day_in_Exp_T1",0
"762","00186D16A7",201,"K6",1.23394792739746,"T2",2021-08-30,"Day_in_Exp_T2",20
"763","00186D16A7",201,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"764","00186D16A8",151,"K1",1.01851851851852,"T4",2021-11-04,"Day_in_Exp_T4",98
"765","00186D16A8",151,"K2",1.01411855857245,"T5",2021-12-09,"Day_in_Exp_T5",133
"766","00186D16A8",151,"K3",1.11617867011679,"T6",2022-01-06,"Day_in_Exp_T6",161
"767","00186D16A8",151,"K4",1.05324074074074,"T7",NA,"Day_in_Exp_T7",NA
"768","00186D16A8",151,"K5",1.02669236131043,"T8",2022-03-30,"Day_in_Exp_T8",244
"769","00186D16A8",151,"K6",1.12404752905576,"T1",2021-07-29,"Day_in_Exp_T1",0
"770","00186D16A8",151,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"771","00186D16A9",201,"K1",1.02505227766616,"T3",2021-09-29,"Day_in_Exp_T3",62
"772","00186D16A9",201,"K2",1.04956268221574,"T4",2021-11-04,"Day_in_Exp_T4",98
"773","00186D16A9",201,"K3",1.09739368998628,"T5",2021-12-09,"Day_in_Exp_T5",133
"774","00186D16A9",201,"K4",1.14407824443166,"T6",2022-01-06,"Day_in_Exp_T6",161
"775","00186D16A9",201,"K5",1.25,"T7",NA,"Day_in_Exp_T7",NA
"776","00186D16A9",201,"K6",1.25183309318082,"T8",2022-03-30,"Day_in_Exp_T8",244
"777","00186D16A9",201,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"778","00186D16AA",152,"K1",1.03497925475406,"T2",2021-08-30,"Day_in_Exp_T2",20
"779","00186D16AA",152,"K2",1,"T3",2021-09-29,"Day_in_Exp_T3",62
"780","00186D16AA",152,"K3",1.01588132805868,"T4",2021-11-04,"Day_in_Exp_T4",98
"781","00186D16AA",152,"K4",1.0690169591124,"T5",NA,"Day_in_Exp_T5",NA
"782","00186D16AA",152,"K5",NA,"T6",NA,"Day_in_Exp_T6",NA
"783","00186D16AA",152,"K6",NA,"T7",NA,"Day_in_Exp_T7",NA
"784","00186D16AA",152,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"785","00186D16AB",151,"K1",1.1826251495673,"T1",2021-07-29,"Day_in_Exp_T1",0
"786","00186D16AB",151,"K2",1.13136025659717,"T2",2021-08-30,"Day_in_Exp_T2",20
"787","00186D16AB",151,"K3",1.12731746424377,"T3",2021-09-29,"Day_in_Exp_T3",62
"788","00186D16AB",151,"K4",1.18050952540019,"T4",2021-11-04,"Day_in_Exp_T4",98
"789","00186D16AB",151,"K5",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"790","00186D16AB",151,"K6",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"791","00186D16AB",151,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"792","00186D16AC",201,"K1",1.08189331329827,"T8",2022-03-30,"Day_in_Exp_T8",244
"793","00186D16AC",201,"K2",1.0195721438325,"T1",2021-07-29,"Day_in_Exp_T1",0
"794","00186D16AC",201,"K3",1.05598543468366,"T2",2021-08-30,"Day_in_Exp_T2",20
"795","00186D16AC",201,"K4",1.35598187225751,"T3",2021-09-29,"Day_in_Exp_T3",62
"796","00186D16AC",201,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"797","00186D16AC",201,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"798","00186D16AC",201,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"799","00186D16AD",151,"K1",1.18794986851555,"T7",NA,"Day_in_Exp_T7",NA
"800","00186D16AD",151,"K2",1.15234375,"T8",2022-03-30,"Day_in_Exp_T8",244
"801","00186D16AD",151,"K3",1.2871180218119,"T1",2021-07-29,"Day_in_Exp_T1",0
"802","00186D16AD",151,"K4",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"803","00186D16AD",151,"K5",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"804","00186D16AD",151,"K6",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"805","00186D16AD",151,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"806","00186D16AE",152,"K1",0.96168294515402,"T6",2022-01-06,"Day_in_Exp_T6",161
"807","00186D16AE",152,"K2",1.13777777777778,"T7",2022-02-04,"Day_in_Exp_T7",190
"808","00186D16AE",152,"K3",1.25469571750563,"T8",NA,"Day_in_Exp_T8",NA
"809","00186D16AE",152,"K4",1.3037037037037,"T1",2021-07-29,"Day_in_Exp_T1",0
"810","00186D16AE",152,"K5",1.34878486960298,"T2",2021-08-30,"Day_in_Exp_T2",20
"811","00186D16AE",152,"K6",1.29835722920729,"T3",2021-09-29,"Day_in_Exp_T3",62
"812","00186D16AE",152,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"813","00186D16AF",151,"K1",1.07119033591555,"T5",NA,"Day_in_Exp_T5",NA
"814","00186D16AF",151,"K2",1.16598079561043,"T6",NA,"Day_in_Exp_T6",NA
"815","00186D16AF",151,"K3",1.1264,"T7",NA,"Day_in_Exp_T7",NA
"816","00186D16AF",151,"K4",1.154321029117,"T8",NA,"Day_in_Exp_T8",NA
"817","00186D16AF",151,"K5",1.2882599937101,"T1",2021-07-29,"Day_in_Exp_T1",0
"818","00186D16AF",151,"K6",1.29600380345929,"T2",2021-08-30,"Day_in_Exp_T2",20
"819","00186D16AF",151,"K7",1.2544,"T3",2021-09-29,"Day_in_Exp_T3",62
"820","00186D16B0",152,"K1",1.07119033591555,"T4",2021-11-04,"Day_in_Exp_T4",98
"821","00186D16B0",152,"K2",0.962099125364431,"T5",2021-12-09,"Day_in_Exp_T5",133
"822","00186D16B0",152,"K3",0.96169420149012,"T6",2022-01-06,"Day_in_Exp_T6",161
"823","00186D16B0",152,"K4",1.0538818702084,"T7",NA,"Day_in_Exp_T7",NA
"824","00186D16B0",152,"K5",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"825","00186D16B0",152,"K6",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"826","00186D16B0",152,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"827","00186D16B1",202,"K1",1.02595670462706,"T3",2021-09-29,"Day_in_Exp_T3",62
"828","00186D16B1",202,"K2",1.04951150010177,"T4",2021-11-04,"Day_in_Exp_T4",98
"829","00186D16B1",202,"K3",0.987108364756283,"T5",2021-12-09,"Day_in_Exp_T5",133
"830","00186D16B1",202,"K4",1.12900585389535,"T6",2022-01-06,"Day_in_Exp_T6",161
"831","00186D16B1",202,"K5",1.161329234965,"T7",NA,"Day_in_Exp_T7",NA
"832","00186D16B1",202,"K6",1.17672501526562,"T8",2022-03-30,"Day_in_Exp_T8",244
"833","00186D16B1",202,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"834","00186D16B2",202,"K1",0.980015227928926,"T2",2021-08-30,"Day_in_Exp_T2",20
"835","00186D16B2",202,"K2",1.00870968639564,"T3",2021-09-29,"Day_in_Exp_T3",62
"836","00186D16B2",202,"K3",1.04296296296296,"T4",2021-11-04,"Day_in_Exp_T4",98
"837","00186D16B2",202,"K4",1.20758362516604,"T5",2021-12-09,"Day_in_Exp_T5",133
"838","00186D16B2",202,"K5",1.26696884110787,"T6",2022-01-06,"Day_in_Exp_T6",161
"839","00186D16B2",202,"K6",1.23805188893946,"T7",NA,"Day_in_Exp_T7",NA
"840","00186D16B2",202,"K7",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"841","00186D16B3",151,"K1",1.18952687669893,"T1",2021-07-29,"Day_in_Exp_T1",0
"842","00186D16B3",151,"K2",1.11929792037944,"T2",2021-08-30,"Day_in_Exp_T2",20
"843","00186D16B3",151,"K3",1.15702479338843,"T3",2021-09-29,"Day_in_Exp_T3",62
"844","00186D16B3",151,"K4",1.18036102663855,"T4",2021-11-04,"Day_in_Exp_T4",98
"845","00186D16B3",151,"K5",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"846","00186D16B3",151,"K6",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"847","00186D16B3",151,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"848","00186D16B4",151,"K1",1.09239872553482,"T8",2022-03-30,"Day_in_Exp_T8",244
"849","00186D16B4",151,"K2",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"850","00186D16B4",151,"K3",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"851","00186D16B4",151,"K4",NA,"T3",NA,"Day_in_Exp_T3",NA
"852","00186D16B4",151,"K5",NA,"T4",NA,"Day_in_Exp_T4",NA
"853","00186D16B4",151,"K6",NA,"T5",NA,"Day_in_Exp_T5",NA
"854","00186D16B4",151,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
"855","00186D16B5",201,"K1",1.15740740740741,"T7",NA,"Day_in_Exp_T7",NA
"856","00186D16B5",201,"K2",1.20141599447907,"T8",NA,"Day_in_Exp_T8",NA
"857","00186D16B5",201,"K3",1.15609515677259,"T1",2021-07-29,"Day_in_Exp_T1",0
"858","00186D16B5",201,"K4",1.31776152009348,"T2",2021-08-30,"Day_in_Exp_T2",20
"859","00186D16B5",201,"K5",1.39350285406148,"T3",2021-09-29,"Day_in_Exp_T3",62
"860","00186D16B5",201,"K6",1.24974557296967,"T4",2021-11-04,"Day_in_Exp_T4",98
"861","00186D16B5",201,"K7",1.60495446158992,"T5",2021-12-09,"Day_in_Exp_T5",133
"862","00186D16B6",152,"K1",1.068115234375,"T6",2022-01-06,"Day_in_Exp_T6",161
"863","00186D16B6",152,"K2",1.16863236623654,"T7",NA,"Day_in_Exp_T7",NA
"864","00186D16B6",152,"K3",1.15740740740741,"T8",2022-03-30,"Day_in_Exp_T8",244
"865","00186D16B6",152,"K4",1.19703703703704,"T1",2021-07-29,"Day_in_Exp_T1",0
"866","00186D16B6",152,"K5",1.20713305898491,"T2",2021-08-30,"Day_in_Exp_T2",20
"867","00186D16B6",152,"K6",1.13056978279479,"T3",2021-09-29,"Day_in_Exp_T3",62
"868","00186D16B6",152,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"869","00186D16B7",151,"K1",1.07995442592323,"T5",2021-12-09,"Day_in_Exp_T5",133
"870","00186D16B7",151,"K2",1.05468330091534,"T6",2022-01-06,"Day_in_Exp_T6",161
"871","00186D16B7",151,"K3",1.09650054168671,"T7",NA,"Day_in_Exp_T7",NA
"872","00186D16B7",151,"K4",1.18664649937573,"T8",2022-03-30,"Day_in_Exp_T8",244
"873","00186D16B7",151,"K5",1.2255937456814,"T1",2021-07-29,"Day_in_Exp_T1",0
"874","00186D16B7",151,"K6",1.22052146351894,"T2",2021-08-30,"Day_in_Exp_T2",20
"875","00186D16B7",151,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"876","00186D16B8",152,"K1",1.18794986851555,"T4",2021-11-04,"Day_in_Exp_T4",98
"877","00186D16B8",152,"K2",1.07421875,"T5",2021-12-09,"Day_in_Exp_T5",133
"878","00186D16B8",152,"K3",1.17481913400281,"T6",2022-01-06,"Day_in_Exp_T6",161
"879","00186D16B8",152,"K4",1.14023733870863,"T7",NA,"Day_in_Exp_T7",NA
"880","00186D16B8",152,"K5",1.15928865500972,"T8",2022-03-30,"Day_in_Exp_T8",244
"881","00186D16B8",152,"K6",0.977489851982451,"T1",2021-07-29,"Day_in_Exp_T1",0
"882","00186D16B8",152,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"883","00186D16B9",202,"K1",1.05598543468366,"T3",2021-09-29,"Day_in_Exp_T3",62
"884","00186D16B9",202,"K2",1.1398330958681,"T4",2021-11-04,"Day_in_Exp_T4",98
"885","00186D16B9",202,"K3",1.07735506419969,"T5",2021-12-09,"Day_in_Exp_T5",133
"886","00186D16B9",202,"K4",1.08718872070312,"T6",2022-01-06,"Day_in_Exp_T6",161
"887","00186D16B9",202,"K5",1.11806571082612,"T7",NA,"Day_in_Exp_T7",NA
"888","00186D16B9",202,"K6",1.14274687734786,"T8",2022-03-30,"Day_in_Exp_T8",244
"889","00186D16B9",202,"K7",1.10459804637612,"T1",2021-07-29,"Day_in_Exp_T1",0
"890","00186D16BA",202,"K1",1.04951150010177,"T2",2021-08-30,"Day_in_Exp_T2",20
"891","00186D16BA",202,"K2",1.15581325910444,"T3",2021-09-29,"Day_in_Exp_T3",62
"892","00186D16BA",202,"K3",1.16731960641399,"T4",2021-11-04,"Day_in_Exp_T4",98
"893","00186D16BA",202,"K4",1.20306863791089,"T5",NA,"Day_in_Exp_T5",NA
"894","00186D16BA",202,"K5",NA,"T6",NA,"Day_in_Exp_T6",NA
"895","00186D16BA",202,"K6",NA,"T7",NA,"Day_in_Exp_T7",NA
"896","00186D16BA",202,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"897","00186D16BB",202,"K1",0.922547049899545,"T1",2021-07-29,"Day_in_Exp_T1",0
"898","00186D16BB",202,"K2",1.18006035165798,"T2",2021-08-30,"Day_in_Exp_T2",20
"899","00186D16BB",202,"K3",1.16847969483834,"T3",2021-09-29,"Day_in_Exp_T3",62
"900","00186D16BB",202,"K4",1.31738310746938,"T4",2021-11-04,"Day_in_Exp_T4",98
"901","00186D16BB",202,"K5",1.2756511926214,"T5",NA,"Day_in_Exp_T5",NA
"902","00186D16BB",202,"K6",1.14334533663759,"T6",NA,"Day_in_Exp_T6",NA
"903","00186D16BB",202,"K7",1.25152540930201,"T7",NA,"Day_in_Exp_T7",NA
"904","00186D16BC",201,"K1",1.19579081632653,"T8",NA,"Day_in_Exp_T8",NA
"905","00186D16BC",201,"K2",1.20141599447907,"T1",2021-07-29,"Day_in_Exp_T1",0
"906","00186D16BC",201,"K3",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"907","00186D16BC",201,"K4",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"908","00186D16BC",201,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"909","00186D16BC",201,"K6",NA,"T5",NA,"Day_in_Exp_T5",NA
"910","00186D16BC",201,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
"911","00186D16BD",201,"K1",1.06481481481481,"T7",NA,"Day_in_Exp_T7",NA
"912","00186D16BD",201,"K2",1.18457501093454,"T8",NA,"Day_in_Exp_T8",NA
"913","00186D16BD",201,"K3",1.03440092974389,"T1",2021-07-29,"Day_in_Exp_T1",0
"914","00186D16BD",201,"K4",1.17392937640871,"T2",2021-08-30,"Day_in_Exp_T2",20
"915","00186D16BD",201,"K5",1.11111111111111,"T3",2021-09-29,"Day_in_Exp_T3",62
"916","00186D16BD",201,"K6",1.12108876229007,"T4",NA,"Day_in_Exp_T4",NA
"917","00186D16BD",201,"K7",NA,"T5",NA,"Day_in_Exp_T5",NA
"918","00186D16BE",152,"K1",1.09093350340707,"T6",NA,"Day_in_Exp_T6",NA
"919","00186D16BE",152,"K2",1.03550652581887,"T7",NA,"Day_in_Exp_T7",NA
"920","00186D16BE",152,"K3",1.06645499559919,"T8",NA,"Day_in_Exp_T8",NA
"921","00186D16BE",152,"K4",1.15133871827463,"T1",2021-07-29,"Day_in_Exp_T1",0
"922","00186D16BE",152,"K5",1.12146550751542,"T2",2021-08-30,"Day_in_Exp_T2",20
"923","00186D16BE",152,"K6",1.08551241827302,"T3",2021-09-29,"Day_in_Exp_T3",62
"924","00186D16BE",152,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"925","00186D16BF",152,"K1",1.11111111111111,"T5",2021-12-09,"Day_in_Exp_T5",133
"926","00186D16BF",152,"K2",0.990407795141523,"T6",2022-01-06,"Day_in_Exp_T6",161
"927","00186D16BF",152,"K3",1.00306167079749,"T7",NA,"Day_in_Exp_T7",NA
"928","00186D16BF",152,"K4",0.999424673296622,"T8",2022-03-30,"Day_in_Exp_T8",244
"929","00186D16BF",152,"K5",1.03642737387593,"T1",2021-07-29,"Day_in_Exp_T1",0
"930","00186D16BF",152,"K6",0.996362505675873,"T2",2021-08-30,"Day_in_Exp_T2",20
"931","00186D16BF",152,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"932","00186D16C0",202,"K1",1.02496355685131,"T4",2021-11-04,"Day_in_Exp_T4",98
"933","00186D16C0",202,"K2",1.15674152001924,"T5",2021-12-09,"Day_in_Exp_T5",133
"934","00186D16C0",202,"K3",1.02040816326531,"T6",2022-01-06,"Day_in_Exp_T6",161
"935","00186D16C0",202,"K4",1.16863236623654,"T7",2022-02-04,"Day_in_Exp_T7",190
"936","00186D16C0",202,"K5",1.21084300299315,"T8",NA,"Day_in_Exp_T8",NA
"937","00186D16C0",202,"K6",1.17888029130633,"T1",2021-07-29,"Day_in_Exp_T1",0
"938","00186D16C0",202,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"939","00186D16C1",152,"K1",1.03980451675085,"T3",2021-09-29,"Day_in_Exp_T3",62
"940","00186D16C1",152,"K2",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"941","00186D16C1",152,"K3",NA,"T5",NA,"Day_in_Exp_T5",NA
"942","00186D16C1",152,"K4",NA,"T6",NA,"Day_in_Exp_T6",NA
"943","00186D16C1",152,"K5",NA,"T7",NA,"Day_in_Exp_T7",NA
"944","00186D16C1",152,"K6",NA,"T8",NA,"Day_in_Exp_T8",NA
"945","00186D16C1",152,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"946","00186D16C3",152,"K1",1.16522530723714,"T2",2021-08-30,"Day_in_Exp_T2",20
"947","00186D16C3",152,"K2",1.09666882626066,"T3",2021-09-29,"Day_in_Exp_T3",62
"948","00186D16C3",152,"K3",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"949","00186D16C3",152,"K4",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"950","00186D16C3",152,"K5",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"951","00186D16C3",152,"K6",NA,"T7",NA,"Day_in_Exp_T7",NA
"952","00186D16C3",152,"K7",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"953","00186D16C4",152,"K1",1.10141377472123,"T1",2021-07-29,"Day_in_Exp_T1",0
"954","00186D16C4",152,"K2",1.10180889037351,"T2",2021-08-30,"Day_in_Exp_T2",20
"955","00186D16C4",152,"K3",1.12697220135237,"T3",2021-09-29,"Day_in_Exp_T3",62
"956","00186D16C4",152,"K4",1.19792350612303,"T4",2021-11-04,"Day_in_Exp_T4",98
"957","00186D16C4",152,"K5",1.16931889452288,"T5",2021-12-09,"Day_in_Exp_T5",133
"958","00186D16C4",152,"K6",1.08061704465893,"T6",2022-01-06,"Day_in_Exp_T6",161
"959","00186D16C4",152,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"960","00186D16C5",202,"K1",1.18794986851555,"T8",2022-03-30,"Day_in_Exp_T8",244
"961","00186D16C5",202,"K2",1.13517461946972,"T1",2021-07-29,"Day_in_Exp_T1",0
"962","00186D16C5",202,"K3",1.09524804325824,"T2",2021-08-30,"Day_in_Exp_T2",20
"963","00186D16C5",202,"K4",1.16618075801749,"T3",2021-09-29,"Day_in_Exp_T3",62
"964","00186D16C5",202,"K5",1.16736,"T4",2021-11-04,"Day_in_Exp_T4",98
"965","00186D16C5",202,"K6",1.2600370310883,"T5",NA,"Day_in_Exp_T5",NA
"966","00186D16C5",202,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
