"","TAGNUMBER","TANK_Real","condition1","ConditionFactor","condition3","Date","condition4","Days_in_Exp"
"2069","0018729490",201,"K4",1.35168,"T5",2021-12-09,"Day_in_Exp_T5",133
"2070","0018729490",201,"K5",1.26496879743633,"T6",2022-01-06,"Day_in_Exp_T6",161
"2071","0018729490",201,"K6",1.4063450423546,"T7",NA,"Day_in_Exp_T7",NA
"2072","0018729490",201,"K7",1.42301541863266,"T8",2022-03-30,"Day_in_Exp_T8",244
"2073","0018729491",151,"K1",1.06481481481481,"T1",2021-07-29,"Day_in_Exp_T1",0
"2074","0018729491",151,"K2",1.04934180035573,"T2",2021-08-30,"Day_in_Exp_T2",20
"2075","0018729491",151,"K3",1.11037718658892,"T3",2021-09-29,"Day_in_Exp_T3",62
"2076","0018729491",151,"K4",1.12190822187929,"T4",2021-11-04,"Day_in_Exp_T4",98
"2077","0018729491",151,"K5",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2078","0018729491",151,"K6",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2079","0018729491",151,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2080","0018729492",152,"K1",1.04349277902997,"T8",2022-03-30,"Day_in_Exp_T8",244
"2081","0018729492",152,"K2",1.15234375,"T1",2021-07-29,"Day_in_Exp_T1",0
"2082","0018729492",152,"K3",0.958859734369938,"T2",2021-08-28,"Day_in_Exp_T2",20
"2083","0018729492",152,"K4",1.0738784303532,"T3",NA,"Day_in_Exp_T3",NA
"2084","0018729492",152,"K5",1.07000465275296,"T4",NA,"Day_in_Exp_T4",NA
"2085","0018729492",152,"K6",1.09666882626066,"T5",NA,"Day_in_Exp_T5",NA
"2086","0018729492",152,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
"2087","0018729493",152,"K1",1.20852839405658,"T7",NA,"Day_in_Exp_T7",NA
"2088","0018729493",152,"K2",1.06917699479211,"T8",NA,"Day_in_Exp_T8",NA
"2089","0018729493",152,"K3",1.11689814814815,"T1",2021-07-29,"Day_in_Exp_T1",0
"2090","0018729493",152,"K4",1.12984471751123,"T2",2021-08-30,"Day_in_Exp_T2",20
"2091","0018729493",152,"K5",1.10122853595123,"T3",2021-09-29,"Day_in_Exp_T3",62
"2092","0018729493",152,"K6",1.07698760897414,"T4",2021-11-04,"Day_in_Exp_T4",98
"2093","0018729493",152,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2094","0018729495",152,"K1",1.13395214721939,"T6",2022-01-06,"Day_in_Exp_T6",161
"2095","0018729495",152,"K2",1.13791533909877,"T7",NA,"Day_in_Exp_T7",NA
"2096","0018729495",152,"K3",1.20065557473619,"T8",2022-03-30,"Day_in_Exp_T8",244
"2097","0018729495",152,"K4",1.19087537468882,"T1",2021-07-29,"Day_in_Exp_T1",0
"2098","0018729495",152,"K5",1.25096849173554,"T2",2021-08-30,"Day_in_Exp_T2",20
"2099","0018729495",152,"K6",1.27316242795481,"T3",2021-09-29,"Day_in_Exp_T3",62
"2100","0018729495",152,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2101","0018729496",201,"K1",1.14553618078237,"T5",NA,"Day_in_Exp_T5",NA
"2102","0018729496",201,"K2",1.17989270200245,"T6",NA,"Day_in_Exp_T6",NA
"2103","0018729496",201,"K3",1.14283155049037,"T7",NA,"Day_in_Exp_T7",NA
"2104","0018729496",201,"K4",1.21984524351388,"T8",NA,"Day_in_Exp_T8",NA
"2105","0018729496",201,"K5",1.11975105127041,"T1",2021-07-29,"Day_in_Exp_T1",0
"2106","0018729496",201,"K6",0.99687471033794,"T2",2021-08-30,"Day_in_Exp_T2",20
"2107","0018729496",201,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2108","0018729498",151,"K1",1.17347608763072,"T4",2021-11-04,"Day_in_Exp_T4",98
"2109","0018729498",151,"K2",1.08506944444444,"T5",NA,"Day_in_Exp_T5",NA
"2110","0018729498",151,"K3",1.14547032571008,"T6",NA,"Day_in_Exp_T6",NA
"2111","0018729498",151,"K4",1.16740740740741,"T7",NA,"Day_in_Exp_T7",NA
"2112","0018729498",151,"K5",1.28746355685131,"T8",NA,"Day_in_Exp_T8",NA
"2113","0018729498",151,"K6",1.34404032333466,"T1",2021-07-29,"Day_in_Exp_T1",0
"2114","0018729498",151,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2115","0018729499",152,"K1",1.02496355685131,"T3",2021-09-29,"Day_in_Exp_T3",62
"2116","0018729499",152,"K2",1.07871720116618,"T4",NA,"Day_in_Exp_T4",NA
"2117","0018729499",152,"K3",1.08367626886145,"T5",NA,"Day_in_Exp_T5",NA
"2118","0018729499",152,"K4",1.09953703703704,"T6",NA,"Day_in_Exp_T6",NA
"2119","0018729499",152,"K5",1.02044241549461,"T7",NA,"Day_in_Exp_T7",NA
"2120","0018729499",152,"K6",1.14873441747173,"T8",NA,"Day_in_Exp_T8",NA
"2121","0018729499",152,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2122","001872949A",201,"K1",0.837074468788137,"T2",2021-08-30,"Day_in_Exp_T2",20
"2123","001872949A",201,"K2",1.09846536351166,"T3",2021-09-29,"Day_in_Exp_T3",62
"2124","001872949A",201,"K3",1.07421875,"T4",2021-11-04,"Day_in_Exp_T4",98
"2125","001872949A",201,"K4",1.17,"T5",2021-12-09,"Day_in_Exp_T5",133
"2126","001872949A",201,"K5",1.17301940917969,"T6",2022-01-06,"Day_in_Exp_T6",161
"2127","001872949A",201,"K6",1.16640146831629,"T7",NA,"Day_in_Exp_T7",NA
"2128","001872949A",201,"K7",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"2129","001872949B",151,"K1",1.11049691035082,"T1",2021-07-29,"Day_in_Exp_T1",0
"2130","001872949B",151,"K2",1.05794326124113,"T2",2021-08-30,"Day_in_Exp_T2",20
"2131","001872949B",151,"K3",1.08236151603499,"T3",2021-09-29,"Day_in_Exp_T3",62
"2132","001872949B",151,"K4",1.18141289437586,"T4",NA,"Day_in_Exp_T4",NA
"2133","001872949B",151,"K5",1.22253386494271,"T5",NA,"Day_in_Exp_T5",NA
"2134","001872949B",151,"K6",1.1939713383884,"T6",NA,"Day_in_Exp_T6",NA
"2135","001872949B",151,"K7",1.18325530904403,"T7",NA,"Day_in_Exp_T7",NA
"2136","001872949C",151,"K1",1.0489745225068,"T8",NA,"Day_in_Exp_T8",NA
"2137","001872949C",151,"K2",1.06292517006803,"T1",2021-07-29,"Day_in_Exp_T1",0
"2138","001872949C",151,"K3",1.08902377915452,"T2",2021-08-30,"Day_in_Exp_T2",20
"2139","001872949C",151,"K4",1.14962962962963,"T3",2021-09-29,"Day_in_Exp_T3",62
"2140","001872949C",151,"K5",1.23778976527191,"T4",2021-11-04,"Day_in_Exp_T4",98
"2141","001872949C",151,"K6",1.21350755256763,"T5",2021-12-09,"Day_in_Exp_T5",133
"2142","001872949C",151,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2143","001872949D",201,"K1",0.979552412888176,"T7",NA,"Day_in_Exp_T7",NA
"2144","001872949D",201,"K2",1.07488212789505,"T8",2022-03-30,"Day_in_Exp_T8",244
"2145","001872949D",201,"K3",1.04823735976186,"T1",2021-07-29,"Day_in_Exp_T1",0
"2146","001872949D",201,"K4",1.09953703703704,"T2",2021-08-30,"Day_in_Exp_T2",20
"2147","001872949D",201,"K5",1.06493139942784,"T3",2021-09-29,"Day_in_Exp_T3",62
"2148","001872949D",201,"K6",1.06410346713326,"T4",2021-11-04,"Day_in_Exp_T4",98
"2149","001872949D",201,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2150","001872949E",202,"K1",1.00252688185863,"T6",2022-01-06,"Day_in_Exp_T6",161
"2151","001872949E",202,"K2",1.17392937640871,"T7",NA,"Day_in_Exp_T7",NA
"2152","001872949E",202,"K3",1.03660511823777,"T8",2022-03-30,"Day_in_Exp_T8",244
"2153","001872949E",202,"K4",1.07288360595703,"T1",2021-07-29,"Day_in_Exp_T1",0
"2154","001872949E",202,"K5",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2155","001872949E",202,"K6",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2156","001872949E",202,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2157","001872949F",202,"K1",0.879834591096874,"T5",2021-12-09,"Day_in_Exp_T5",133
"2158","001872949F",202,"K2",1.07871720116618,"T6",2022-01-06,"Day_in_Exp_T6",161
"2159","001872949F",202,"K3",NA,"T7",NA,"Day_in_Exp_T7",NA
"2160","001872949F",202,"K4",NA,"T8",2022-03-30,"Day_in_Exp_T8",244
"2161","001872949F",202,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2162","001872949F",202,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2163","001872949F",202,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2164","00187294A0",152,"K1",1.09239872553482,"T4",NA,"Day_in_Exp_T4",NA
"2165","00187294A0",152,"K2",1.22085377489314,"T5",NA,"Day_in_Exp_T5",NA
"2166","00187294A0",152,"K3",1.19209289550781,"T6",NA,"Day_in_Exp_T6",NA
"2167","00187294A0",152,"K4",1.25473991766173,"T7",NA,"Day_in_Exp_T7",NA
"2168","00187294A0",152,"K5",1.34646914583364,"T8",NA,"Day_in_Exp_T8",NA
"2169","00187294A0",152,"K6",1.26356991358087,"T1",2021-07-29,"Day_in_Exp_T1",0
"2170","00187294A0",152,"K7",1.27893518518519,"T2",2021-08-30,"Day_in_Exp_T2",20
"2171","00187294A1",152,"K1",1.10787172011662,"T3",2021-09-29,"Day_in_Exp_T3",62
"2172","00187294A1",152,"K2",1.1196967487972,"T4",2021-11-04,"Day_in_Exp_T4",98
"2173","00187294A1",152,"K3",1.14176,"T5",2021-12-09,"Day_in_Exp_T5",133
"2174","00187294A1",152,"K4",1.14175755093279,"T6",2022-01-06,"Day_in_Exp_T6",161
"2175","00187294A1",152,"K5",1.19752712254459,"T7",NA,"Day_in_Exp_T7",NA
"2176","00187294A1",152,"K6",1.11532889733666,"T8",2022-03-30,"Day_in_Exp_T8",244
"2177","00187294A1",152,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2178","00187294A2",151,"K1",1.11111111111111,"T2",2021-08-30,"Day_in_Exp_T2",20
"2179","00187294A2",151,"K2",1.07469782025995,"T3",2021-09-29,"Day_in_Exp_T3",62
"2180","00187294A2",151,"K3",1.17238046923707,"T4",2021-11-04,"Day_in_Exp_T4",98
"2181","00187294A2",151,"K4",1.23000999617261,"T5",2021-12-09,"Day_in_Exp_T5",133
"2182","00187294A2",151,"K5",1.23577353395062,"T6",2022-01-06,"Day_in_Exp_T6",161
"2183","00187294A2",151,"K6",1.21994851817253,"T7",NA,"Day_in_Exp_T7",NA
"2184","00187294A2",151,"K7",1.22918023003472,"T8",2022-03-30,"Day_in_Exp_T8",244
"2185","00187294A3",152,"K1",1.06396066005459,"T1",2021-07-29,"Day_in_Exp_T1",0
"2186","00187294A3",152,"K2",1.15676178675996,"T2",2021-08-30,"Day_in_Exp_T2",20
"2187","00187294A3",152,"K3",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2188","00187294A3",152,"K4",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2189","00187294A3",152,"K5",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2190","00187294A3",152,"K6",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2191","00187294A3",152,"K7",NA,"T7",2022-02-16,"Day_in_Exp_T7",190
"2192","00187294A4",201,"K1",0.9918212890625,"T8",NA,"Day_in_Exp_T8",NA
"2193","00187294A4",201,"K2",1.3037037037037,"T1",2021-07-29,"Day_in_Exp_T1",0
"2194","00187294A4",201,"K3",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2195","00187294A4",201,"K4",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2196","00187294A4",201,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2197","00187294A4",201,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2198","00187294A4",201,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2199","00187294A5",151,"K1",1.07871720116618,"T7",2022-02-12,"Day_in_Exp_T7",190
"2200","00187294A5",151,"K2",1.2071587079806,"T8",NA,"Day_in_Exp_T8",NA
"2201","00187294A5",151,"K3",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2202","00187294A5",151,"K4",NA,"T2",2021-08-24,"Day_in_Exp_T2",20
"2203","00187294A5",151,"K5",NA,"T3",NA,"Day_in_Exp_T3",NA
"2204","00187294A5",151,"K6",NA,"T4",NA,"Day_in_Exp_T4",NA
"2205","00187294A5",151,"K7",NA,"T5",NA,"Day_in_Exp_T5",NA
"2206","00187294A6",151,"K1",0.980015227928926,"T6",NA,"Day_in_Exp_T6",NA
"2207","00187294A6",151,"K2",1.04951150010177,"T7",NA,"Day_in_Exp_T7",NA
"2208","00187294A6",151,"K3",1.08367626886145,"T8",NA,"Day_in_Exp_T8",NA
"2209","00187294A6",151,"K4",1.19299229875107,"T1",2021-07-29,"Day_in_Exp_T1",0
"2210","00187294A6",151,"K5",1.24267578125,"T2",2021-08-28,"Day_in_Exp_T2",20
"2211","00187294A6",151,"K6",1.16201294652473,"T3",NA,"Day_in_Exp_T3",NA
"2212","00187294A6",151,"K7",NA,"T4",NA,"Day_in_Exp_T4",NA
"2213","00187294A8",152,"K1",1.02496355685131,"T5",NA,"Day_in_Exp_T5",NA
"2214","00187294A8",152,"K2",1.06541982107035,"T6",NA,"Day_in_Exp_T6",NA
"2215","00187294A8",152,"K3",1.10055879038317,"T7",NA,"Day_in_Exp_T7",NA
"2216","00187294A8",152,"K4",1.11749498906706,"T8",NA,"Day_in_Exp_T8",NA
"2217","00187294A8",152,"K5",1.09305333435296,"T1",2021-07-29,"Day_in_Exp_T1",0
"2218","00187294A8",152,"K6",1.05687676636021,"T2",2021-08-24,"Day_in_Exp_T2",20
"2219","00187294A8",152,"K7",NA,"T3",NA,"Day_in_Exp_T3",NA
"2220","00187294A9",152,"K1",1.20852839405658,"T4",NA,"Day_in_Exp_T4",NA
"2221","00187294A9",152,"K2",1.16598079561043,"T5",NA,"Day_in_Exp_T5",NA
"2222","00187294A9",152,"K3",1.13635441270769,"T6",NA,"Day_in_Exp_T6",NA
"2223","00187294A9",152,"K4",1.22002510683246,"T7",NA,"Day_in_Exp_T7",NA
"2224","00187294A9",152,"K5",1.22794818058678,"T8",NA,"Day_in_Exp_T8",NA
"2225","00187294A9",152,"K6",1.16718797606791,"T1",2021-07-29,"Day_in_Exp_T1",0
"2226","00187294A9",152,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2227","00187294AA",201,"K1",1.09093350340707,"T3",2021-09-29,"Day_in_Exp_T3",62
"2228","00187294AA",201,"K2",1.23262584522915,"T4",2021-11-04,"Day_in_Exp_T4",98
"2229","00187294AA",201,"K3",1.25469571750563,"T5",2021-12-09,"Day_in_Exp_T5",133
"2230","00187294AA",201,"K4",1.27555949356526,"T6",2022-01-06,"Day_in_Exp_T6",161
"2231","00187294AA",201,"K5",1.2421883435914,"T7",NA,"Day_in_Exp_T7",NA
"2232","00187294AA",201,"K6",1.22339067926168,"T8",2022-03-30,"Day_in_Exp_T8",244
"2233","00187294AA",201,"K7",1.19441099229553,"T1",2021-07-29,"Day_in_Exp_T1",0
"2234","00187294AB",202,"K1",1.01330067274353,"T2",2021-08-30,"Day_in_Exp_T2",20
"2235","00187294AB",202,"K2",1.15234375,"T3",2021-09-29,"Day_in_Exp_T3",62
"2236","00187294AB",202,"K3",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2237","00187294AB",202,"K4",NA,"T5",NA,"Day_in_Exp_T5",NA
"2238","00187294AB",202,"K5",NA,"T6",NA,"Day_in_Exp_T6",NA
"2239","00187294AB",202,"K6",NA,"T7",NA,"Day_in_Exp_T7",NA
"2240","00187294AB",202,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"2241","00187294AC",202,"K1",1.03980451675085,"T1",2021-07-29,"Day_in_Exp_T1",0
"2242","00187294AC",202,"K2",1.08581920123191,"T2",2021-08-30,"Day_in_Exp_T2",20
"2243","00187294AC",202,"K3",1.07421875,"T3",2021-09-29,"Day_in_Exp_T3",62
"2244","00187294AC",202,"K4",1.0474557660634,"T4",2021-11-04,"Day_in_Exp_T4",98
"2245","00187294AC",202,"K5",1.05540101469269,"T5",2021-12-09,"Day_in_Exp_T5",133
"2246","00187294AC",202,"K6",1.12562424100439,"T6",2022-01-06,"Day_in_Exp_T6",161
"2247","00187294AC",202,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2248","00187294AD",201,"K1",1.11111111111111,"T8",2022-03-30,"Day_in_Exp_T8",244
"2249","00187294AD",201,"K2",1.18006035165798,"T1",2021-07-29,"Day_in_Exp_T1",0
"2250","00187294AD",201,"K3",1.14123287653055,"T2",2021-08-30,"Day_in_Exp_T2",20
"2251","00187294AD",201,"K4",1.23215627347859,"T3",2021-09-29,"Day_in_Exp_T3",62
"2252","00187294AD",201,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2253","00187294AD",201,"K6",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2254","00187294AD",201,"K7",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2255","00187294AE",202,"K1",0.997463118801182,"T7",2022-02-04,"Day_in_Exp_T7",190
"2256","00187294AE",202,"K2",1.14123287653055,"T8",NA,"Day_in_Exp_T8",NA
"2257","00187294AE",202,"K3",1.1137944970031,"T1",2021-07-29,"Day_in_Exp_T1",0
"2258","00187294AE",202,"K4",1.26749689503541,"T2",2021-08-25,"Day_in_Exp_T2",20
"2259","00187294AE",202,"K5",1.2023429152626,"T3",NA,"Day_in_Exp_T3",NA
"2260","00187294AE",202,"K6",1.16903021165225,"T4",NA,"Day_in_Exp_T4",NA
"2261","00187294AE",202,"K7",1.19216844049181,"T5",NA,"Day_in_Exp_T5",NA
"2262","00187294AF",151,"K1",1.04951150010177,"T6",NA,"Day_in_Exp_T6",NA
"2263","00187294AF",151,"K2",1.08160928542923,"T7",NA,"Day_in_Exp_T7",NA
"2264","00187294AF",151,"K3",1.0496,"T8",NA,"Day_in_Exp_T8",NA
"2265","00187294AF",151,"K4",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2266","00187294AF",151,"K5",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2267","00187294AF",151,"K6",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2268","00187294AF",151,"K7",NA,"T4",NA,"Day_in_Exp_T4",NA
"2269","00187294B0",202,"K1",1.04956268221574,"T5",NA,"Day_in_Exp_T5",NA
"2270","00187294B0",202,"K2",1.02718820435763,"T6",NA,"Day_in_Exp_T6",NA
"2271","00187294B0",202,"K3",NA,"T7",NA,"Day_in_Exp_T7",NA
"2272","00187294B0",202,"K4",NA,"T8",NA,"Day_in_Exp_T8",NA
"2273","00187294B0",202,"K5",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2274","00187294B0",202,"K6",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2275","00187294B0",202,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2276","00187294B3",151,"K1",1.02040816326531,"T4",2021-11-04,"Day_in_Exp_T4",98
"2277","00187294B3",151,"K2",0.973936899862826,"T5",2021-12-09,"Day_in_Exp_T5",133
"2278","00187294B3",151,"K3",1.04252480161129,"T6",2022-01-06,"Day_in_Exp_T6",161
"2279","00187294B3",151,"K4",1.15915337469494,"T7",NA,"Day_in_Exp_T7",NA
"2280","00187294B3",151,"K5",1.24832654676548,"T8",2022-03-30,"Day_in_Exp_T8",244
"2281","00187294B3",151,"K6",1.17904610234778,"T1",2021-07-29,"Day_in_Exp_T1",0
"2282","00187294B3",151,"K7",1.12980319414293,"T2",2021-08-30,"Day_in_Exp_T2",20
"2283","00187294B4",201,"K1",1.13395214721939,"T3",2021-09-29,"Day_in_Exp_T3",62
"2284","00187294B4",201,"K2",1.19695574256142,"T4",2021-11-04,"Day_in_Exp_T4",98
"2285","00187294B4",201,"K3",NA,"T5",NA,"Day_in_Exp_T5",NA
"2286","00187294B4",201,"K4",NA,"T6",NA,"Day_in_Exp_T6",NA
"2287","00187294B4",201,"K5",NA,"T7",NA,"Day_in_Exp_T7",NA
"2288","00187294B4",201,"K6",NA,"T8",NA,"Day_in_Exp_T8",NA
"2289","00187294B4",201,"K7",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2290","00187294B5",151,"K1",0.952598689224203,"T2",2021-08-30,"Day_in_Exp_T2",20
"2291","00187294B5",151,"K2",0.92229798493792,"T3",2021-09-29,"Day_in_Exp_T3",62
"2292","00187294B5",151,"K3",1.00956645634032,"T4",2021-11-04,"Day_in_Exp_T4",98
"2293","00187294B5",151,"K4",0.965562175487147,"T5",NA,"Day_in_Exp_T5",NA
"2294","00187294B5",151,"K5",1.01740545955422,"T6",NA,"Day_in_Exp_T6",NA
"2295","00187294B5",151,"K6",1.01792269409904,"T7",NA,"Day_in_Exp_T7",NA
"2296","00187294B5",151,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"2297","00187294B6",152,"K1",1.15740740740741,"T1",2021-07-29,"Day_in_Exp_T1",0
"2298","00187294B6",152,"K2",1.01148030142113,"T2",2021-08-30,"Day_in_Exp_T2",20
"2299","00187294B6",152,"K3",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2300","00187294B6",152,"K4",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2301","00187294B6",152,"K5",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2302","00187294B6",152,"K6",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2303","00187294B6",152,"K7",NA,"T7",2022-02-04,"Day_in_Exp_T7",190
"2304","00187294B7",202,"K1",0.934984572754549,"T8",NA,"Day_in_Exp_T8",NA
"2305","00187294B7",202,"K2",1.02249986610121,"T1",2021-07-29,"Day_in_Exp_T1",0
"2306","00187294B7",202,"K3",0.87962962962963,"T2",2021-08-18,"Day_in_Exp_T2",20
"2307","00187294B7",202,"K4",NA,"T3",NA,"Day_in_Exp_T3",NA
"2308","00187294B7",202,"K5",NA,"T4",NA,"Day_in_Exp_T4",NA
"2309","00187294B7",202,"K6",NA,"T5",NA,"Day_in_Exp_T5",NA
"2310","00187294B7",202,"K7",NA,"T6",NA,"Day_in_Exp_T6",NA
"2311","00187294B8",202,"K1",1.28279883381924,"T7",NA,"Day_in_Exp_T7",NA
"2312","00187294B8",202,"K2",1.19341563786008,"T8",NA,"Day_in_Exp_T8",NA
"2313","00187294B8",202,"K3",1.15569526627219,"T1",2021-07-29,"Day_in_Exp_T1",0
"2314","00187294B8",202,"K4",1.16960659259508,"T2",2021-08-30,"Day_in_Exp_T2",20
"2315","00187294B8",202,"K5",1.22350239862233,"T3",2021-09-29,"Day_in_Exp_T3",62
"2316","00187294B8",202,"K6",1.23144161511404,"T4",2021-11-04,"Day_in_Exp_T4",98
"2317","00187294B8",202,"K7",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2318","00187294B9",151,"K1",1.04951150010177,"T6",2022-01-06,"Day_in_Exp_T6",161
"2319","00187294B9",151,"K2",1.05336637025671,"T7",NA,"Day_in_Exp_T7",NA
"2320","00187294B9",151,"K3",1.12298887809092,"T8",NA,"Day_in_Exp_T8",NA
"2321","00187294B9",151,"K4",1.08091709810679,"T1",2021-07-29,"Day_in_Exp_T1",0
"2322","00187294B9",151,"K5",1.15108565552353,"T2",2021-08-30,"Day_in_Exp_T2",20
"2323","00187294B9",151,"K6",1.11206997084548,"T3",2021-09-29,"Day_in_Exp_T3",62
"2324","00187294B9",151,"K7",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2325","00187294BA",151,"K1",1.00870968639564,"T5",2021-12-09,"Day_in_Exp_T5",133
"2326","00187294BA",151,"K2",1.04213311622227,"T6",2022-01-06,"Day_in_Exp_T6",161
"2327","00187294BA",151,"K3",1.10020357140929,"T7",2022-02-04,"Day_in_Exp_T7",190
"2328","00187294BA",151,"K4",1.17219118314809,"T8",NA,"Day_in_Exp_T8",NA
"2329","00187294BA",151,"K5",1.19385895905671,"T1",2021-07-29,"Day_in_Exp_T1",0
"2330","00187294BA",151,"K6",1.23197510458221,"T2",2021-08-30,"Day_in_Exp_T2",20
"2331","00187294BA",151,"K7",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2332","00187294BB",152,"K1",1.08190597667638,"T4",2021-11-04,"Day_in_Exp_T4",98
"2333","00187294BB",152,"K2",0.899703611924415,"T5",2021-12-09,"Day_in_Exp_T5",133
"2334","00187294BB",152,"K3",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2335","00187294BB",152,"K4",NA,"T7",2022-02-04,"Day_in_Exp_T7",190
"2336","00187294BB",152,"K5",NA,"T8",NA,"Day_in_Exp_T8",NA
"2337","00187294BB",152,"K6",NA,"T1",2021-07-29,"Day_in_Exp_T1",0
"2338","00187294BB",152,"K7",NA,"T2",2021-08-30,"Day_in_Exp_T2",20
"2339","00187294BC",201,"K1",1.03071188942789,"T3",2021-09-29,"Day_in_Exp_T3",62
"2340","00187294BC",201,"K2",1.11929792037944,"T4",2021-11-04,"Day_in_Exp_T4",98
"2341","00187294BC",201,"K3",1.14281702764719,"T5",2021-12-09,"Day_in_Exp_T5",133
"2342","00187294BC",201,"K4",1.26640033019159,"T6",2022-01-06,"Day_in_Exp_T6",161
"2343","00187294BC",201,"K5",1.35463556851312,"T7",NA,"Day_in_Exp_T7",NA
"2344","00187294BC",201,"K6",1.24330873842593,"T8",2022-03-30,"Day_in_Exp_T8",244
"2345","00187294BC",201,"K7",1.35125,"T1",2021-07-29,"Day_in_Exp_T1",0
"2346","00187294BD",201,"K1",1.07630489154947,"T2",2021-08-30,"Day_in_Exp_T2",20
"2347","00187294BD",201,"K2",1.16370697193471,"T3",2021-09-29,"Day_in_Exp_T3",62
"2348","00187294BD",201,"K3",1.09521108003145,"T4",2021-11-04,"Day_in_Exp_T4",98
"2349","00187294BD",201,"K4",1.19486334536582,"T5",NA,"Day_in_Exp_T5",NA
"2350","00187294BD",201,"K5",1.13010602449248,"T6",NA,"Day_in_Exp_T6",NA
"2351","00187294BD",201,"K6",1.36763961226852,"T7",NA,"Day_in_Exp_T7",NA
"2352","00187294BD",201,"K7",NA,"T8",NA,"Day_in_Exp_T8",NA
"2353","00187294BE",202,"K1",1.11111111111111,"T1",2021-07-29,"Day_in_Exp_T1",0
"2354","00187294BE",202,"K2",1.24806321896813,"T2",2021-08-30,"Day_in_Exp_T2",20
"2355","00187294BE",202,"K3",NA,"T3",2021-09-29,"Day_in_Exp_T3",62
"2356","00187294BE",202,"K4",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
"2357","00187294BE",202,"K5",NA,"T5",2021-12-09,"Day_in_Exp_T5",133
"2358","00187294BE",202,"K6",NA,"T6",2022-01-06,"Day_in_Exp_T6",161
"2359","00187294BE",202,"K7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2360","00187294BF",201,"K1",1.08190597667638,"T8",2022-03-30,"Day_in_Exp_T8",244
"2361","00187294BF",201,"K2",1.16179472226272,"T1",2021-07-29,"Day_in_Exp_T1",0
"2362","00187294BF",201,"K3",1.201341303397,"T2",2021-08-30,"Day_in_Exp_T2",20
"2363","00187294BF",201,"K4",1.408,"T3",2021-09-29,"Day_in_Exp_T3",62
"2364","00187294BF",201,"K5",NA,"T4",2021-11-04,"Day_in_Exp_T4",98
