"","TAGNUMBER","TANK_Real","T2minusT1","SGR_1","T3minusT1","SGR_2","T4minusT1","SGR_3","T5minusT1","SGR_4","T6minusT1","SGR_5","T7minusT1","SGR_6"
"80","00186D1680",202,32,2.24431930119804,62,0.67467510844399,98,1.27114837018349,133,0.98643729493122,161,1.08955245906743,244,1.04787047479358
"81","00186D1681",201,32,1.6091394922277,62,1.57740520689666,98,1.60265034389628,133,1.63692556004031,161,1.53007176120432,244,1.20670601245216
"82","00186D1682",152,32,2.60587534192998,62,2.97759612333377,98,2.76226831600104,133,2.52473145057144,161,2.24779658094796,244,1.88848206421346
"83","00186D1683",152,32,3.16959751571222,62,2.89209956301837,98,2.42837881355307,133,2.12348336854551,161,1.97635891623837,244,1.77515821525223
"84","00186D1684",202,32,4.58671933897847,62,0.691807841163405,98,0.953018655214932,133,0.878384837574697,161,0.737970609995608,244,0.615263055502768
"85","00186D1684",202,32,1.73375280867012,62,0.691807841163405,98,0.953018655214932,133,0.878384837574697,161,0.737970609995608,244,0.615263055502768
"86","00186D1685",201,32,2.43265876138286,62,1.72912473094953,98,1.94091673972712,133,1.86548633149133,161,1.77533484125099,244,1.34842306880816
"87","00186D1686",202,32,3.42875186768685,62,2.13525356232713,NA,NA,NA,NA,NA,NA,NA,NA
"88","00186D1687",202,32,1.81427452121228,62,1.93323290933092,98,1.94598996304647,NA,NA,NA,NA,NA,NA
"89","00186D1687",202,32,1.81427452121228,62,1.93323290933092,98,2.0380023039446,NA,NA,NA,NA,NA,NA
"90","00186D1688",151,32,1.96445135440793,62,2.45559639746744,98,2.53174336777082,133,2.2567270057519,161,2.18045875047095,244,1.82681210050215
"91","00186D1689",202,32,2.33176703560192,62,2.01962536270119,98,2.17375297070868,NA,NA,NA,NA,NA,NA
"92","00186D1689",202,32,2.33176703560192,62,2.01962536270119,98,2.0960751494874,NA,NA,NA,NA,NA,NA
"93","00186D168A",202,32,2.08837794339829,62,1.48886304429763,98,1.95794162241654,133,2.06968294514851,161,2.01145128184574,244,1.70372827070844
"94","00186D168B",152,32,2.74801954905775,62,2.62985368435884,98,2.22801295271962,133,2.07861756076171,161,1.99606657374287,244,1.73638615823646
"95","00186D168C",151,32,2.92548056062416,62,3.08557046403202,98,2.6440208220057,NA,NA,NA,NA,NA,NA
"96","00186D168D",201,32,2.78350532497134,62,2.11772997710025,98,2.06436671496102,NA,NA,NA,NA,NA,NA
"97","00186D168D",201,32,2.78350532497134,62,2.11772997710025,98,2.13485570914391,NA,NA,NA,NA,NA,NA
"98","00186D168E",151,32,3.03983412891338,62,2.84072902978734,98,2.62857183710381,133,2.42286202419879,161,2.28747130932223,NA,NA
"99","00186D168F",152,32,2.01720083619954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","00186D1690",151,32,2.96849868708196,62,3.16439224705585,98,2.57239120614894,133,2.3754168532699,161,2.28675706114068,244,1.92487070106966
"101","00186D1691",152,32,2.56653964664324,62,2.76607439431258,98,2.50713469788373,133,2.30497807482388,161,2.07735881259814,244,1.67752601675544
"102","00186D1692",151,32,2.36898964192929,62,2.61707202130332,98,2.1495501834033,NA,NA,NA,NA,244,1.77982752750696
"103","00186D1693",201,32,2.18971486541166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","00186D1694",202,32,3.25337777967607,62,2.84072902978734,98,2.55234885013185,133,2.28346256073808,161,2.09287447649282,NA,NA
"105","00186D1695",151,32,2.49453483760647,62,2.52748116930888,98,2.11146501871859,133,1.96473910137707,161,1.96659965959352,244,1.70884898200243
"106","00186D1696",201,32,2.823414013022,62,1.9505589297542,98,1.8771262384176,133,1.76055238941757,161,1.73206247037949,244,1.35605246515365
"107","00186D1697",151,32,2.71575423788097,62,3.00935971275973,98,2.69138661113635,133,2.44973211146466,161,2.26630409081756,244,1.82497671881092
"108","00186D1698",152,32,2.65439656524664,62,3.31705596271683,98,3.2251336231746,NA,NA,NA,NA,NA,NA
"109","00186D1699",152,32,2.2648854627046,62,2.73674122572782,98,2.59671940971771,NA,NA,NA,NA,NA,NA
"110","00186D1699",152,32,2.2648854627046,62,2.73674122572782,98,2.58452304179064,NA,NA,NA,NA,NA,NA
"111","00186D169A",152,32,2.90479818648632,62,3.15835270102758,98,2.85304379046376,133,2.4854851189724,161,2.30463881689786,244,1.91738043236367
"112","00186D169B",151,32,3.55213757890365,62,3.39919407521758,98,2.76629371484935,133,2.68306724242848,161,2.39412825779557,244,2.01223341791834
"113","00186D169C",152,32,2.90479818648632,62,3.20018352828537,98,2.78777047674232,NA,NA,NA,NA,NA,NA
"114","00186D169C",152,32,2.90479818648632,62,3.20018352828537,98,2.81574540188811,NA,NA,NA,NA,NA,NA
"115","00186D169D",151,32,3.83408992430587,62,3.21974517335128,98,2.7042448938569,133,2.44147178904799,161,2.28731265645188,244,1.95757526546454
"116","00186D169E",152,32,3.36083645926688,62,3.24445856052067,98,2.88520295541967,133,2.63328257251274,161,2.41587324415766,244,1.91633425919173
"117","00186D169F",151,32,2.54271178937517,62,2.69479706308235,98,2.39123442449694,133,2.14399782296266,161,2.00229607612286,NA,NA
"118","00186D16A0",201,32,2.56653964664324,62,2.37729367879087,98,2.12260962317583,NA,NA,NA,NA,NA,NA
"119","00186D16A0",201,32,2.56653964664324,62,2.37729367879087,98,2.10020116571663,NA,NA,NA,NA,NA,NA
"120","00186D16A1",202,32,2.37779066107073,62,0.797479977603688,98,0.465094710418978,133,0.881252496480656,161,1.04871689620925,244,1.1708664242664
"121","00186D16A2",151,32,2.38349877167774,62,2.99989322024201,98,2.82205364547916,133,2.56523086682079,161,2.37100147101013,244,1.89364270233428
"122","00186D16A3",152,32,3.05450487885108,62,3.07114896816871,98,2.82490866545957,133,2.60362323380803,161,2.42150696326693,244,1.97071088920031
"123","00186D16A4",151,32,2.9654928777854,62,3.05897060108491,98,2.80351401059626,133,2.51714575686941,161,2.31388571149447,244,1.78335194634847
"124","00186D16A5",202,32,1.96962839859378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","00186D16A6",152,32,1.72904650693906,62,2.2452087040586,98,2.17905666866762,133,2.0207456008309,161,1.8865839936554,244,1.59820830676971
"126","00186D16A7",201,32,3.15700432333301,62,2.70186071838752,98,2.49447154751741,133,2.27370494329453,161,1.96250710766379,244,1.56438536166523
"127","00186D16A8",151,32,2.59875808618619,62,2.70346196987785,98,2.17949744047052,133,2.01642202328078,161,2.05526285310071,244,1.6902690182657
"128","00186D16A9",201,32,1.8538068771883,62,2.26114356012683,98,2.23201742374142,133,2.15983466277547,161,1.92536637296818,244,1.50198206112278
"129","00186D16AA",152,32,3.42875186768685,62,3.1953156080327,98,2.83625246932011,NA,NA,NA,NA,NA,NA
"130","00186D16AA",152,32,3.42875186768685,62,3.1953156080327,98,2.75775116605455,NA,NA,NA,NA,NA,NA
"131","00186D16AB",151,32,3.33035002536772,62,3.21608021855624,98,2.94407760877204,NA,NA,NA,NA,NA,NA
"132","00186D16AB",151,32,3.33035002536772,62,3.21608021855624,98,2.8618268180002,NA,NA,NA,NA,NA,NA
"133","00186D16AC",201,32,1.39030341330622,62,0.772198567328863,98,3.27138451224349,NA,NA,NA,NA,NA,NA
"134","00186D16AD",151,32,3.13080711036935,62,3.13341836290217,NA,NA,NA,NA,NA,NA,NA,NA
"135","00186D16AE",152,32,3.49277670798647,62,3.85537437901835,98,3.43965617242099,133,3.03564708937172,161,2.68242661554967,244,2.12047383927785
"136","00186D16AF",151,32,4.31424825709195,62,3.78367193526972,98,3.15996272178574,133,2.88771606461111,161,2.65545752365399,NA,NA
"137","00186D16B0",152,32,1.2751399143162,62,1.54734743088145,98,1.76330316058395,NA,NA,NA,NA,NA,NA
"138","00186D16B0",152,32,1.2751399143162,62,1.54734743088145,98,1.82125346112734,NA,NA,NA,NA,NA,NA
"139","00186D16B1",202,32,1.74018209343303,62,1.20794790930432,98,1.18028406968835,133,1.73006415249606,161,1.72016805298876,244,1.4813131845534
"140","00186D16B2",202,32,2.53903068359895,62,1.98597988585385,98,2.0054672154046,133,1.98702823670147,161,1.90667769167661,244,1.56732974321716
"141","00186D16B3",151,32,2.7337181795458,62,2.84805427810941,98,2.57768600922623,NA,NA,NA,NA,NA,NA
"142","00186D16B3",151,32,2.7337181795458,62,2.84805427810941,98,2.54518199178273,NA,NA,NA,NA,NA,NA
"143","00186D16B4",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","00186D16B5",201,32,1.7092059977676,62,1.33818990603938,98,1.9505258577041,133,2.10461216901263,161,2.00817053267033,NA,NA
"145","00186D16B6",152,32,3.75197080318777,62,3.22196645788773,98,2.76111538714126,133,2.45412138395906,161,2.22895438786122,244,1.88323964943795
"146","00186D16B7",151,32,3.03100049706526,62,3.21194763349679,98,2.95463732204262,133,2.78887271964556,161,2.5825482741435,244,2.08195858189832
"147","00186D16B8",152,32,2.90479818648632,62,2.98167210535554,98,2.28826281420611,133,2.07764787679534,161,1.63183659450157,244,1.63399876936818
"148","00186D16B9",202,32,2.79201425045448,62,2.18849800575842,98,2.12642539790153,133,2.06751075841949,161,1.92338794626428,NA,NA
"149","00186D16BA",202,32,3.39330440516858,62,2.61979140977264,98,2.22435927350968,NA,NA,NA,NA,NA,NA
"150","00186D16BA",202,32,3.39330440516858,62,2.61979140977264,98,2.26386960602194,NA,NA,NA,NA,NA,NA
"151","00186D16BB",202,32,3.61046195923336,62,3.16171066680633,98,2.59671940971771,133,2.353250432843,161,2.11472686114824,NA,NA
"152","00186D16BC",201,32,2.2648854627046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","00186D16BD",201,32,2.58198760778205,62,1.29268942690708,98,1.28009582620292,133,1.6082854880521,161,1.65071022617742,NA,NA
"154","00186D16BE",152,32,3.27873794391862,62,2.95324986878258,98,2.69138661113635,133,2.46730773635737,161,2.2870135497469,244,1.84529331143579
"155","00186D16BF",152,32,2.12250441851258,62,2.07987187681418,98,1.90134631057148,133,1.79272929319592,161,1.6277634865665,244,1.46728210182279
"156","00186D16C0",202,32,2.36252062082321,62,1.07831477994562,98,1.66730587958643,133,1.78367208906622,161,1.66997479573723,244,1.45299711627664
"157","00186D16C1",152,32,2.06454304264765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","00186D16C3",152,32,2.23923837419879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","00186D16C4",152,32,2.93042521728919,62,2.93209842725104,98,2.7083267814892,133,2.43855977921814,161,2.16718086457444,244,1.74213209780452
"160","00186D16C5",202,32,2.33176703560192,62,1.45883146879899,98,1.86849947938097,133,1.7736686373389,161,1.68465470030508,244,1.4852298347301
"161","00186D16C6",151,32,3.17637807734379,62,2.8985634548141,98,2.47701249635111,133,2.23530824975324,161,2.11263756532596,244,1.81875961345681
"162","00186D16C7",201,32,1.87060477329266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","00186D16C8",152,32,2.06454304264765,62,1.70135704310959,98,1.42463869673273,133,1.22907479609855,161,1.14281609175031,NA,NA
"164","00186D16C9",202,32,2.82670799911893,62,2.19383501405044,98,2.48459022851304,133,2.30370385216174,161,2.10381666387829,NA,NA
"165","00186D16CA",152,32,2.78350532497134,62,2.94231555199129,98,2.66960287126221,NA,NA,NA,NA,NA,NA
"166","00186D16CA",152,32,2.78350532497134,62,2.94231555199129,98,2.53189531651186,NA,NA,NA,NA,NA,NA
"167","00186D16CB",201,32,1.8538068771883,62,0.952551170809612,NA,NA,NA,NA,NA,NA,NA,NA
"168","00186D16CC",151,32,2.94740067104775,62,3.14010355399161,98,2.57960483812589,NA,NA,NA,NA,NA,NA
"169","00186D16CC",151,32,2.94740067104775,62,3.14010355399161,98,2.59671940971771,NA,NA,NA,NA,NA,NA
"170","00186D16CD",152,32,2.62229888725711,62,2.88034169942242,98,2.69952578073533,133,2.46419171817469,161,2.17961015022692,244,1.68646239204033
"171","00186D16CE",202,32,3.55948404990567,62,2.47839253064075,98,2.49468797029289,133,2.36216443214459,161,2.23511773137841,244,1.80190658356492
"172","00186D16CF",201,32,1.23583215542762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","00186D16D0",202,32,2.09442601404541,62,1.65374194359276,98,1.90456061314845,NA,NA,NA,NA,NA,NA
"174","00186D16D0",202,32,2.09442601404541,62,1.65374194359276,98,1.89488804940152,NA,NA,NA,NA,NA,NA
"175","00186D16D1",201,32,2.33610910763933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","00186D16D2",201,32,2.57970356677024,62,2.01480708994322,98,2.03264919810051,133,1.99795981300976,161,1.83822790299035,244,1.60177288647823
"177","00186D16D3",201,32,1.89148211102932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","00186D16D4",152,32,3.82108544953839,62,3.56990824286234,98,2.90822384867953,NA,NA,NA,NA,NA,NA
"179","00186D16D5",202,32,2.08837794339829,62,1.68184736552059,98,1.89792030359552,133,1.70710795338931,161,1.55539252488439,244,1.47513812037503
"180","00186D16D6",152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","00186D16D6",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","00186D16D7",202,32,2.6430683384556,62,1.9026660583138,98,2.22626712121254,NA,NA,NA,NA,NA,NA
"183","00186D16D7",202,32,2.6430683384556,62,1.9026660583138,98,2.21573095670016,NA,NA,NA,NA,NA,NA
"184","00186D16D8",151,32,2.26315662811682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","00186D16D9",202,32,2.81982987914731,62,2.18785228728853,98,2.18892020335775,133,2.02752939034307,161,1.81452127269701,244,1.30949320853408
"186","00186D16DA",202,32,2.75295568029477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","00186D16DB",152,32,3.49277670798647,62,3.60745555722939,98,3.02208232167542,133,2.80513473070061,161,2.55133461478227,NA,NA
"188","00186D16DC",202,32,2.66675936689458,62,1.66615439182556,98,1.61041668254642,133,1.59263774682041,161,1.4733387805721,244,1.2990923120858
"189","00186D16DD",151,32,3.61725720435229,62,3.44721533110179,98,2.8500998731479,133,2.60078625295739,161,2.41059298130268,244,2.05512245360777
"190","00186D16DE",201,32,2.39167147607886,62,1.88030637922709,98,1.65584318832235,133,1.88313316715409,161,1.66240328598077,244,1.38835793845697
"191","00186D16DF",202,32,2.50664503513851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","00186D16E0",201,32,2.18971486541166,62,2.05346652886698,98,2.22378121710385,133,2.34018379469898,161,2.22323319531412,NA,NA
"193","00186D16E1",152,32,2.823414013022,62,2.73025592620846,98,2.42213905947859,133,2.2075974101174,161,2.118957332,244,1.84594152021822
"194","00186D16E2",151,32,3.41195034321142,62,3.37964436394071,98,3.01044350130983,133,2.72060182747338,161,2.50199403639124,244,2.05086043691516
"195","00186D16E3",201,32,2.56653964664324,62,1.91924157751102,98,1.52332750093975,133,1.96473910137707,161,1.9748074427979,244,1.56768967431238
"196","00186D16E4",202,32,2.63701073281273,62,1.32860389834737,98,1.85662623389762,NA,NA,NA,NA,NA,NA
"197","00186D16E5",201,32,1.58462274862761,62,1.8497261588984,98,1.75475696049667,133,1.82195179869786,161,1.74155927757711,244,1.41783727557112
"198","00186D16E6",151,32,3.36600876934889,62,3.5119828335572,98,3.15155301175165,NA,NA,NA,NA,NA,NA
"199","00186D16E6",151,32,3.36600876934889,62,3.5119828335572,98,1.89712809734379,NA,NA,NA,NA,NA,NA
"200","00186D16E6",151,32,3.36600876934889,62,3.5119828335572,98,3.19514907573948,NA,NA,NA,NA,NA,NA
"201","00186D16E7",201,32,2.32016017581933,62,-100,98,1.62068303735516,133,1.62954231754742,161,1.55539252488439,244,1.26210753286402
"202","00186D16E8",202,32,2.54953727947527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","00186D16E9",201,32,3.19897821077253,62,2.8330005781313,98,2.61983881712309,133,2.46695505630572,161,2.16465813435363,244,1.60742681446999
"204","00186D16EA",201,32,2.04126444857464,62,1.71140254589917,98,1.95705731922036,133,2.04528370661292,161,1.97530150322194,244,1.60117735558343
"205","00186D16EB",201,32,2.65895665292777,62,2.12559215701504,98,2.13767144817276,133,2.04341767223455,161,1.88309839268175,244,1.39335953719992
"206","00186D16EC",151,32,2.52673065883164,62,2.80440734941896,98,2.69138661113635,133,2.48650614919432,161,2.26527843057525,244,1.77010900082923
"207","00186D16ED",202,32,-0.168817409305166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","00186D16EE",201,32,2.70785818483983,62,2.67400766836741,NA,NA,NA,NA,NA,NA,NA,NA
"209","00186D16EF",152,32,3.11254897410373,62,3.16840666199343,98,2.61773039898345,133,2.33063125756006,161,2.22524949798046,244,1.97295947286313
"210","00186D16F0",201,32,3.09863081129855,62,2.79293295715193,98,2.55594029856108,133,2.15619673055436,161,1.82466183987022,244,1.47185454740792
"211","00186D16F1",201,32,2.4762859616422,62,2.07027201214018,98,2.07730525577325,133,1.90560978197079,NA,NA,NA,NA
"212","00186D16F2",152,32,2.24832833261339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
