"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME"
"2090","0018729493",152,"WEIGHT_4",38.9,"LENGTH_4",151,"T4",2021-11-04
"2091","0018729493",152,"WEIGHT_5",65.3,"LENGTH_5",181,"T5",2021-12-09
"2092","0018729493",152,"WEIGHT_6",83.6,"LENGTH_6",198,"T6",2022-01-06
"2093","0018729493",152,"WEIGHT_7",199.6,"LENGTH_7",257,"T7",2022-03-30
"2094","0018729495",152,"WEIGHT_1",2.1,"LENGTH_1",57,"T1",2021-07-29
"2095","0018729495",152,"WEIGHT_2",5.4,"LENGTH_2",78,"T2",2021-08-30
"2096","0018729495",152,"WEIGHT_3",14.3,"LENGTH_3",106,"T3",2021-09-29
"2097","0018729495",152,"WEIGHT_4",29.3,"LENGTH_4",135,"T4",2021-11-04
"2098","0018729495",152,"WEIGHT_5",68.2,"LENGTH_5",176,"T5",2021-12-09
"2099","0018729495",152,"WEIGHT_6",119.6,"LENGTH_6",211,"T6",2022-01-06
"2100","0018729495",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2101","0018729496",201,"WEIGHT_1",4.1,"LENGTH_1",71,"T1",2021-07-29
"2102","0018729496",201,"WEIGHT_2",9.8,"LENGTH_2",94,"T2",2021-08-30
"2103","0018729496",201,"WEIGHT_3",14.8,"LENGTH_3",109,"T3",2021-09-29
"2104","0018729496",201,"WEIGHT_4",26.8,"LENGTH_4",130,"T4",2021-11-04
"2105","0018729496",201,"WEIGHT_5",36.3,"LENGTH_5",148,"T5",2021-12-09
"2106","0018729496",201,"WEIGHT_6",45.6,"LENGTH_6",166,"T6",2022-01-06
"2107","0018729496",201,"WEIGHT_7",84.3,"LENGTH_7",188,"T7",2022-03-30
"2108","0018729498",151,"WEIGHT_1",4.2,"LENGTH_1",71,"T1",2021-07-29
"2109","0018729498",151,"WEIGHT_2",9.6,"LENGTH_2",96,"T2",2021-08-30
"2110","0018729498",151,"WEIGHT_3",20.8,"LENGTH_3",122,"T3",2021-09-29
"2111","0018729498",151,"WEIGHT_4",39.4,"LENGTH_4",150,"T4",2021-11-04
"2112","0018729498",151,"WEIGHT_5",69,"LENGTH_5",175,"T5",2021-12-09
"2113","0018729498",151,"WEIGHT_6",101.2,"LENGTH_6",196,"T6",2022-01-06
"2114","0018729498",151,"WEIGHT_7",195.2,"LENGTH_7",260,"T7",2022-03-30
"2115","0018729499",152,"WEIGHT_1",1.8,"LENGTH_1",56,"T1",2021-07-29
"2116","0018729499",152,"WEIGHT_2",3.7,"LENGTH_2",70,"T2",2021-08-30
"2117","0018729499",152,"WEIGHT_3",7.9,"LENGTH_3",90,"T3",2021-09-29
"2118","0018729499",152,"WEIGHT_4",19,"LENGTH_4",120,"T4",2021-11-04
"2119","0018729499",152,"WEIGHT_5",38,"LENGTH_5",155,"T5",2021-12-09
"2120","0018729499",152,"WEIGHT_6",63.7,"LENGTH_6",177,"T6",2022-01-06
"2121","0018729499",152,"WEIGHT_7",214.8,"LENGTH_7",265,"T7",2022-03-30
"2122","001872949A",201,"WEIGHT_1",1.9,"LENGTH_1",61,"T1",2021-07-29
"2123","001872949A",201,"WEIGHT_2",4.1,"LENGTH_2",72,"T2",2021-08-30
"2124","001872949A",201,"WEIGHT_3",5.5,"LENGTH_3",80,"T3",2021-09-29
"2125","001872949A",201,"WEIGHT_4",11.7,"LENGTH_4",100,"T4",2021-11-04
"2126","001872949A",201,"WEIGHT_5",24.6,"LENGTH_5",128,"T5",2021-12-09
"2127","001872949A",201,"WEIGHT_6",36.3,"LENGTH_6",146,"T6",2022-01-06
"2128","001872949A",201,"WEIGHT_7",58.4,"LENGTH_7",174,"T7",2022-03-30
"2129","001872949B",151,"WEIGHT_1",4.5,"LENGTH_1",74,"T1",2021-07-29
"2130","001872949B",151,"WEIGHT_2",10.9,"LENGTH_2",101,"T2",2021-08-30
"2131","001872949B",151,"WEIGHT_3",29.7,"LENGTH_3",140,"T3",2021-09-29
"2132","001872949B",151,"WEIGHT_4",68.9,"LENGTH_4",180,"T4",2021-11-04
"2133","001872949B",151,"WEIGHT_5",121.5,"LENGTH_5",215,"T5",2021-12-09
"2134","001872949B",151,"WEIGHT_6",163,"LENGTH_6",239,"T6",2022-01-06
"2135","001872949B",151,"WEIGHT_7",196.2,"LENGTH_7",255,"T7",2022-02-04
"2136","001872949C",151,"WEIGHT_1",2.5,"LENGTH_1",62,"T1",2021-07-29
"2137","001872949C",151,"WEIGHT_2",6.3,"LENGTH_2",84,"T2",2021-08-30
"2138","001872949C",151,"WEIGHT_3",15.3,"LENGTH_3",112,"T3",2021-09-29
"2139","001872949C",151,"WEIGHT_4",38.8,"LENGTH_4",150,"T4",2021-11-04
"2140","001872949C",151,"WEIGHT_5",84.9,"LENGTH_5",190,"T5",2021-12-09
"2141","001872949C",151,"WEIGHT_6",124,"LENGTH_6",217,"T6",2022-01-06
"2142","001872949C",151,"WEIGHT_7",301.1,"LENGTH_7",295,"T7",2022-03-30
"2143","001872949D",201,"WEIGHT_1",4.3,"LENGTH_1",76,"T1",2021-07-29
"2144","001872949D",201,"WEIGHT_2",8.1,"LENGTH_2",91,"T2",2021-08-30
"2145","001872949D",201,"WEIGHT_3",10.8,"LENGTH_3",101,"T3",2021-09-29
"2146","001872949D",201,"WEIGHT_4",19,"LENGTH_4",120,"T4",2021-11-04
"2147","001872949D",201,"WEIGHT_5",28.6,"LENGTH_5",139,"T5",2021-12-09
"2148","001872949D",201,"WEIGHT_6",35.2,"LENGTH_6",149,"T6",2022-01-06
"2149","001872949D",201,"WEIGHT_7",77,"LENGTH_7",187,"T7",2022-03-30
"2150","001872949E",202,"WEIGHT_1",3.9,"LENGTH_1",73,"T1",2021-07-29
"2151","001872949E",202,"WEIGHT_2",8,"LENGTH_2",88,"T2",2021-08-30
"2152","001872949E",202,"WEIGHT_3",12,"LENGTH_3",105,"T3",2021-09-29
"2153","001872949E",202,"WEIGHT_4",22.5,"LENGTH_4",128,"T4",2021-11-04
"2154","001872949E",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2155","001872949E",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2156","001872949E",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2157","001872949F",202,"WEIGHT_1",2.2,"LENGTH_1",63,"T1",2021-07-29
"2158","001872949F",202,"WEIGHT_2",3.7,"LENGTH_2",70,"T2",2021-08-30
"2159","001872949F",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2160","001872949F",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2161","001872949F",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2162","001872949F",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2163","001872949F",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2164","00187294A0",152,"WEIGHT_1",3,"LENGTH_1",65,"T1",2021-07-29
"2165","00187294A0",152,"WEIGHT_2",9.2,"LENGTH_2",91,"T2",2021-08-30
"2166","00187294A0",152,"WEIGHT_3",25,"LENGTH_3",128,"T3",2021-09-29
"2167","00187294A0",152,"WEIGHT_4",66.1,"LENGTH_4",174,"T4",2021-11-04
"2168","00187294A0",152,"WEIGHT_5",116,"LENGTH_5",205,"T5",2021-12-09
"2169","00187294A0",152,"WEIGHT_6",161.9,"LENGTH_6",234,"T6",2022-01-06
"2170","00187294A0",152,"WEIGHT_7",176.8,"LENGTH_7",240,"T7",2022-02-09
"2171","00187294A1",152,"WEIGHT_1",3.8,"LENGTH_1",70,"T1",2021-07-29
"2172","00187294A1",152,"WEIGHT_2",9.6,"LENGTH_2",95,"T2",2021-08-30
"2173","00187294A1",152,"WEIGHT_3",22.3,"LENGTH_3",125,"T3",2021-09-29
"2174","00187294A1",152,"WEIGHT_4",41.7,"LENGTH_4",154,"T4",2021-11-04
"2175","00187294A1",152,"WEIGHT_5",74.6,"LENGTH_5",184,"T5",2021-12-09
"2176","00187294A1",152,"WEIGHT_6",97.5,"LENGTH_6",206,"T6",2022-01-06
"2177","00187294A1",152,"WEIGHT_7",209.1,"LENGTH_7",265,"T7",2022-03-30
"2178","00187294A2",151,"WEIGHT_1",2.4,"LENGTH_1",60,"T1",2021-07-29
"2179","00187294A2",151,"WEIGHT_2",5.1,"LENGTH_2",78,"T2",2021-08-30
"2180","00187294A2",151,"WEIGHT_3",10.7,"LENGTH_3",97,"T3",2021-09-29
"2181","00187294A2",151,"WEIGHT_4",19.7,"LENGTH_4",117,"T4",2021-11-04
"2182","00187294A2",151,"WEIGHT_5",36.9,"LENGTH_5",144,"T5",2021-12-09
"2183","00187294A2",151,"WEIGHT_6",61,"LENGTH_6",171,"T6",2022-01-06
"2184","00187294A2",151,"WEIGHT_7",87,"LENGTH_7",192,"T7",2022-02-04
"2185","00187294A3",152,"WEIGHT_1",3.2,"LENGTH_1",67,"T1",2021-07-29
"2186","00187294A3",152,"WEIGHT_2",4.5,"LENGTH_2",73,"T2",2021-08-24
"2187","00187294A3",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2188","00187294A3",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2189","00187294A3",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2190","00187294A3",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2191","00187294A3",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2192","00187294A4",201,"WEIGHT_1",2.6,"LENGTH_1",64,"T1",2021-07-29
"2193","00187294A4",201,"WEIGHT_2",5.5,"LENGTH_2",75,"T2",2021-08-24
"2194","00187294A4",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2195","00187294A4",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2196","00187294A4",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2197","00187294A4",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2198","00187294A4",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2199","00187294A5",151,"WEIGHT_1",3.7,"LENGTH_1",70,"T1",2021-07-29
"2200","00187294A5",151,"WEIGHT_2",9.4,"LENGTH_2",92,"T2",2021-08-24
"2201","00187294A5",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2202","00187294A5",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2203","00187294A5",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2204","00187294A5",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2205","00187294A5",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2206","00187294A6",151,"WEIGHT_1",1.3,"LENGTH_1",51,"T1",2021-07-29
"2207","00187294A6",151,"WEIGHT_2",3.3,"LENGTH_2",68,"T2",2021-08-30
"2208","00187294A6",151,"WEIGHT_3",7.9,"LENGTH_3",90,"T3",2021-09-29
"2209","00187294A6",151,"WEIGHT_4",22.2,"LENGTH_4",123,"T4",2021-11-04
"2210","00187294A6",151,"WEIGHT_5",50.9,"LENGTH_5",160,"T5",2021-12-09
"2211","00187294A6",151,"WEIGHT_6",90.2,"LENGTH_6",198,"T6",2022-01-06
"2212","00187294A6",151,"WEIGHT_7",294.8,"LENGTH_7",270,"T7",2022-03-30
"2213","00187294A8",152,"WEIGHT_1",1.8,"LENGTH_1",56,"T1",2021-07-29
"2214","00187294A8",152,"WEIGHT_2",3.5,"LENGTH_2",69,"T2",2021-08-30
"2215","00187294A8",152,"WEIGHT_3",7.5,"LENGTH_3",88,"T3",2021-09-29
"2216","00187294A8",152,"WEIGHT_4",15.7,"LENGTH_4",112,"T4",2021-11-04
"2217","00187294A8",152,"WEIGHT_5",26.3,"LENGTH_5",134,"T5",2021-12-09
"2218","00187294A8",152,"WEIGHT_6",40.9,"LENGTH_6",157,"T6",2022-01-06
"2219","00187294A8",152,"WEIGHT_7",166,"LENGTH_7",240,"T7",2022-03-30
"2220","00187294A9",152,"WEIGHT_1",3.8,"LENGTH_1",68,"T1",2021-07-29
"2221","00187294A9",152,"WEIGHT_2",8.5,"LENGTH_2",90,"T2",2021-08-30
"2222","00187294A9",152,"WEIGHT_3",18.2,"LENGTH_3",117,"T3",2021-09-29
"2223","00187294A9",152,"WEIGHT_4",34.2,"LENGTH_4",141,"T4",2021-11-04
"2224","00187294A9",152,"WEIGHT_5",61.4,"LENGTH_5",171,"T5",2021-12-09
"2225","00187294A9",152,"WEIGHT_6",78.8,"LENGTH_6",189,"T6",2022-01-06
"2226","00187294A9",152,"WEIGHT_7",148.1,"LENGTH_7",232,"T7",2022-03-30
"2227","00187294AA",201,"WEIGHT_1",2.6,"LENGTH_1",62,"T1",2021-07-29
"2228","00187294AA",201,"WEIGHT_2",8.4,"LENGTH_2",88,"T2",2021-08-30
"2229","00187294AA",201,"WEIGHT_3",16.7,"LENGTH_3",110,"T3",2021-09-29
"2230","00187294AA",201,"WEIGHT_4",37.3,"LENGTH_4",143,"T4",2021-11-04
"2231","00187294AA",201,"WEIGHT_5",58.9,"LENGTH_5",168,"T5",2021-12-09
"2232","00187294AA",201,"WEIGHT_6",80,"LENGTH_6",187,"T6",2022-01-06
"2233","00187294AA",201,"WEIGHT_7",102.9,"LENGTH_7",205,"T7",2022-02-16
"2234","00187294AB",202,"WEIGHT_1",2.3,"LENGTH_1",61,"T1",2021-07-29
"2235","00187294AB",202,"WEIGHT_2",5.9,"LENGTH_2",80,"T2",2021-08-30
"2236","00187294AB",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2237","00187294AB",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2238","00187294AB",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2239","00187294AB",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2240","00187294AB",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2241","00187294AC",202,"WEIGHT_1",2.6,"LENGTH_1",63,"T1",2021-07-29
"2242","00187294AC",202,"WEIGHT_2",4.4,"LENGTH_2",74,"T2",2021-08-30
"2243","00187294AC",202,"WEIGHT_3",5.5,"LENGTH_3",80,"T3",2021-09-29
"2244","00187294AC",202,"WEIGHT_4",8.7,"LENGTH_4",94,"T4",2021-11-04
"2245","00187294AC",202,"WEIGHT_5",11.2,"LENGTH_5",102,"T5",2021-12-09
"2246","00187294AC",202,"WEIGHT_6",12.3,"LENGTH_6",103,"T6",2022-01-06
"2247","00187294AC",202,"WEIGHT_7",22.6,"LENGTH_7",130,"T7",2022-03-30
"2248","00187294AD",201,"WEIGHT_1",2.4,"LENGTH_1",60,"T1",2021-07-29
"2249","00187294AD",201,"WEIGHT_2",5.6,"LENGTH_2",78,"T2",2021-08-30
"2250","00187294AD",201,"WEIGHT_3",8.6,"LENGTH_3",91,"T3",2021-09-29
"2251","00187294AD",201,"WEIGHT_4",16.4,"LENGTH_4",110,"T4",2021-11-04
"2252","00187294AD",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2253","00187294AD",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2254","00187294AD",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2255","00187294AE",202,"WEIGHT_1",3,"LENGTH_1",67,"T1",2021-07-29
"2256","00187294AE",202,"WEIGHT_2",8.6,"LENGTH_2",91,"T2",2021-08-30
"2257","00187294AE",202,"WEIGHT_3",18.3,"LENGTH_3",118,"T3",2021-09-29
"2258","00187294AE",202,"WEIGHT_4",47.2,"LENGTH_4",155,"T4",2021-11-04
"2259","00187294AE",202,"WEIGHT_5",74.9,"LENGTH_5",184,"T5",2021-12-09
"2260","00187294AE",202,"WEIGHT_6",105.2,"LENGTH_6",208,"T6",2022-01-06
"2261","00187294AE",202,"WEIGHT_7",141.3,"LENGTH_7",228,"T7",2022-02-12
"2262","00187294AF",151,"WEIGHT_1",3.3,"LENGTH_1",68,"T1",2021-07-29
"2263","00187294AF",151,"WEIGHT_2",8.7,"LENGTH_2",93,"T2",2021-08-30
"2264","00187294AF",151,"WEIGHT_3",20.5,"LENGTH_3",125,"T3",2021-09-29
"2265","00187294AF",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2266","00187294AF",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2267","00187294AF",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2268","00187294AF",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2269","00187294B0",202,"WEIGHT_1",3.6,"LENGTH_1",70,"T1",2021-07-29
"2270","00187294B0",202,"WEIGHT_2",7,"LENGTH_2",88,"T2",2021-08-28
"2271","00187294B0",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2272","00187294B0",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2273","00187294B0",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2274","00187294B0",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2275","00187294B0",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2276","00187294B3",151,"WEIGHT_1",3.5,"LENGTH_1",70,"T1",2021-07-29
"2277","00187294B3",151,"WEIGHT_2",7.1,"LENGTH_2",90,"T2",2021-08-30
"2278","00187294B3",151,"WEIGHT_3",19.4,"LENGTH_3",123,"T3",2021-09-29
"2279","00187294B3",151,"WEIGHT_4",50.2,"LENGTH_4",163,"T4",2021-11-04
"2280","00187294B3",151,"WEIGHT_5",96.9,"LENGTH_5",198,"T5",2021-12-09
"2281","00187294B3",151,"WEIGHT_6",129,"LENGTH_6",222,"T6",2022-01-06
"2282","00187294B3",151,"WEIGHT_7",150.4,"LENGTH_7",237,"T7",2022-02-04
"2283","00187294B4",201,"WEIGHT_1",2.1,"LENGTH_1",57,"T1",2021-07-29
"2284","00187294B4",201,"WEIGHT_2",3.6,"LENGTH_2",67,"T2",2021-08-24
"2285","00187294B4",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2286","00187294B4",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2287","00187294B4",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2288","00187294B4",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2289","00187294B4",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2290","00187294B5",151,"WEIGHT_1",1.5,"LENGTH_1",54,"T1",2021-07-29
"2291","00187294B5",151,"WEIGHT_2",2.9,"LENGTH_2",68,"T2",2021-08-30
"2292","00187294B5",151,"WEIGHT_3",6.2,"LENGTH_3",85,"T3",2021-09-29
"2293","00187294B5",151,"WEIGHT_4",11.5,"LENGTH_4",106,"T4",2021-11-04
"2294","00187294B5",151,"WEIGHT_5",23.4,"LENGTH_5",132,"T5",2021-12-09
"2295","00187294B5",151,"WEIGHT_6",44.9,"LENGTH_6",164,"T6",2022-01-06
"2296","00187294B5",151,"WEIGHT_7",135.2,"LENGTH_7",235,"T7",2022-03-30
"2297","00187294B6",152,"WEIGHT_1",2.5,"LENGTH_1",60,"T1",2021-07-29
"2298","00187294B6",152,"WEIGHT_2",4.8,"LENGTH_2",78,"T2",2021-08-21
"2299","00187294B6",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2300","00187294B6",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2301","00187294B6",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2302","00187294B6",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2303","00187294B6",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2304","00187294B7",202,"WEIGHT_1",1.1,"LENGTH_1",49,"T1",2021-07-29
"2305","00187294B7",202,"WEIGHT_2",2.1,"LENGTH_2",59,"T2",2021-08-30
"2306","00187294B7",202,"WEIGHT_3",1.9,"LENGTH_3",60,"T3",2021-09-29
"2307","00187294B7",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2308","00187294B7",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2309","00187294B7",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2310","00187294B7",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2311","00187294B8",202,"WEIGHT_1",4.4,"LENGTH_1",70,"T1",2021-07-29
"2312","00187294B8",202,"WEIGHT_2",8.7,"LENGTH_2",90,"T2",2021-08-30
"2313","00187294B8",202,"WEIGHT_3",13,"LENGTH_3",104,"T3",2021-09-29
"2314","00187294B8",202,"WEIGHT_4",22.3,"LENGTH_4",124,"T4",2021-11-04
"2315","00187294B8",202,"WEIGHT_5",37.3,"LENGTH_5",145,"T5",2021-12-09
"2316","00187294B8",202,"WEIGHT_6",49.5,"LENGTH_6",159,"T6",2022-01-06
"2317","00187294B8",202,"WEIGHT_7",119,"LENGTH_7",210,"T7",2022-03-30
"2318","00187294B9",151,"WEIGHT_1",3.3,"LENGTH_1",68,"T1",2021-07-29
"2319","00187294B9",151,"WEIGHT_2",6.7,"LENGTH_2",86,"T2",2021-08-30
"2320","00187294B9",151,"WEIGHT_3",13,"LENGTH_3",105,"T3",2021-09-29
"2321","00187294B9",151,"WEIGHT_4",24.3,"LENGTH_4",131,"T4",2021-11-04
"2322","00187294B9",151,"WEIGHT_5",43.7,"LENGTH_5",156,"T5",2021-12-09
"2323","00187294B9",151,"WEIGHT_6",59.6,"LENGTH_6",175,"T6",2022-01-06
"2324","00187294B9",151,"WEIGHT_7",173.5,"LENGTH_7",250,"T7",2022-03-30
"2325","00187294BA",151,"WEIGHT_1",2.9,"LENGTH_1",66,"T1",2021-07-29
"2326","00187294BA",151,"WEIGHT_2",6.4,"LENGTH_2",85,"T2",2021-08-30
"2327","00187294BA",151,"WEIGHT_3",16.3,"LENGTH_3",114,"T3",2021-09-29
"2328","00187294BA",151,"WEIGHT_4",38,"LENGTH_4",148,"T4",2021-11-04
"2329","00187294BA",151,"WEIGHT_5",84.5,"LENGTH_5",192,"T5",2021-12-09
"2330","00187294BA",151,"WEIGHT_6",129.4,"LENGTH_6",219,"T6",2022-01-06
"2331","00187294BA",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2332","00187294BB",152,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29
"2333","00187294BB",152,"WEIGHT_2",3.5,"LENGTH_2",73,"T2",2021-08-24
"2334","00187294BB",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2335","00187294BB",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2336","00187294BB",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2337","00187294BB",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2338","00187294BB",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2339","00187294BC",201,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29
"2340","00187294BC",201,"WEIGHT_2",6.4,"LENGTH_2",83,"T2",2021-08-30
"2341","00187294BC",201,"WEIGHT_3",14,"LENGTH_3",107,"T3",2021-09-29
"2342","00187294BC",201,"WEIGHT_4",35.5,"LENGTH_4",141,"T4",2021-11-04
"2343","00187294BC",201,"WEIGHT_5",72.6,"LENGTH_5",175,"T5",2021-12-09
"2344","00187294BC",201,"WEIGHT_6",88,"LENGTH_6",192,"T6",2022-01-06
"2345","00187294BC",201,"WEIGHT_7",108.1,"LENGTH_7",200,"T7",2022-02-16
"2346","00187294BD",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29
"2347","00187294BD",201,"WEIGHT_2",3.5,"LENGTH_2",67,"T2",2021-08-30
"2348","00187294BD",201,"WEIGHT_3",5,"LENGTH_3",77,"T3",2021-09-29
"2349","00187294BD",201,"WEIGHT_4",7.6,"LENGTH_4",86,"T4",2021-11-04
"2350","00187294BD",201,"WEIGHT_5",8.8,"LENGTH_5",92,"T5",2021-12-09
"2351","00187294BD",201,"WEIGHT_6",12.1,"LENGTH_6",96,"T6",2022-01-06
"2352","00187294BD",201,"WEIGHT_7",15.6,"LENGTH_7",110,"T7",2022-03-30
"2353","00187294BE",202,"WEIGHT_1",2.4,"LENGTH_1",60,"T1",2021-07-29
"2354","00187294BE",202,"WEIGHT_2",4.1,"LENGTH_2",69,"T2",2021-08-24
"2355","00187294BE",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2356","00187294BE",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2357","00187294BE",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2358","00187294BE",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2359","00187294BE",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2360","00187294BF",201,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29
"2361","00187294BF",201,"WEIGHT_2",5.1,"LENGTH_2",76,"T2",2021-08-30
"2362","00187294BF",201,"WEIGHT_3",10.3,"LENGTH_3",95,"T3",2021-09-29
"2363","00187294BF",201,"WEIGHT_4",27.5,"LENGTH_4",125,"T4",2021-11-04
"2364","00187294BF",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2365","00187294BF",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2366","00187294BF",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2367","00187294C1",202,"WEIGHT_1",3.6,"LENGTH_1",70,"T1",2021-07-29
"2368","00187294C1",202,"WEIGHT_2",7.3,"LENGTH_2",85,"T2",2021-08-30
"2369","00187294C1",202,"WEIGHT_3",8.3,"LENGTH_3",91,"T3",2021-09-29
"2370","00187294C1",202,"WEIGHT_4",13.9,"LENGTH_4",112,"T4",2021-11-04
"2371","00187294C1",202,"WEIGHT_5",31.2,"LENGTH_5",140,"T5",2021-12-09
"2372","00187294C1",202,"WEIGHT_6",39,"LENGTH_6",151,"T6",2022-01-06
"2373","00187294C1",202,"WEIGHT_7",71.7,"LENGTH_7",175,"T7",2022-03-30
"2374","00187294C2",151,"WEIGHT_1",3.5,"LENGTH_1",68,"T1",2021-07-29
"2375","00187294C2",151,"WEIGHT_2",4.7,"LENGTH_2",77,"T2",2021-08-18
"2376","00187294C2",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"2377","00187294C2",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2378","00187294C2",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2379","00187294C2",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2380","00187294C2",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2381","00187294C3",202,"WEIGHT_1",2.7,"LENGTH_1",64,"T1",2021-07-29
"2382","00187294C3",202,"WEIGHT_2",6.7,"LENGTH_2",81,"T2",2021-08-30
"2383","00187294C3",202,"WEIGHT_3",6.3,"LENGTH_3",85,"T3",2021-09-29
"2384","00187294C3",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"2385","00187294C3",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"2386","00187294C3",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"2387","00187294C3",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"2388","00187294C4",152,"WEIGHT_1",1.9,"LENGTH_1",58,"T1",2021-07-29
