"","TAGNUMBER","TANK_Real","LAST4","condition1","ConditionFactor","condition2","Date"
"1168","00186D16E1",152,"16E1","K6",1.06099737380479,"T6",2022-01-06
"1169","00186D16E1",152,"16E1","K7",1.09729071175825,"T7",2022-03-30
"1170","00186D16E2",151,"16E2","K1",1.07979699816435,"T1",2021-07-29
"1171","00186D16E2",151,"16E2","K2",1.15925525920361,"T2",2021-08-30
"1172","00186D16E2",151,"16E2","K3",1.25804152605184,"T3",2021-09-29
"1173","00186D16E2",151,"16E2","K4",1.35258568383885,"T4",2021-11-04
"1174","00186D16E2",151,"16E2","K5",1.44326160869942,"T5",2021-12-09
"1175","00186D16E2",151,"16E2","K6",1.45194762725295,"T6",2022-01-06
"1176","00186D16E2",151,"16E2","K7",1.65233027166254,"T7",2022-03-30
"1177","00186D16E3",201,"16E3","K1",1.07995442592323,"T1",2021-07-29
"1178","00186D16E3",201,"16E3","K2",1.15676178675996,"T2",2021-08-30
"1179","00186D16E3",201,"16E3","K3",1.17888597089421,"T3",2021-09-29
"1180","00186D16E3",201,"16E3","K4",1.20713305898491,"T4",2021-11-04
"1181","00186D16E3",201,"16E3","K5",1.21074192080109,"T5",2021-12-09
"1182","00186D16E3",201,"16E3","K6",1.15929655079423,"T6",2022-01-06
"1183","00186D16E3",201,"16E3","K7",1.20028995768641,"T7",2022-03-30
"1184","00186D16E4",202,"16E4","K1",1.32169652966548,"T1",2021-07-29
"1185","00186D16E4",202,"16E4","K2",1.12354976592713,"T2",2021-08-30
"1186","00186D16E4",202,"16E4","K3",1.06908825637994,"T3",2021-09-29
"1187","00186D16E4",202,"16E4","K4",1.19667954302622,"T4",2021-11-04
"1188","00186D16E4",202,"16E4","K5",NA,"T5",NA
"1189","00186D16E4",202,"16E4","K6",NA,"T6",NA
"1190","00186D16E4",202,"16E4","K7",NA,"T7",NA
"1191","00186D16E5",201,"16E5","K1",0.9918212890625,"T1",2021-07-29
"1192","00186D16E5",201,"16E5","K2",0.979552412888176,"T2",2021-08-30
"1193","00186D16E5",201,"16E5","K3",1.00701554160653,"T3",2021-09-29
"1194","00186D16E5",201,"16E5","K4",1.07438016528926,"T4",2021-11-04
"1195","00186D16E5",201,"16E5","K5",1.16648884824468,"T5",2021-12-09
"1196","00186D16E5",201,"16E5","K6",1.14723360633295,"T6",2022-01-06
"1197","00186D16E5",201,"16E5","K7",1.12253943736988,"T7",2022-03-30
"1198","00186D16E6",151,"16E6","K1",1.2037037037037,"T1",2021-07-29
"1199","00186D16E6",151,"16E6","K2",1.10055879038317,"T2",2021-08-30
"1200","00186D16E6",151,"16E6","K3",1.13152,"T3",2021-09-29
"1201","00186D16E6",151,"16E6","K4",1.21100815315691,"T4",2021-11-04
"1202","00186D16E6",151,"16E6","K5",NA,"T5",NA
"1203","00186D16E6",151,"16E6","K6",NA,"T6",NA
"1204","00186D16E6",151,"16E6","K7",NA,"T7",NA
"1205","00186D16E7",201,"16E7","K1",1.16857127554424,"T1",2021-07-29
"1206","00186D16E7",201,"16E7","K2",1.18518518518519,"T2",2021-08-30
"1207","00186D16E7",201,"16E7","K3",NA,"T3",2021-09-29
"1208","00186D16E7",201,"16E7","K4",1.27099191057476,"T4",2021-11-04
"1209","00186D16E7",201,"16E7","K5",1.19212962962963,"T5",2021-12-09
"1210","00186D16E7",201,"16E7","K6",1.31087847064178,"T6",2022-01-06
"1211","00186D16E7",201,"16E7","K7",1.37491188614011,"T7",2022-03-30
"1212","00186D16E8",202,"16E8","K1",1.13395214721939,"T1",2021-07-29
"1213","00186D16E8",202,"16E8","K2",1.15985232858863,"T2",2021-08-24
"1214","00186D16E8",202,"16E8","K3",NA,"T3",NA
"1215","00186D16E8",202,"16E8","K4",NA,"T4",NA
"1216","00186D16E8",202,"16E8","K5",NA,"T5",NA
"1217","00186D16E8",202,"16E8","K6",NA,"T6",NA
"1218","00186D16E8",202,"16E8","K7",NA,"T7",NA
"1219","00186D16E9",201,"16E9","K1",1.06481481481481,"T1",2021-07-29
"1220","00186D16E9",201,"16E9","K2",1.06292517006803,"T2",2021-08-30
"1221","00186D16E9",201,"16E9","K3",1.00383852407938,"T3",2021-09-29
"1222","00186D16E9",201,"16E9","K4",1.17868211146675,"T4",2021-11-04
"1223","00186D16E9",201,"16E9","K5",1.17595037489418,"T5",2021-12-09
"1224","00186D16E9",201,"16E9","K6",1.14188695635007,"T6",2022-01-06
"1225","00186D16E9",201,"16E9","K7",1.11731887923589,"T7",2022-03-30
"1226","00186D16EA",201,"16EA","K1",1.07119033591555,"T1",2021-07-29
"1227","00186D16EA",201,"16EA","K2",1.0796443343093,"T2",2021-08-30
"1228","00186D16EA",201,"16EA","K3",1.06292517006803,"T3",2021-09-29
"1229","00186D16EA",201,"16EA","K4",1.13510971568976,"T4",2021-11-04
"1230","00186D16EA",201,"16EA","K5",1.15938058397822,"T5",2021-12-09
"1231","00186D16EA",201,"16EA","K6",1.16301635205525,"T6",2022-01-06
"1232","00186D16EA",201,"16EA","K7",1.23155496873232,"T7",2022-03-30
"1233","00186D16EB",201,"16EB","K1",1.08190597667638,"T1",2021-07-29
"1234","00186D16EB",201,"16EB","K2",1.22935590132743,"T2",2021-08-30
"1235","00186D16EB",201,"16EB","K3",1.1398330958681,"T3",2021-09-29
"1236","00186D16EB",201,"16EB","K4",1.26782511737878,"T4",2021-11-04
"1237","00186D16EB",201,"16EB","K5",1.21740824220163,"T5",2021-12-09
"1238","00186D16EB",201,"16EB","K6",1.13481481481481,"T6",2022-01-06
"1239","00186D16EB",201,"16EB","K7",1.21548758541205,"T7",2022-03-30
"1240","00186D16EC",151,"16EC","K1",0.922547049899545,"T1",2021-07-29
"1241","00186D16EC",151,"16EC","K2",0.948148148148148,"T2",2021-08-30
"1242","00186D16EC",151,"16EC","K3",1,"T3",2021-09-29
"1243","00186D16EC",151,"16EC","K4",0.966027630775494,"T4",2021-11-04
"1244","00186D16EC",151,"16EC","K5",0.995437857682756,"T5",2021-12-09
"1245","00186D16EC",151,"16EC","K6",0.997791915086253,"T6",2022-01-06
"1246","00186D16EC",151,"16EC","K7",0.918681321162523,"T7",2022-03-30
"1247","00186D16ED",202,"16ED","K1",1.02595670462706,"T1",2021-07-29
"1248","00186D16ED",202,"16ED","K2",0.833333333333333,"T2",2021-08-30
"1249","00186D16ED",202,"16ED","K3",NA,"T3",NA
"1250","00186D16ED",202,"16ED","K4",NA,"T4",NA
"1251","00186D16ED",202,"16ED","K5",NA,"T5",NA
"1252","00186D16ED",202,"16ED","K6",NA,"T6",NA
"1253","00186D16ED",202,"16ED","K7",NA,"T7",NA
"1254","00186D16EE",201,"16EE","K1",1.12630095370294,"T1",2021-07-29
"1255","00186D16EE",201,"16EE","K2",1.15450302625765,"T2",2021-08-30
"1256","00186D16EE",201,"16EE","K3",1.09953703703704,"T3",2021-09-29
"1257","00186D16EE",201,"16EE","K4",NA,"T4",NA
"1258","00186D16EE",201,"16EE","K5",NA,"T5",NA
"1259","00186D16EE",201,"16EE","K6",NA,"T6",NA
"1260","00186D16EE",201,"16EE","K7",NA,"T7",NA
"1261","00186D16EF",152,"16EF","K1",0.904629441165163,"T1",2021-07-29
"1262","00186D16EF",152,"16EF","K2",1.06396066005459,"T2",2021-08-30
"1263","00186D16EF",152,"16EF","K3",1.10142242734925,"T3",2021-09-29
"1264","00186D16EF",152,"16EF","K4",1.01920698946504,"T4",2021-11-04
"1265","00186D16EF",152,"16EF","K5",1.02168354365968,"T5",2021-12-09
"1266","00186D16EF",152,"16EF","K6",0.95826424402072,"T6",2022-01-06
"1267","00186D16EF",152,"16EF","K7",1.11547348291851,"T7",2022-03-30
"1268","00186D16F0",201,"16F0","K1",1.15978196099133,"T1",2021-07-29
"1269","00186D16F0",201,"16F0","K2",1.16931889452288,"T2",2021-08-30
"1270","00186D16F0",201,"16F0","K3",1.16990621008152,"T3",2021-09-29
"1271","00186D16F0",201,"16F0","K4",1.2536443148688,"T4",2021-11-04
"1272","00186D16F0",201,"16F0","K5",1.08213373161684,"T5",2021-12-09
"1273","00186D16F0",201,"16F0","K6",1.0659550166983,"T6",2022-01-06
"1274","00186D16F0",201,"16F0","K7",1.28125,"T7",2022-03-30
"1275","00186D16F1",201,"16F1","K1",0.96168294515402,"T1",2021-07-29
"1276","00186D16F1",201,"16F1","K2",1.02040816326531,"T2",2021-08-30
"1277","00186D16F1",201,"16F1","K3",1.033792312938,"T3",2021-09-29
"1278","00186D16F1",201,"16F1","K4",1.03660511823777,"T4",2021-11-04
"1279","00186D16F1",201,"16F1","K5",1.11201364220594,"T5",2021-12-09
"1280","00186D16F1",201,"16F1","K6",NA,"T6",NA
"1281","00186D16F1",201,"16F1","K7",NA,"T7",NA
"1282","00186D16F2",152,"16F2","K1",1.07979699816435,"T1",2021-07-29
"1283","00186D16F2",152,"16F2","K2",1.07421875,"T2",2021-08-21
"1284","00186D16F2",152,"16F2","K3",NA,"T3",NA
"1285","00186D16F2",152,"16F2","K4",NA,"T4",NA
"1286","00186D16F2",152,"16F2","K5",NA,"T5",NA
"1287","00186D16F2",152,"16F2","K6",NA,"T6",NA
"1288","00186D16F2",152,"16F2","K7",NA,"T7",NA
"1289","00186D16F3",152,"16F3","K1",1.12755750543278,"T1",2021-07-29
"1290","00186D16F3",152,"16F3","K2",1.09846536351166,"T2",2021-08-30
"1291","00186D16F3",152,"16F3","K3",1.12855316197587,"T3",2021-09-29
"1292","00186D16F3",152,"16F3","K4",1.18322612385353,"T4",2021-11-04
"1293","00186D16F3",152,"16F3","K5",1.22434188184688,"T5",2021-12-09
"1294","00186D16F3",152,"16F3","K6",1.24575002138516,"T6",2022-01-06
"1295","00186D16F3",152,"16F3","K7",1.33591260810196,"T7",2022-03-30
"1296","00186D16F4",151,"16F4","K1",1.08189331329827,"T1",2021-07-29
"1297","00186D16F4",151,"16F4","K2",0.993836187400997,"T2",2021-08-30
"1298","00186D16F4",151,"16F4","K3",1.09548849260783,"T3",2021-09-29
"1299","00186D16F4",151,"16F4","K4",1.13208990582986,"T4",2021-11-04
"1300","00186D16F4",151,"16F4","K5",1.11113597569239,"T5",2021-12-09
"1301","00186D16F4",151,"16F4","K6",1.10838826652441,"T6",2022-01-06
"1302","00186D16F4",151,"16F4","K7",1.07807005454812,"T7",2022-03-30
"1303","00186D16F5",151,"16F5","K1",0.922547049899545,"T1",2021-07-29
"1304","00186D16F5",151,"16F5","K2",1.1390144335909,"T2",2021-08-30
"1305","00186D16F5",151,"16F5","K3",1.13559047307534,"T3",2021-09-29
"1306","00186D16F5",151,"16F5","K4",1.25210736791009,"T4",2021-11-04
"1307","00186D16F5",151,"16F5","K5",1.13877027173521,"T5",2021-12-09
"1308","00186D16F5",151,"16F5","K6",1.27823839414588,"T6",2022-01-06
"1309","00186D16F5",151,"16F5","K7",NA,"T7",NA
"1310","00186D16F6",151,"16F6","K1",1.1419984973704,"T1",2021-07-29
"1311","00186D16F6",151,"16F6","K2",1.11407407407407,"T2",2021-08-30
"1312","00186D16F6",151,"16F6","K3",1.15569526627219,"T3",2021-09-29
"1313","00186D16F6",151,"16F6","K4",1.27213515163851,"T4",2021-11-04
"1314","00186D16F6",151,"16F6","K5",NA,"T5",NA
"1315","00186D16F6",151,"16F6","K6",NA,"T6",NA
"1316","00186D16F6",151,"16F6","K7",NA,"T7",NA
"1317","00186D16F7",151,"16F7","K1",1.07630489154947,"T1",2021-07-29
"1318","00186D16F7",151,"16F7","K2",1.00583664654062,"T2",2021-08-18
"1319","00186D16F7",151,"16F7","K3",NA,"T3",NA
"1320","00186D16F7",151,"16F7","K4",NA,"T4",NA
"1321","00186D16F7",151,"16F7","K5",NA,"T5",NA
"1322","00186D16F7",151,"16F7","K6",NA,"T6",NA
"1323","00186D16F7",151,"16F7","K7",NA,"T7",NA
"1324","00186D16F8",202,"16F8","K1",1.10498176780083,"T1",2021-07-29
"1325","00186D16F8",202,"16F8","K2",1.17485146520761,"T2",2021-08-30
"1326","00186D16F8",202,"16F8","K3",1.01851851851852,"T3",2021-09-29
"1327","00186D16F8",202,"16F8","K4",NA,"T4",NA
"1328","00186D16F8",202,"16F8","K5",NA,"T5",NA
"1329","00186D16F8",202,"16F8","K6",NA,"T6",NA
"1330","00186D16F8",202,"16F8","K7",NA,"T7",NA
"1331","00186D16F9",151,"16F9","K1",1.11978947957784,"T1",2021-07-29
"1332","00186D16F9",151,"16F9","K2",0.997839969947408,"T2",2021-08-30
"1333","00186D16F9",151,"16F9","K3",1.08189331329827,"T3",2021-09-29
"1334","00186D16F9",151,"16F9","K4",1.07642894903961,"T4",2021-11-04
"1335","00186D16F9",151,"16F9","K5",1.09619140625,"T5",2021-12-09
"1336","00186D16F9",151,"16F9","K6",1.11890615734058,"T6",2022-01-06
"1337","00186D16F9",151,"16F9","K7",1.19646990740741,"T7",2022-03-30
"1338","00186D16FA",152,"16FA","K1",1.07995442592323,"T1",2021-07-29
"1339","00186D16FA",152,"16FA","K2",1.09524804325824,"T2",2021-08-30
"1340","00186D16FA",152,"16FA","K3",1.14890400604686,"T3",2021-09-29
"1341","00186D16FA",152,"16FA","K4",1.16958148982942,"T4",2021-11-04
"1342","00186D16FA",152,"16FA","K5",1.1962890625,"T5",2021-12-09
"1343","00186D16FA",152,"16FA","K6",1.22265036533636,"T6",2022-01-06
"1344","00186D16FA",152,"16FA","K7",1.18406231220259,"T7",2022-03-30
"1345","00186D16FB",202,"16FB","K1",1.13289248430734,"T1",2021-07-29
"1346","00186D16FB",202,"16FB","K2",1.09577032653956,"T2",2021-08-28
"1347","00186D16FB",202,"16FB","K3",NA,"T3",NA
"1348","00186D16FB",202,"16FB","K4",NA,"T4",NA
"1349","00186D16FB",202,"16FB","K5",NA,"T5",NA
"1350","00186D16FB",202,"16FB","K6",NA,"T6",NA
"1351","00186D16FB",202,"16FB","K7",NA,"T7",NA
"1352","00186D16FC",151,"16FC","K1",1.14188222492393,"T1",2021-07-29
"1353","00186D16FC",151,"16FC","K2",1.09846536351166,"T2",2021-08-30
"1354","00186D16FC",151,"16FC","K3",1.18967779559703,"T3",2021-09-29
"1355","00186D16FC",151,"16FC","K4",1.16898148148148,"T4",2021-11-04
"1356","00186D16FC",151,"16FC","K5",1.22666666666667,"T5",2021-12-09
"1357","00186D16FC",151,"16FC","K6",1.20876397221994,"T6",2022-01-06
"1358","00186D16FC",151,"16FC","K7",1.21459127503414,"T7",2022-02-04
"1359","00186D16FD",202,"16FD","K1",1.07119033591555,"T1",2021-07-29
"1360","00186D16FD",202,"16FD","K2",NA,"T2",NA
"1361","00186D16FD",202,"16FD","K3",NA,"T3",NA
"1362","00186D16FD",202,"16FD","K4",NA,"T4",NA
"1363","00186D16FD",202,"16FD","K5",NA,"T5",NA
"1364","00186D16FD",202,"16FD","K6",NA,"T6",NA
"1365","00186D16FD",202,"16FD","K7",NA,"T7",NA
"1366","00186D16FE",152,"16FE","K1",1.02178812922615,"T1",2021-07-29
"1367","00186D16FE",152,"16FE","K2",0.962099125364431,"T2",2021-08-30
"1368","00186D16FE",152,"16FE","K3",1.10142242734925,"T3",2021-09-29
"1369","00186D16FE",152,"16FE","K4",1.06645499559919,"T4",2021-11-04
"1370","00186D16FE",152,"16FE","K5",1.13803790072652,"T5",2021-12-09
"1371","00186D16FE",152,"16FE","K6",1.10855778183014,"T6",2022-01-06
"1372","00186D16FE",152,"16FE","K7",1.13140438991834,"T7",2022-03-30
"1373","00186D16FF",201,"16FF","K1",0.971958983330903,"T1",2021-07-29
"1374","00186D16FF",201,"16FF","K2",1.08965636708567,"T2",2021-08-30
"1375","00186D16FF",201,"16FF","K3",1.1398330958681,"T3",2021-09-29
"1376","00186D16FF",201,"16FF","K4",1.39077853363568,"T4",2021-11-04
"1377","00186D16FF",201,"16FF","K5",1.37886764221552,"T5",2021-12-09
"1378","00186D16FF",201,"16FF","K6",1.36454959202919,"T6",2022-01-06
"1379","00186D16FF",201,"16FF","K7",1.48563930602129,"T7",2022-03-30
"1380","00186D1700",151,"1700","K1",1.01610526850582,"T1",2021-07-29
"1381","00186D1700",151,"1700","K2",1.09846536351166,"T2",2021-08-30
"1382","00186D1700",151,"1700","K3",1.04012573964497,"T3",2021-09-29
"1383","00186D1700",151,"1700","K4",1.18467585996336,"T4",2021-11-04
"1384","00186D1700",151,"1700","K5",1.20903724811724,"T5",2021-12-09
"1385","00186D1700",151,"1700","K6",1.1475,"T6",2022-01-06
"1386","00186D1700",151,"1700","K7",1.22542295381802,"T7",2022-03-30
"1387","00186D1701",152,"1701","K1",1.15978196099133,"T1",2021-07-29
"1388","00186D1701",152,"1701","K2",1.23722464145838,"T2",2021-08-24
"1389","00186D1701",152,"1701","K3",NA,"T3",NA
"1390","00186D1701",152,"1701","K4",NA,"T4",NA
"1391","00186D1701",152,"1701","K5",NA,"T5",NA
"1392","00186D1701",152,"1701","K6",NA,"T6",NA
"1393","00186D1701",152,"1701","K7",NA,"T7",NA
"1394","00186D1702",151,"1702","K1",1.01851851851852,"T1",2021-07-29
"1395","00186D1702",151,"1702","K2",1.07255556120059,"T2",2021-08-30
"1396","00186D1702",151,"1702","K3",1.13518010465884,"T3",2021-09-29
"1397","00186D1702",151,"1702","K4",1.16479874821901,"T4",2021-11-04
"1398","00186D1702",151,"1702","K5",1.12418955394162,"T5",2021-12-09
"1399","00186D1702",151,"1702","K6",1.1086978030809,"T6",2022-01-06
"1400","00186D1702",151,"1702","K7",1.1072,"T7",2022-03-30
"1401","00186D1703",202,"1703","K1",1.07630489154947,"T1",2021-07-29
"1402","00186D1703",202,"1703","K2",1.20920774682645,"T2",2021-08-30
"1403","00186D1703",202,"1703","K3",0.937752946518469,"T3",2021-09-29
"1404","00186D1703",202,"1703","K4",1.09345385624727,"T4",2021-11-04
"1405","00186D1703",202,"1703","K5",1.07115862217903,"T5",2021-12-09
"1406","00186D1703",202,"1703","K6",0.958859734369938,"T6",2022-01-06
"1407","00186D1703",202,"1703","K7",1.26777327324391,"T7",2022-03-30
"1408","0018729399",202,"9399","K1",1.10535015179285,"T1",2021-07-29
"1409","0018729399",202,"9399","K2",1.26197407963937,"T2",2021-08-24
"1410","0018729399",202,"9399","K3",NA,"T3",NA
"1411","0018729399",202,"9399","K4",NA,"T4",NA
"1412","0018729399",202,"9399","K5",NA,"T5",NA
"1413","0018729399",202,"9399","K6",NA,"T6",NA
"1414","0018729399",202,"9399","K7",NA,"T7",NA
"1415","001872939A",151,"939A","K1",1.06171646023732,"T1",2021-07-29
"1416","001872939A",151,"939A","K2",1.0546875,"T2",2021-08-18
"1417","001872939A",151,"939A","K3",NA,"T3",NA
"1418","001872939A",151,"939A","K4",NA,"T4",NA
"1419","001872939A",151,"939A","K5",NA,"T5",NA
"1420","001872939A",151,"939A","K6",NA,"T6",NA
"1421","001872939A",151,"939A","K7",NA,"T7",NA
"1422","001872939C",201,"939C","K1",1.07119033591555,"T1",2021-07-29
"1423","001872939C",201,"939C","K2",1.13105596927641,"T2",2021-08-30
"1424","001872939C",201,"939C","K3",0.964506172839506,"T3",2021-09-29
"1425","001872939C",201,"939C","K4",1.11684283281916,"T4",2021-11-04
"1426","001872939C",201,"939C","K5",1.09561465185941,"T5",2021-12-09
"1427","001872939C",201,"939C","K6",1.11194590533434,"T6",2022-01-06
"1428","001872939C",201,"939C","K7",NA,"T7",NA
"1429","001872939D",202,"939D","K1",0.973809396286865,"T1",2021-07-29
"1430","001872939D",202,"939D","K2",1.08131487889273,"T2",2021-08-30
"1431","001872939D",202,"939D","K3",1.11623414491908,"T3",2021-09-29
"1432","001872939D",202,"939D","K4",1.10633914191611,"T4",2021-11-04
"1433","001872939D",202,"939D","K5",1.10571212612029,"T5",2021-12-09
"1434","001872939D",202,"939D","K6",1.02996826171875,"T6",2022-01-06
"1435","001872939D",202,"939D","K7",1.17539026629936,"T7",2022-03-30
"1436","001872939E",201,"939E","K1",1.13045820130801,"T1",2021-07-29
"1437","001872939E",201,"939E","K2",1.27664819684448,"T2",2021-08-24
"1438","001872939E",201,"939E","K3",NA,"T3",NA
"1439","001872939E",201,"939E","K4",NA,"T4",NA
"1440","001872939E",201,"939E","K5",NA,"T5",NA
"1441","001872939E",201,"939E","K6",NA,"T6",NA
"1442","001872939E",201,"939E","K7",NA,"T7",NA
"1443","00187293A0",201,"93A0","K1",1.0796443343093,"T1",2021-07-29
"1444","00187293A0",201,"93A0","K2",1.04186232156273,"T2",2021-08-30
"1445","00187293A0",201,"93A0","K3",1.1419984973704,"T3",2021-09-29
"1446","00187293A0",201,"93A0","K4",1.13663413750199,"T4",2021-11-04
"1447","00187293A0",201,"93A0","K5",1.1669921875,"T5",2021-12-09
"1448","00187293A0",201,"93A0","K6",NA,"T6",NA
"1449","00187293A0",201,"93A0","K7",NA,"T7",NA
"1450","00187293A1",152,"93A1","K1",1.07871720116618,"T1",2021-07-29
"1451","00187293A1",152,"93A1","K2",1.11523290758828,"T2",2021-08-30
"1452","00187293A1",152,"93A1","K3",1.15639865809065,"T3",2021-09-29
"1453","00187293A1",152,"93A1","K4",1.23555555555556,"T4",2021-11-04
"1454","00187293A1",152,"93A1","K5",1.27569616562181,"T5",2021-12-09
"1455","00187293A1",152,"93A1","K6",1.32470755220241,"T6",2022-01-06
"1456","00187293A1",152,"93A1","K7",1.32687362145189,"T7",2022-02-09
"1457","00187293A2",202,"93A2","K1",1.02505227766616,"T1",2021-07-29
"1458","00187293A2",202,"93A2","K2",1.23242455418381,"T2",2021-08-30
"1459","00187293A2",202,"93A2","K3",1.21058523148905,"T3",2021-09-29
"1460","00187293A2",202,"93A2","K4",1.338728518101,"T4",2021-11-04
"1461","00187293A2",202,"93A2","K5",1.30208333333333,"T5",2021-12-09
"1462","00187293A2",202,"93A2","K6",1.26809937509526,"T6",2022-01-06
"1463","00187293A2",202,"93A2","K7",0.725794745246044,"T7",2022-03-30
"1464","00187293A4",152,"93A4","K1",1.10626220703125,"T1",2021-07-29
"1465","00187293A4",152,"93A4","K2",1.17239975575005,"T2",2021-08-30
"1466","00187293A4",152,"93A4","K3",1.16731960641399,"T3",2021-09-29
"1467","00187293A4",152,"93A4","K4",1.15057273574546,"T4",2021-11-04
"1468","00187293A4",152,"93A4","K5",NA,"T5",NA
"1469","00187293A4",152,"93A4","K6",NA,"T6",NA
"1470","00187293A4",152,"93A4","K7",NA,"T7",NA
"1471","00187293A7",152,"93A7","K1",1.1131182576837,"T1",2021-07-29
"1472","00187293A7",152,"93A7","K2",1.06995884773663,"T2",2021-08-30
"1473","00187293A7",152,"93A7","K3",1.09614158163265,"T3",2021-09-29
"1474","00187293A7",152,"93A7","K4",1.07336487833448,"T4",2021-11-04
"1475","00187293A7",152,"93A7","K5",1.064453125,"T5",2021-12-09
"1476","00187293A7",152,"93A7","K6",1.06481481481481,"T6",2022-01-06
"1477","00187293A7",152,"93A7","K7",1.15943642114441,"T7",2022-02-04
"1478","00187293A8",201,"93A8","K1",1.03071188942789,"T1",2021-07-29
"1479","00187293A8",201,"93A8","K2",1.18860349361382,"T2",2021-08-30
"1480","00187293A8",201,"93A8","K3",1.21456332876086,"T3",2021-09-29
"1481","00187293A8",201,"93A8","K4",1.26991351843423,"T4",2021-11-04
"1482","00187293A8",201,"93A8","K5",1.13791533909877,"T5",2021-12-09
"1483","00187293A8",201,"93A8","K6",1.01918915136531,"T6",2022-01-06
"1484","00187293A8",201,"93A8","K7",1.17881011931609,"T7",2022-02-04
"1485","00187293AA",152,"93AA","K1",0.999812035337357,"T1",2021-07-29
"1486","00187293AA",152,"93AA","K2",0.962430655637376,"T2",2021-08-30
"1487","00187293AA",152,"93AA","K3",0.995261229532453,"T3",2021-09-29
"1488","00187293AA",152,"93AA","K4",1.00599983562094,"T4",2021-11-04
"1489","00187293AA",152,"93AA","K5",1.01224024154241,"T5",2021-12-09
"1490","00187293AA",152,"93AA","K6",1.13939446408532,"T6",2022-01-06
"1491","00187293AA",152,"93AA","K7",1.04408464405767,"T7",2022-03-30
"1492","00187293AC",151,"93AC","K1",1.04956268221574,"T1",2021-07-29
"1493","00187293AC",151,"93AC","K2",1.08,"T2",2021-08-30
"1494","00187293AC",151,"93AC","K3",1.04956268221574,"T3",2021-09-29
"1495","00187293AC",151,"93AC","K4",1.1042524005487,"T4",2021-11-04
"1496","00187293AC",151,"93AC","K5",1.07895747599451,"T5",2021-12-09
"1497","00187293AC",151,"93AC","K6",1.04233045061447,"T6",2022-01-06
"1498","00187293AC",151,"93AC","K7",1.15533899313158,"T7",2022-03-30
"1499","00187293AD",202,"93AD","K1",1.02996826171875,"T1",2021-07-29
"1500","00187293AD",202,"93AD","K2",1.09375,"T2",2021-08-30
"1501","00187293AD",202,"93AD","K3",1.16873071594319,"T3",2021-09-29
"1502","00187293AD",202,"93AD","K4",1.14176,"T4",2021-11-04
"1503","00187293AD",202,"93AD","K5",1.13047182533897,"T5",2021-12-09
"1504","00187293AD",202,"93AD","K6",1.09395383514816,"T6",2022-01-06
"1505","00187293AD",202,"93AD","K7",1.17201646090535,"T7",2022-03-30
"1506","00187293AE",151,"93AE","K1",1.01330067274353,"T1",2021-07-29
"1507","00187293AE",151,"93AE","K2",1.07255556120059,"T2",2021-08-30
"1508","00187293AE",151,"93AE","K3",1.08216324432541,"T3",2021-09-29
"1509","00187293AE",151,"93AE","K4",NA,"T4",NA
"1510","00187293AE",151,"93AE","K5",NA,"T5",NA
"1511","00187293AE",151,"93AE","K6",NA,"T6",NA
"1512","00187293AE",151,"93AE","K7",NA,"T7",NA
"1513","00187293B0",202,"93B0","K1",1.04956268221574,"T1",2021-07-29
"1514","00187293B0",202,"93B0","K2",1.16092374483334,"T2",2021-08-24
"1515","00187293B0",202,"93B0","K3",NA,"T3",NA
"1516","00187293B0",202,"93B0","K4",NA,"T4",NA
"1517","00187293B0",202,"93B0","K5",NA,"T5",NA
"1518","00187293B0",202,"93B0","K6",NA,"T6",NA
"1519","00187293B0",202,"93B0","K7",NA,"T7",NA
"1520","00187293B2",152,"93B2","K1",1.02249986610121,"T1",2021-07-29
"1521","00187293B2",152,"93B2","K2",1.03255280770074,"T2",2021-08-30
"1522","00187293B2",152,"93B2","K3",1.09309390807457,"T3",2021-09-29
"1523","00187293B2",152,"93B2","K4",1.13299536942805,"T4",2021-11-04
"1524","00187293B2",152,"93B2","K5",1.2158203125,"T5",2021-12-09
"1525","00187293B2",152,"93B2","K6",1.23358342768778,"T6",2022-01-06
"1526","00187293B2",152,"93B2","K7",1.22855274366571,"T7",2022-02-04
"1527","00187293B5",151,"93B5","K1",1.0667956304051,"T1",2021-07-29
"1528","00187293B5",151,"93B5","K2",1.25219133483596,"T2",2021-08-24
"1529","00187293B5",151,"93B5","K3",NA,"T3",NA
"1530","00187293B5",151,"93B5","K4",NA,"T4",NA
"1531","00187293B5",151,"93B5","K5",NA,"T5",NA
"1532","00187293B5",151,"93B5","K6",NA,"T6",NA
"1533","00187293B5",151,"93B5","K7",NA,"T7",NA
"1534","00187293B6",201,"93B6","K1",1.09586038738665,"T1",2021-07-29
"1535","00187293B6",201,"93B6","K2",1.27347277598199,"T2",2021-08-30
"1536","00187293B6",201,"93B6","K3",1.19674936487475,"T3",2021-09-29
"1537","00187293B6",201,"93B6","K4",1.23445920671322,"T4",2021-11-04
"1538","00187293B6",201,"93B6","K5",1.30567764416202,"T5",2021-12-09
"1539","00187293B6",201,"93B6","K6",1.46907852049802,"T6",2022-01-06
"1540","00187293B6",201,"93B6","K7",1.51047725012222,"T7",2022-03-30
"1541","00187293B7",202,"93B7","K1",1.13289248430734,"T1",2021-07-29
"1542","00187293B7",202,"93B7","K2",1.20888888888889,"T2",2021-08-30
"1543","00187293B7",202,"93B7","K3",1.01925925925926,"T3",2021-09-29
"1544","00187293B7",202,"93B7","K4",NA,"T4",NA
