"","TAGNUMBER","TANK_Real","condition1","SGR","condition2","Interval_Days"
"394","00186D167C",151,"SGR_4",2.30581523816649,"T5minusT1",133
"395","00186D167C",151,"SGR_5",2.06820052252732,"T6minusT1",161
"396","00186D167C",151,"SGR_6",1.73089938882212,"T7minusT1",244
"397","00186D167D",152,"SGR_1",3.08877103879339,"T2minusT1",32
"398","00186D167D",152,"SGR_2",2.88254861309738,"T3minusT1",62
"399","00186D167D",152,"SGR_3",2.51544810346849,"T4minusT1",98
"400","00186D167D",152,"SGR_4",2.30793692212292,"T5minusT1",133
"401","00186D167D",152,"SGR_5",2.13189985448967,"T6minusT1",161
"402","00186D167D",152,"SGR_6",1.86147552730223,"T7minusT1",195
"403","00186D167E",201,"SGR_1",2.46318909555943,"T2minusT1",32
"404","00186D167E",201,"SGR_2",2.31903862793785,"T3minusT1",62
"405","00186D167E",201,"SGR_3",2.25907428890189,"T4minusT1",98
"406","00186D167E",201,"SGR_4",2.16270856708636,"T5minusT1",133
"407","00186D167E",201,"SGR_5",1.96265372369706,"T6minusT1",161
"408","00186D167E",201,"SGR_6",1.53828229477535,"T7minusT1",244
"409","00186D167F",151,"SGR_1",3.13080711036935,"T2minusT1",32
"410","00186D167F",151,"SGR_2",2.89393841619527,"T3minusT1",62
"411","00186D167F",151,"SGR_3",NA,"T4minusT1",NA
"412","00186D167F",151,"SGR_4",NA,"T5minusT1",NA
"413","00186D167F",151,"SGR_5",NA,"T6minusT1",NA
"414","00186D167F",151,"SGR_6",NA,"T7minusT1",NA
"415","00186D1680",202,"SGR_1",2.24431930119804,"T2minusT1",32
"416","00186D1680",202,"SGR_2",0.67467510844399,"T3minusT1",62
"417","00186D1680",202,"SGR_3",1.27114837018349,"T4minusT1",98
"418","00186D1680",202,"SGR_4",0.98643729493122,"T5minusT1",133
"419","00186D1680",202,"SGR_5",1.08955245906743,"T6minusT1",161
"420","00186D1680",202,"SGR_6",1.04787047479358,"T7minusT1",244
"421","00186D1681",201,"SGR_1",1.6091394922277,"T2minusT1",32
"422","00186D1681",201,"SGR_2",1.57740520689666,"T3minusT1",62
"423","00186D1681",201,"SGR_3",1.60265034389628,"T4minusT1",98
"424","00186D1681",201,"SGR_4",1.63692556004031,"T5minusT1",133
"425","00186D1681",201,"SGR_5",1.53007176120432,"T6minusT1",161
"426","00186D1681",201,"SGR_6",1.20670601245216,"T7minusT1",244
"427","00186D1682",152,"SGR_1",2.60587534192998,"T2minusT1",32
"428","00186D1682",152,"SGR_2",2.97759612333377,"T3minusT1",62
"429","00186D1682",152,"SGR_3",2.76226831600104,"T4minusT1",98
"430","00186D1682",152,"SGR_4",2.52473145057144,"T5minusT1",133
"431","00186D1682",152,"SGR_5",2.24779658094796,"T6minusT1",161
"432","00186D1682",152,"SGR_6",1.88848206421346,"T7minusT1",244
"433","00186D1683",152,"SGR_1",3.16959751571222,"T2minusT1",32
"434","00186D1683",152,"SGR_2",2.89209956301837,"T3minusT1",62
"435","00186D1683",152,"SGR_3",2.42837881355307,"T4minusT1",98
"436","00186D1683",152,"SGR_4",2.12348336854551,"T5minusT1",133
"437","00186D1683",152,"SGR_5",1.97635891623837,"T6minusT1",161
"438","00186D1683",152,"SGR_6",1.77515821525223,"T7minusT1",244
"439","00186D1684",202,"SGR_1",1.73375280867012,"T2minusT1",32
"440","00186D1684",202,"SGR_2",0.691807841163405,"T3minusT1",62
"441","00186D1684",202,"SGR_3",0.953018655214932,"T4minusT1",98
"442","00186D1684",202,"SGR_4",0.878384837574697,"T5minusT1",133
"443","00186D1684",202,"SGR_5",0.737970609995608,"T6minusT1",161
"444","00186D1684",202,"SGR_6",0.615263055502768,"T7minusT1",244
"445","00186D1685",201,"SGR_1",2.43265876138286,"T2minusT1",32
"446","00186D1685",201,"SGR_2",1.72912473094953,"T3minusT1",62
"447","00186D1685",201,"SGR_3",1.94091673972712,"T4minusT1",98
"448","00186D1685",201,"SGR_4",1.86548633149133,"T5minusT1",133
"449","00186D1685",201,"SGR_5",1.77533484125099,"T6minusT1",161
"450","00186D1685",201,"SGR_6",1.34842306880816,"T7minusT1",244
"451","00186D1686",202,"SGR_1",3.42875186768685,"T2minusT1",32
"452","00186D1686",202,"SGR_2",2.13525356232713,"T3minusT1",62
"453","00186D1686",202,"SGR_3",NA,"T4minusT1",NA
"454","00186D1686",202,"SGR_4",NA,"T5minusT1",NA
"455","00186D1686",202,"SGR_5",NA,"T6minusT1",NA
"456","00186D1686",202,"SGR_6",NA,"T7minusT1",NA
"457","00186D1687",202,"SGR_1",1.81427452121228,"T2minusT1",32
"458","00186D1687",202,"SGR_2",1.93323290933092,"T3minusT1",62
"459","00186D1687",202,"SGR_3",1.94598996304647,"T4minusT1",98
"460","00186D1687",202,"SGR_4",NA,"T5minusT1",NA
"461","00186D1687",202,"SGR_5",NA,"T6minusT1",NA
"462","00186D1687",202,"SGR_6",NA,"T7minusT1",NA
"463","00186D1688",151,"SGR_1",1.96445135440793,"T2minusT1",32
"464","00186D1688",151,"SGR_2",2.45559639746744,"T3minusT1",62
"465","00186D1688",151,"SGR_3",2.53174336777082,"T4minusT1",98
"466","00186D1688",151,"SGR_4",2.2567270057519,"T5minusT1",133
"467","00186D1688",151,"SGR_5",2.18045875047095,"T6minusT1",161
"468","00186D1688",151,"SGR_6",1.82681210050215,"T7minusT1",244
"469","00186D1689",202,"SGR_1",2.33176703560192,"T2minusT1",32
"470","00186D1689",202,"SGR_2",2.01962536270119,"T3minusT1",62
"471","00186D1689",202,"SGR_3",2.0960751494874,"T4minusT1",98
"472","00186D1689",202,"SGR_4",NA,"T5minusT1",NA
"473","00186D1689",202,"SGR_5",NA,"T6minusT1",NA
"474","00186D1689",202,"SGR_6",NA,"T7minusT1",NA
"475","00186D168A",202,"SGR_1",2.08837794339829,"T2minusT1",32
"476","00186D168A",202,"SGR_2",1.48886304429763,"T3minusT1",62
"477","00186D168A",202,"SGR_3",1.95794162241654,"T4minusT1",98
"478","00186D168A",202,"SGR_4",2.06968294514851,"T5minusT1",133
"479","00186D168A",202,"SGR_5",2.01145128184574,"T6minusT1",161
"480","00186D168A",202,"SGR_6",1.70372827070844,"T7minusT1",244
"481","00186D168B",152,"SGR_1",2.74801954905775,"T2minusT1",32
"482","00186D168B",152,"SGR_2",2.62985368435884,"T3minusT1",62
"483","00186D168B",152,"SGR_3",2.22801295271962,"T4minusT1",98
"484","00186D168B",152,"SGR_4",2.07861756076171,"T5minusT1",133
"485","00186D168B",152,"SGR_5",1.99606657374287,"T6minusT1",161
"486","00186D168B",152,"SGR_6",1.73638615823646,"T7minusT1",244
"487","00186D168C",151,"SGR_1",2.92548056062416,"T2minusT1",32
"488","00186D168C",151,"SGR_2",3.08557046403202,"T3minusT1",62
"489","00186D168C",151,"SGR_3",NA,"T4minusT1",NA
"490","00186D168C",151,"SGR_4",NA,"T5minusT1",NA
"491","00186D168C",151,"SGR_5",NA,"T6minusT1",NA
"492","00186D168C",151,"SGR_6",NA,"T7minusT1",NA
"493","00186D168D",201,"SGR_1",2.78350532497134,"T2minusT1",32
"494","00186D168D",201,"SGR_2",2.11772997710025,"T3minusT1",62
"495","00186D168D",201,"SGR_3",2.13485570914391,"T4minusT1",98
"496","00186D168D",201,"SGR_4",NA,"T5minusT1",NA
"497","00186D168D",201,"SGR_5",NA,"T6minusT1",NA
"498","00186D168D",201,"SGR_6",NA,"T7minusT1",NA
"499","00186D168E",151,"SGR_1",3.03983412891338,"T2minusT1",32
"500","00186D168E",151,"SGR_2",2.84072902978734,"T3minusT1",62
"501","00186D168E",151,"SGR_3",2.62857183710381,"T4minusT1",98
"502","00186D168E",151,"SGR_4",2.42286202419879,"T5minusT1",133
"503","00186D168E",151,"SGR_5",2.28747130932223,"T6minusT1",161
"504","00186D168E",151,"SGR_6",2.10542102158184,"T7minusT1",190
"505","00186D168F",152,"SGR_1",2.81757188781784,"T2minusT1",23
"506","00186D168F",152,"SGR_2",NA,"T3minusT1",NA
"507","00186D168F",152,"SGR_3",NA,"T4minusT1",NA
"508","00186D168F",152,"SGR_4",NA,"T5minusT1",NA
"509","00186D168F",152,"SGR_5",NA,"T6minusT1",NA
"510","00186D168F",152,"SGR_6",NA,"T7minusT1",NA
"511","00186D1690",151,"SGR_1",2.96849868708196,"T2minusT1",32
"512","00186D1690",151,"SGR_2",3.16439224705585,"T3minusT1",62
"513","00186D1690",151,"SGR_3",2.57239120614894,"T4minusT1",98
"514","00186D1690",151,"SGR_4",2.3754168532699,"T5minusT1",133
"515","00186D1690",151,"SGR_5",2.28675706114068,"T6minusT1",161
"516","00186D1690",151,"SGR_6",1.92487070106966,"T7minusT1",244
"517","00186D1691",152,"SGR_1",2.56653964664324,"T2minusT1",32
"518","00186D1691",152,"SGR_2",2.76607439431258,"T3minusT1",62
"519","00186D1691",152,"SGR_3",2.50713469788373,"T4minusT1",98
"520","00186D1691",152,"SGR_4",2.30497807482388,"T5minusT1",133
"521","00186D1691",152,"SGR_5",2.07735881259814,"T6minusT1",161
"522","00186D1691",152,"SGR_6",1.67752601675544,"T7minusT1",244
"523","00186D1692",151,"SGR_1",2.36898964192929,"T2minusT1",32
"524","00186D1692",151,"SGR_2",2.61707202130332,"T3minusT1",62
"525","00186D1692",151,"SGR_3",NA,"T4minusT1",NA
"526","00186D1692",151,"SGR_4",NA,"T5minusT1",NA
"527","00186D1692",151,"SGR_5",NA,"T6minusT1",NA
"528","00186D1692",151,"SGR_6",1.77982752750696,"T7minusT1",244
"529","00186D1693",201,"SGR_1",2.60044847070386,"T2minusT1",27
"530","00186D1693",201,"SGR_2",NA,"T3minusT1",NA
"531","00186D1693",201,"SGR_3",NA,"T4minusT1",NA
"532","00186D1693",201,"SGR_4",NA,"T5minusT1",NA
"533","00186D1693",201,"SGR_5",NA,"T6minusT1",NA
"534","00186D1693",201,"SGR_6",NA,"T7minusT1",NA
"535","00186D1694",202,"SGR_1",3.25337777967607,"T2minusT1",32
"536","00186D1694",202,"SGR_2",2.84072902978734,"T3minusT1",62
"537","00186D1694",202,"SGR_3",2.55234885013185,"T4minusT1",98
"538","00186D1694",202,"SGR_4",2.28346256073808,"T5minusT1",133
"539","00186D1694",202,"SGR_5",2.09287447649282,"T6minusT1",161
"540","00186D1694",202,"SGR_6",1.84438340241391,"T7minusT1",198
"541","00186D1695",151,"SGR_1",2.49453483760647,"T2minusT1",32
"542","00186D1695",151,"SGR_2",2.52748116930888,"T3minusT1",62
"543","00186D1695",151,"SGR_3",2.11146501871859,"T4minusT1",98
"544","00186D1695",151,"SGR_4",1.96473910137707,"T5minusT1",133
"545","00186D1695",151,"SGR_5",1.96659965959352,"T6minusT1",161
"546","00186D1695",151,"SGR_6",1.70884898200243,"T7minusT1",244
"547","00186D1696",201,"SGR_1",2.823414013022,"T2minusT1",32
"548","00186D1696",201,"SGR_2",1.9505589297542,"T3minusT1",62
"549","00186D1696",201,"SGR_3",1.8771262384176,"T4minusT1",98
"550","00186D1696",201,"SGR_4",1.76055238941757,"T5minusT1",133
"551","00186D1696",201,"SGR_5",1.73206247037949,"T6minusT1",161
"552","00186D1696",201,"SGR_6",1.35605246515365,"T7minusT1",244
"553","00186D1697",151,"SGR_1",2.71575423788097,"T2minusT1",32
"554","00186D1697",151,"SGR_2",3.00935971275973,"T3minusT1",62
"555","00186D1697",151,"SGR_3",2.69138661113635,"T4minusT1",98
"556","00186D1697",151,"SGR_4",2.44973211146466,"T5minusT1",133
"557","00186D1697",151,"SGR_5",2.26630409081756,"T6minusT1",161
"558","00186D1697",151,"SGR_6",1.82497671881092,"T7minusT1",244
"559","00186D1698",152,"SGR_1",2.65439656524664,"T2minusT1",32
"560","00186D1698",152,"SGR_2",3.31705596271683,"T3minusT1",62
"561","00186D1698",152,"SGR_3",NA,"T4minusT1",NA
"562","00186D1698",152,"SGR_4",NA,"T5minusT1",NA
"563","00186D1698",152,"SGR_5",NA,"T6minusT1",NA
"564","00186D1698",152,"SGR_6",NA,"T7minusT1",NA
"565","00186D1699",152,"SGR_1",2.2648854627046,"T2minusT1",32
"566","00186D1699",152,"SGR_2",2.73674122572782,"T3minusT1",62
"567","00186D1699",152,"SGR_3",2.58452304179064,"T4minusT1",98
"568","00186D1699",152,"SGR_4",NA,"T5minusT1",NA
"569","00186D1699",152,"SGR_5",NA,"T6minusT1",NA
"570","00186D1699",152,"SGR_6",NA,"T7minusT1",NA
"571","00186D169A",152,"SGR_1",2.90479818648632,"T2minusT1",32
"572","00186D169A",152,"SGR_2",3.15835270102758,"T3minusT1",62
"573","00186D169A",152,"SGR_3",2.85304379046376,"T4minusT1",98
"574","00186D169A",152,"SGR_4",2.4854851189724,"T5minusT1",133
"575","00186D169A",152,"SGR_5",2.30463881689786,"T6minusT1",161
"576","00186D169A",152,"SGR_6",1.91738043236367,"T7minusT1",244
"577","00186D169B",151,"SGR_1",3.55213757890365,"T2minusT1",32
"578","00186D169B",151,"SGR_2",3.39919407521758,"T3minusT1",62
"579","00186D169B",151,"SGR_3",2.76629371484935,"T4minusT1",98
"580","00186D169B",151,"SGR_4",2.68306724242848,"T5minusT1",133
"581","00186D169B",151,"SGR_5",2.39412825779557,"T6minusT1",161
"582","00186D169B",151,"SGR_6",2.01223341791834,"T7minusT1",244
"583","00186D169C",152,"SGR_1",2.90479818648632,"T2minusT1",32
"584","00186D169C",152,"SGR_2",3.20018352828537,"T3minusT1",62
"585","00186D169C",152,"SGR_3",2.78777047674232,"T4minusT1",98
"586","00186D169C",152,"SGR_4",NA,"T5minusT1",NA
"587","00186D169C",152,"SGR_5",NA,"T6minusT1",NA
"588","00186D169C",152,"SGR_6",NA,"T7minusT1",NA
"589","00186D169D",151,"SGR_1",3.83408992430587,"T2minusT1",32
"590","00186D169D",151,"SGR_2",3.21974517335128,"T3minusT1",62
"591","00186D169D",151,"SGR_3",2.7042448938569,"T4minusT1",98
"592","00186D169D",151,"SGR_4",2.44147178904799,"T5minusT1",133
"593","00186D169D",151,"SGR_5",2.28731265645188,"T6minusT1",161
"594","00186D169D",151,"SGR_6",1.95757526546454,"T7minusT1",244
"595","00186D169E",152,"SGR_1",3.36083645926688,"T2minusT1",32
"596","00186D169E",152,"SGR_2",3.24445856052067,"T3minusT1",62
"597","00186D169E",152,"SGR_3",2.88520295541967,"T4minusT1",98
"598","00186D169E",152,"SGR_4",2.63328257251274,"T5minusT1",133
"599","00186D169E",152,"SGR_5",2.41587324415766,"T6minusT1",161
"600","00186D169E",152,"SGR_6",1.91633425919173,"T7minusT1",244
"601","00186D169F",151,"SGR_1",2.54271178937517,"T2minusT1",32
"602","00186D169F",151,"SGR_2",2.69479706308235,"T3minusT1",62
"603","00186D169F",151,"SGR_3",2.39123442449694,"T4minusT1",98
"604","00186D169F",151,"SGR_4",2.14399782296266,"T5minusT1",133
"605","00186D169F",151,"SGR_5",2.00229607612286,"T6minusT1",161
"606","00186D169F",151,"SGR_6",1.85622030130164,"T7minusT1",190
"607","00186D16A0",201,"SGR_1",2.56653964664324,"T2minusT1",32
"608","00186D16A0",201,"SGR_2",2.37729367879087,"T3minusT1",62
"609","00186D16A0",201,"SGR_3",2.10020116571663,"T4minusT1",98
"610","00186D16A0",201,"SGR_4",NA,"T5minusT1",NA
"611","00186D16A0",201,"SGR_5",NA,"T6minusT1",NA
"612","00186D16A0",201,"SGR_6",NA,"T7minusT1",NA
"613","00186D16A1",202,"SGR_1",2.37779066107073,"T2minusT1",32
"614","00186D16A1",202,"SGR_2",0.797479977603688,"T3minusT1",62
"615","00186D16A1",202,"SGR_3",0.465094710418978,"T4minusT1",98
"616","00186D16A1",202,"SGR_4",0.881252496480656,"T5minusT1",133
"617","00186D16A1",202,"SGR_5",1.04871689620925,"T6minusT1",161
"618","00186D16A1",202,"SGR_6",1.1708664242664,"T7minusT1",244
"619","00186D16A2",151,"SGR_1",2.38349877167774,"T2minusT1",32
"620","00186D16A2",151,"SGR_2",2.99989322024201,"T3minusT1",62
"621","00186D16A2",151,"SGR_3",2.82205364547916,"T4minusT1",98
"622","00186D16A2",151,"SGR_4",2.56523086682079,"T5minusT1",133
"623","00186D16A2",151,"SGR_5",2.37100147101013,"T6minusT1",161
"624","00186D16A2",151,"SGR_6",1.89364270233428,"T7minusT1",244
"625","00186D16A3",152,"SGR_1",3.05450487885108,"T2minusT1",32
"626","00186D16A3",152,"SGR_2",3.07114896816871,"T3minusT1",62
"627","00186D16A3",152,"SGR_3",2.82490866545957,"T4minusT1",98
"628","00186D16A3",152,"SGR_4",2.60362323380803,"T5minusT1",133
"629","00186D16A3",152,"SGR_5",2.42150696326693,"T6minusT1",161
"630","00186D16A3",152,"SGR_6",1.97071088920031,"T7minusT1",244
"631","00186D16A4",151,"SGR_1",2.9654928777854,"T2minusT1",32
"632","00186D16A4",151,"SGR_2",3.05897060108491,"T3minusT1",62
"633","00186D16A4",151,"SGR_3",2.80351401059626,"T4minusT1",98
"634","00186D16A4",151,"SGR_4",2.51714575686941,"T5minusT1",133
"635","00186D16A4",151,"SGR_5",2.31388571149447,"T6minusT1",161
"636","00186D16A4",151,"SGR_6",1.78335194634847,"T7minusT1",244
"637","00186D16A5",202,"SGR_1",1.96962839859378,"T2minusT1",32
"638","00186D16A5",202,"SGR_2",NA,"T3minusT1",NA
"639","00186D16A5",202,"SGR_3",NA,"T4minusT1",NA
"640","00186D16A5",202,"SGR_4",NA,"T5minusT1",NA
"641","00186D16A5",202,"SGR_5",NA,"T6minusT1",NA
"642","00186D16A5",202,"SGR_6",NA,"T7minusT1",NA
"643","00186D16A6",152,"SGR_1",1.72904650693906,"T2minusT1",32
"644","00186D16A6",152,"SGR_2",2.2452087040586,"T3minusT1",62
"645","00186D16A6",152,"SGR_3",2.17905666866762,"T4minusT1",98
"646","00186D16A6",152,"SGR_4",2.0207456008309,"T5minusT1",133
"647","00186D16A6",152,"SGR_5",1.8865839936554,"T6minusT1",161
"648","00186D16A6",152,"SGR_6",1.59820830676971,"T7minusT1",244
"649","00186D16A7",201,"SGR_1",3.15700432333301,"T2minusT1",32
"650","00186D16A7",201,"SGR_2",2.70186071838752,"T3minusT1",62
"651","00186D16A7",201,"SGR_3",2.49447154751741,"T4minusT1",98
"652","00186D16A7",201,"SGR_4",2.27370494329453,"T5minusT1",133
"653","00186D16A7",201,"SGR_5",1.96250710766379,"T6minusT1",161
"654","00186D16A7",201,"SGR_6",1.56438536166523,"T7minusT1",244
"655","00186D16A8",151,"SGR_1",2.59875808618619,"T2minusT1",32
"656","00186D16A8",151,"SGR_2",2.70346196987785,"T3minusT1",62
"657","00186D16A8",151,"SGR_3",2.17949744047052,"T4minusT1",98
"658","00186D16A8",151,"SGR_4",2.01642202328078,"T5minusT1",133
"659","00186D16A8",151,"SGR_5",2.05526285310071,"T6minusT1",161
"660","00186D16A8",151,"SGR_6",1.6902690182657,"T7minusT1",244
"661","00186D16A9",201,"SGR_1",1.8538068771883,"T2minusT1",32
"662","00186D16A9",201,"SGR_2",2.26114356012683,"T3minusT1",62
"663","00186D16A9",201,"SGR_3",2.23201742374142,"T4minusT1",98
"664","00186D16A9",201,"SGR_4",2.15983466277547,"T5minusT1",133
"665","00186D16A9",201,"SGR_5",1.92536637296818,"T6minusT1",161
"666","00186D16A9",201,"SGR_6",1.50198206112278,"T7minusT1",244
"667","00186D16AA",152,"SGR_1",3.42875186768685,"T2minusT1",32
"668","00186D16AA",152,"SGR_2",3.1953156080327,"T3minusT1",62
"669","00186D16AA",152,"SGR_3",2.75775116605455,"T4minusT1",98
"670","00186D16AA",152,"SGR_4",NA,"T5minusT1",NA
"671","00186D16AA",152,"SGR_5",NA,"T6minusT1",NA
"672","00186D16AA",152,"SGR_6",NA,"T7minusT1",NA
"673","00186D16AB",151,"SGR_1",3.33035002536772,"T2minusT1",32
"674","00186D16AB",151,"SGR_2",3.21608021855624,"T3minusT1",62
"675","00186D16AB",151,"SGR_3",2.8618268180002,"T4minusT1",98
"676","00186D16AB",151,"SGR_4",NA,"T5minusT1",NA
"677","00186D16AB",151,"SGR_5",NA,"T6minusT1",NA
"678","00186D16AB",151,"SGR_6",NA,"T7minusT1",NA
"679","00186D16AC",201,"SGR_1",1.39030341330622,"T2minusT1",32
"680","00186D16AC",201,"SGR_2",0.772198567328863,"T3minusT1",62
"681","00186D16AC",201,"SGR_3",3.27138451224349,"T4minusT1",98
"682","00186D16AC",201,"SGR_4",NA,"T5minusT1",NA
"683","00186D16AC",201,"SGR_5",NA,"T6minusT1",NA
"684","00186D16AC",201,"SGR_6",NA,"T7minusT1",NA
"685","00186D16AD",151,"SGR_1",3.13080711036935,"T2minusT1",32
"686","00186D16AD",151,"SGR_2",3.13341836290217,"T3minusT1",62
"687","00186D16AD",151,"SGR_3",NA,"T4minusT1",NA
"688","00186D16AD",151,"SGR_4",NA,"T5minusT1",NA
"689","00186D16AD",151,"SGR_5",NA,"T6minusT1",NA
"690","00186D16AD",151,"SGR_6",NA,"T7minusT1",NA
"691","00186D16AE",152,"SGR_1",3.49277670798647,"T2minusT1",32
"692","00186D16AE",152,"SGR_2",3.85537437901835,"T3minusT1",62
"693","00186D16AE",152,"SGR_3",3.43965617242099,"T4minusT1",98
"694","00186D16AE",152,"SGR_4",3.03564708937172,"T5minusT1",133
"695","00186D16AE",152,"SGR_5",2.68242661554967,"T6minusT1",161
"696","00186D16AE",152,"SGR_6",2.12047383927785,"T7minusT1",244
"697","00186D16AF",151,"SGR_1",4.31424825709195,"T2minusT1",32
"698","00186D16AF",151,"SGR_2",3.78367193526972,"T3minusT1",62
"699","00186D16AF",151,"SGR_3",3.15996272178574,"T4minusT1",98
"700","00186D16AF",151,"SGR_4",2.88771606461111,"T5minusT1",133
"701","00186D16AF",151,"SGR_5",2.65545752365399,"T6minusT1",161
"702","00186D16AF",151,"SGR_6",2.39111704603292,"T7minusT1",190
"703","00186D16B0",152,"SGR_1",1.2751399143162,"T2minusT1",32
"704","00186D16B0",152,"SGR_2",1.54734743088145,"T3minusT1",62
"705","00186D16B0",152,"SGR_3",1.76330316058395,"T4minusT1",98
"706","00186D16B0",152,"SGR_4",NA,"T5minusT1",NA
"707","00186D16B0",152,"SGR_5",NA,"T6minusT1",NA
"708","00186D16B0",152,"SGR_6",NA,"T7minusT1",NA
"709","00186D16B1",202,"SGR_1",1.74018209343303,"T2minusT1",32
"710","00186D16B1",202,"SGR_2",1.20794790930432,"T3minusT1",62
"711","00186D16B1",202,"SGR_3",1.18028406968835,"T4minusT1",98
"712","00186D16B1",202,"SGR_4",1.73006415249606,"T5minusT1",133
"713","00186D16B1",202,"SGR_5",1.72016805298876,"T6minusT1",161
"714","00186D16B1",202,"SGR_6",1.4813131845534,"T7minusT1",244
"715","00186D16B2",202,"SGR_1",2.53903068359895,"T2minusT1",32
"716","00186D16B2",202,"SGR_2",1.98597988585385,"T3minusT1",62
"717","00186D16B2",202,"SGR_3",2.0054672154046,"T4minusT1",98
"718","00186D16B2",202,"SGR_4",1.98702823670147,"T5minusT1",133
"719","00186D16B2",202,"SGR_5",1.90667769167661,"T6minusT1",161
"720","00186D16B2",202,"SGR_6",1.56732974321716,"T7minusT1",244
"721","00186D16B3",151,"SGR_1",2.7337181795458,"T2minusT1",32
"722","00186D16B3",151,"SGR_2",2.84805427810941,"T3minusT1",62
"723","00186D16B3",151,"SGR_3",2.54518199178273,"T4minusT1",98
"724","00186D16B3",151,"SGR_4",NA,"T5minusT1",NA
"725","00186D16B3",151,"SGR_5",NA,"T6minusT1",NA
"726","00186D16B3",151,"SGR_6",NA,"T7minusT1",NA
"727","00186D16B4",151,"SGR_1",NA,"T2minusT1",NA
"728","00186D16B4",151,"SGR_2",NA,"T3minusT1",NA
"729","00186D16B4",151,"SGR_3",NA,"T4minusT1",NA
"730","00186D16B4",151,"SGR_4",NA,"T5minusT1",NA
"731","00186D16B4",151,"SGR_5",NA,"T6minusT1",NA
"732","00186D16B4",151,"SGR_6",NA,"T7minusT1",NA
"733","00186D16B5",201,"SGR_1",1.7092059977676,"T2minusT1",32
"734","00186D16B5",201,"SGR_2",1.33818990603938,"T3minusT1",62
"735","00186D16B5",201,"SGR_3",1.9505258577041,"T4minusT1",98
"736","00186D16B5",201,"SGR_4",2.10461216901263,"T5minusT1",133
"737","00186D16B5",201,"SGR_5",2.00817053267033,"T6minusT1",161
"738","00186D16B5",201,"SGR_6",1.8611892122546,"T7minusT1",190
"739","00186D16B6",152,"SGR_1",3.75197080318777,"T2minusT1",32
"740","00186D16B6",152,"SGR_2",3.22196645788773,"T3minusT1",62
"741","00186D16B6",152,"SGR_3",2.76111538714126,"T4minusT1",98
"742","00186D16B6",152,"SGR_4",2.45412138395906,"T5minusT1",133
"743","00186D16B6",152,"SGR_5",2.22895438786122,"T6minusT1",161
"744","00186D16B6",152,"SGR_6",1.88323964943795,"T7minusT1",244
"745","00186D16B7",151,"SGR_1",3.03100049706526,"T2minusT1",32
"746","00186D16B7",151,"SGR_2",3.21194763349679,"T3minusT1",62
"747","00186D16B7",151,"SGR_3",2.95463732204262,"T4minusT1",98
"748","00186D16B7",151,"SGR_4",2.78887271964556,"T5minusT1",133
"749","00186D16B7",151,"SGR_5",2.5825482741435,"T6minusT1",161
"750","00186D16B7",151,"SGR_6",2.08195858189832,"T7minusT1",244
"751","00186D16B8",152,"SGR_1",2.90479818648632,"T2minusT1",32
"752","00186D16B8",152,"SGR_2",2.98167210535554,"T3minusT1",62
"753","00186D16B8",152,"SGR_3",2.28826281420611,"T4minusT1",98
"754","00186D16B8",152,"SGR_4",2.07764787679534,"T5minusT1",133
"755","00186D16B8",152,"SGR_5",1.63183659450157,"T6minusT1",161
"756","00186D16B8",152,"SGR_6",1.63399876936818,"T7minusT1",244
"757","00186D16B9",202,"SGR_1",2.79201425045448,"T2minusT1",32
"758","00186D16B9",202,"SGR_2",2.18849800575842,"T3minusT1",62
"759","00186D16B9",202,"SGR_3",2.12642539790153,"T4minusT1",98
"760","00186D16B9",202,"SGR_4",2.06751075841949,"T5minusT1",133
"761","00186D16B9",202,"SGR_5",1.92338794626428,"T6minusT1",161
"762","00186D16B9",202,"SGR_6",1.82259974414682,"T7minusT1",190
"763","00186D16BA",202,"SGR_1",3.39330440516858,"T2minusT1",32
"764","00186D16BA",202,"SGR_2",2.61979140977264,"T3minusT1",62
"765","00186D16BA",202,"SGR_3",2.26386960602194,"T4minusT1",98
"766","00186D16BA",202,"SGR_4",NA,"T5minusT1",NA
"767","00186D16BA",202,"SGR_5",NA,"T6minusT1",NA
"768","00186D16BA",202,"SGR_6",NA,"T7minusT1",NA
"769","00186D16BB",202,"SGR_1",3.61046195923336,"T2minusT1",32
"770","00186D16BB",202,"SGR_2",3.16171066680633,"T3minusT1",62
"771","00186D16BB",202,"SGR_3",2.59671940971771,"T4minusT1",98
"772","00186D16BB",202,"SGR_4",2.353250432843,"T5minusT1",133
"773","00186D16BB",202,"SGR_5",2.11472686114824,"T6minusT1",161
"774","00186D16BB",202,"SGR_6",1.94075039226991,"T7minusT1",190
"775","00186D16BC",201,"SGR_1",2.79479424141338,"T2minusT1",26
"776","00186D16BC",201,"SGR_2",NA,"T3minusT1",NA
"777","00186D16BC",201,"SGR_3",NA,"T4minusT1",NA
"778","00186D16BC",201,"SGR_4",NA,"T5minusT1",NA
"779","00186D16BC",201,"SGR_5",NA,"T6minusT1",NA
"780","00186D16BC",201,"SGR_6",NA,"T7minusT1",NA
"781","00186D16BD",201,"SGR_1",2.58198760778205,"T2minusT1",32
"782","00186D16BD",201,"SGR_2",1.29268942690708,"T3minusT1",62
"783","00186D16BD",201,"SGR_3",1.28009582620292,"T4minusT1",98
"784","00186D16BD",201,"SGR_4",1.6082854880521,"T5minusT1",133
"785","00186D16BD",201,"SGR_5",1.65071022617742,"T6minusT1",161
