"","X","TAGNUMBER","tank","condition1","WEIGHT","condition2","LENGTH","time_step","TIME","condition4","Days_in_Exp","ConditionFactor","temp","rdate","ConditionFactor_relative","residuals","residuals.log"
"577",577,"00186D1683","152","WEIGHT_1",1.4,"LENGTH_1",51,"T1","2021-07-29","Day_in_Exp_T1",0,1.05540101469269,"15",2021-07-29,0.918912252709624,0.035676654076676,0.0186111102024372
"578",578,"00186D1683","152","WEIGHT_2",3.8,"LENGTH_2",71,"T2","2021-08-30","Day_in_Exp_T2",20,1.06171646023732,"15",2021-08-30,0.898776256359508,0.0274666944491675,0.0146919160414083
"579",579,"00186D1683","152","WEIGHT_3",8.2,"LENGTH_3",91,"T3","2021-09-29","Day_in_Exp_T3",62,1.08815227762215,"15",2021-09-29,0.901926520173999,0.027355622904273,0.014479821325173
"580",580,"00186D1683","152","WEIGHT_4",14.7,"LENGTH_4",112,"T4","2021-11-04","Day_in_Exp_T4",98,1.04631696428571,"15",2021-11-04,0.852078750477806,-0.0272135658914648,-0.0123746989874134
"581",581,"00186D1683","152","WEIGHT_5",22.9,"LENGTH_5",130,"T5","2021-12-09","Day_in_Exp_T5",133,1.04233045061447,"15",2021-12-09,0.83814708800735,-0.0435218974621783,-0.0203238574003049
"582",582,"00186D1683","152","WEIGHT_6",32.7,"LENGTH_6",147,"T6","2022-01-06","Day_in_Exp_T6",161,1.02942745889137,"15",2022-01-06,0.819169501966697,-0.0525586802799505,-0.0220085182386908
"584",584,"00186D1683","152","WEIGHT_8",102.5,"LENGTH_8",216,"T8","2022-03-30","Day_in_Exp_T8",244,1.01709755880709,"15",2022-03-30,0.78331067124782,-0.0759833511735039,-0.0383814704607814
"585",585,"00186D1684","202","WEIGHT_1",1.5,"LENGTH_1",53,"T1","2021-07-29","Day_in_Exp_T1",0,1.00754313963876,"20",2021-07-29,0.874379971917597,0.0304618788860227,0.0164355017350538
"586",586,"00186D1684","202","WEIGHT_2",2.6,"LENGTH_2",63,"T2","2021-08-30","Day_in_Exp_T2",20,1.03980451675085,"20",2021-08-30,0.88921699177522,-0.00861731862922099,-0.00132215978645799
"587",587,"00186D1684","202","WEIGHT_3",2.3,"LENGTH_3",63,"T3","2021-09-29","Day_in_Exp_T3",62,0.919827072510368,"20",2021-09-29,0.786615031185771,-0.0575310946091392,-0.029308630738131
"588",588,"00186D1684","202","WEIGHT_4",3.8,"LENGTH_4",70,"T4","2021-11-04","Day_in_Exp_T4",98,1.10787172011662,"20",2021-11-04,0.938979570078737,0.033449249232803,0.0199198790281379
"589",589,"00186D1684","202","WEIGHT_5",4.8,"LENGTH_5",78,"T5","2021-12-09","Day_in_Exp_T5",133,1.01148030142113,"20",2021-12-09,0.849433506563944,-0.0405169620230311,-0.0170052198604663
"590",590,"00186D1684","202","WEIGHT_6",4.9,"LENGTH_6",79,"T6","2022-01-06","Day_in_Exp_T6",161,0.993836187400997,"20",2022-01-06,0.833712865504316,-0.0454708383348363,-0.0198516903115587
"592",592,"00186D1684","202","WEIGHT_8",6.7,"LENGTH_8",90,"T8","2022-03-30","Day_in_Exp_T8",244,0.919067215363512,"20",2022-03-30,0.762494404645581,-0.109936311625985,-0.0512476672046094
"593",593,"00186D1685","201","WEIGHT_1",1.9,"LENGTH_1",56,"T1","2021-07-29","Day_in_Exp_T1",0,1.08190597667638,"20",2021-07-29,0.934530624268352,0.0527091823220069,0.0250346378306064
"594",594,"00186D1685","201","WEIGHT_2",4.1,"LENGTH_2",72,"T2","2021-08-30","Day_in_Exp_T2",20,1.09846536351166,"20",2021-08-30,0.928780535359923,-0.00695712395928827,-0.00271100766960537
"595",595,"00186D1685","201","WEIGHT_3",5.5,"LENGTH_3",79,"T3","2021-09-29","Day_in_Exp_T3",62,1.11553041442969,"20",2021-09-29,0.935800155157906,0.0537506804482244,0.0258180409659065
"596",596,"00186D1685","201","WEIGHT_4",12.5,"LENGTH_4",105,"T4","2021-11-04","Day_in_Exp_T4",98,1.07979699816435,"20",2021-11-04,0.884180688873509,-0.0592529808871953,-0.0264894389732936
"597",597,"00186D1685","201","WEIGHT_5",22.2,"LENGTH_5",128,"T5","2021-12-09","Day_in_Exp_T5",133,1.05857849121094,"20",2021-12-09,0.852334795018064,-0.075519022483682,-0.035818590054858
"598",598,"00186D1685","201","WEIGHT_6",32.3,"LENGTH_6",142,"T6","2022-01-06","Day_in_Exp_T6",161,1.12807373900215,"20",2022-01-06,0.900311877980371,-0.0167751747735522,-0.00676941400558795
"600",600,"00186D1685","201","WEIGHT_8",49.9,"LENGTH_8",165,"T8","2022-03-30","Day_in_Exp_T8",244,1.11083284637004,"20",2022-03-30,0.875311385882489,-0.0350226793038482,-0.0116159507675307
"601",601,"00186D1686","202","WEIGHT_1",1.7,"LENGTH_1",54,"T1","2021-07-29","Day_in_Exp_T1",0,1.07961184778743,"20",2021-07-29,0.93543619972302,0.00380873508679258,0.00243621949142361
"602",602,"00186D1686","202","WEIGHT_2",5,"LENGTH_2",73,"T2","2021-08-30","Day_in_Exp_T2",20,1.28529087417774,"20",2021-08-30,1.08547288892294,0.0999292069138473,0.0419758149406367
"603",603,"00186D1686","202","WEIGHT_3",6.3,"LENGTH_3",84,"T3","2021-09-29","Day_in_Exp_T3",62,1.06292517006803,"20",2021-09-29,0.887031314768916,-0.0448241826306469,-0.0204451729695468
"609",609,"00186D1687","202","WEIGHT_1",1.8,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,0.971958983330903,"20",2021-07-29,0.838298280519013,-0.0529996025704778,-0.0257964417563545
"610",610,"00186D1687","202","WEIGHT_2",3.2,"LENGTH_2",67,"T2","2021-08-30","Day_in_Exp_T2",20,1.06396066005459,"20",2021-08-30,0.90512635780838,-0.0400877426539771,-0.0175510182129513
"611",611,"00186D1687","202","WEIGHT_3",5.9,"LENGTH_3",81,"T3","2021-09-29","Day_in_Exp_T3",62,1.11018908966376,"20",2021-09-29,0.929342350133147,0.0378164342803201,0.0191745392022542
"612",612,"00186D1687","202","WEIGHT_4",11.9,"LENGTH_4",101,"T4","2021-11-04","Day_in_Exp_T4",98,1.1550022760339,"20",2021-11-04,0.948889242893458,-0.00402086801039125,0.000548941620557242
"617",617,"00186D1688","151","WEIGHT_1",2.2,"LENGTH_1",59,"T1","2021-07-29","Day_in_Exp_T1",0,1.07119033591555,"15",2021-07-29,0.921179415855188,-0.0169871142121854,-0.00694602516305472
"618",618,"00186D1688","151","WEIGHT_2",4.1,"LENGTH_2",75,"T2","2021-08-30","Day_in_Exp_T2",20,0.971851851851852,"15",2021-08-30,0.818879236260607,-0.107361257084159,-0.0523671334762926
"619",619,"00186D1688","151","WEIGHT_3",9.9,"LENGTH_3",99,"T3","2021-09-29","Day_in_Exp_T3",62,1.02030405060708,"15",2021-09-29,0.839654498849344,-0.0898473298548078,-0.0432180343394404
"620",620,"00186D1688","151","WEIGHT_4",25.5,"LENGTH_4",122,"T4","2021-11-04","Day_in_Exp_T4",98,1.40430256276957,"15",2021-11-04,1.135324742826,0.201101495022302,0.0856383511486989
"621",621,"00186D1688","151","WEIGHT_5",42.8,"LENGTH_5",153,"T5","2021-12-09","Day_in_Exp_T5",133,1.19500432351447,"15",2021-12-09,0.947699616629648,0.0110996997256938,0.00639928921169945
"622",622,"00186D1688","151","WEIGHT_6",70.9,"LENGTH_6",184,"T6","2022-01-06","Day_in_Exp_T6",161,1.13813234568916,"15",2022-01-06,0.888552823407409,-0.0381062902736641,-0.0133263598577858
"624",624,"00186D1688","151","WEIGHT_8",182.3,"LENGTH_8",240,"T8","2022-03-30","Day_in_Exp_T8",244,1.31872106481481,"15",2022-03-30,1.00654915357897,0.09232419972322,0.0438921565671603
"625",625,"00186D1689","202","WEIGHT_1",2.2,"LENGTH_1",58,"T1","2021-07-29","Day_in_Exp_T1",0,1.12755750543278,"20",2021-07-29,0.971062807664894,0.0259986409977259,0.0114611428419424
"626",626,"00186D1689","202","WEIGHT_2",4.6,"LENGTH_2",73,"T2","2021-08-30","Day_in_Exp_T2",20,1.18246760424352,"20",2021-08-30,0.998635057809106,-0.000345326230928977,-0.00144458271941802
"627",627,"00186D1689","202","WEIGHT_3",7.6,"LENGTH_3",86,"T3","2021-09-29","Day_in_Exp_T3",62,1.19486334536582,"20",2021-09-29,0.995143865557888,0.0498516661273843,0.0222935202665515
"628",628,"00186D1689","202","WEIGHT_4",16.8,"LENGTH_4",110,"T4","2021-11-04","Day_in_Exp_T4",98,1.26220886551465,"20",2021-11-04,1.02946799162192,0.0227915971403911,0.00935510563163957
"633",633,"00186D168A","202","WEIGHT_1",1.6,"LENGTH_1",53,"T1","2021-07-29","Day_in_Exp_T1",0,1.07471268228135,"20",2021-07-29,0.932671970045437,0.0355526688016017,0.0165294609867563
"634",634,"00186D168A","202","WEIGHT_2",3.1,"LENGTH_2",65,"T2","2021-08-30","Day_in_Exp_T2",20,1.12881201638598,"20",2021-08-30,0.962773191025285,0.0117376724085837,0.00525931154954573
"635",635,"00186D168A","202","WEIGHT_3",4,"LENGTH_3",71,"T3","2021-09-29","Day_in_Exp_T3",62,1.11759627393402,"20",2021-09-29,0.946080269852114,0.0487329358449424,0.0229223494896499
"636",636,"00186D168A","202","WEIGHT_4",10.7,"LENGTH_4",98,"T4","2021-11-04","Day_in_Exp_T4",98,1.13685624187201,"20",2021-11-04,0.936378286080824,-0.0223532429773703,-0.00921969431936806
"637",637,"00186D168A","202","WEIGHT_5",24.4,"LENGTH_5",129,"T5","2021-12-09","Day_in_Exp_T5",133,1.13663413750199,"20",2021-12-09,0.914577620447436,-0.0285740563518007,-0.0128488022189162
"638",638,"00186D168A","202","WEIGHT_6",39.5,"LENGTH_6",154,"T6","2022-01-06","Day_in_Exp_T6",161,1.08152094153106,"20",2022-01-06,0.8572266650938,-0.0751582469576132,-0.03570728621163
"640",640,"00186D168A","202","WEIGHT_8",98.7,"LENGTH_8",203,"T8","2022-03-30","Day_in_Exp_T8",244,1.17985609102799,"20",2022-03-30,0.913464924223123,-0.0121670002607037,-0.000727216926284691
"641",641,"00186D168B","152","WEIGHT_1",2.1,"LENGTH_1",58,"T1","2021-07-29","Day_in_Exp_T1",0,1.07630489154947,"15",2021-07-29,0.926923589134672,0.0400790946475714,0.0204461517881963
"642",642,"00186D168B","152","WEIGHT_2",5,"LENGTH_2",78,"T2","2021-08-30","Day_in_Exp_T2",20,1.05362531398034,"15",2021-08-30,0.884826569337442,0.00990811157294902,0.00596362966843784
"643",643,"00186D168B","152","WEIGHT_3",10.5,"LENGTH_3",98,"T3","2021-09-29","Day_in_Exp_T3",62,1.11560659249122,"15",2021-09-29,0.918875888210155,0.0406960950862761,0.0206306692202271
"644",644,"00186D168B","152","WEIGHT_4",18.2,"LENGTH_4",120,"T4","2021-11-04","Day_in_Exp_T4",98,1.05324074074074,"15",2021-11-04,0.852701926003334,-0.0301992862200894,-0.0139920404603213
"645",645,"00186D168B","152","WEIGHT_5",32.4,"LENGTH_5",145,"T5","2021-12-09","Day_in_Exp_T5",133,1.06277420148428,"15",2021-12-09,0.846690570896017,-0.0385873104276645,-0.0178542251522811
"646",646,"00186D168B","152","WEIGHT_6",50.6,"LENGTH_6",169,"T6","2022-01-06","Day_in_Exp_T6",161,1.048311627827,"15",2022-01-06,0.82436592709493,-0.0509711510058698,-0.0211971106846316
"648",648,"00186D168B","152","WEIGHT_8",140.1,"LENGTH_8",238,"T8","2022-03-30","Day_in_Exp_T8",244,1.03921944457467,"15",2022-03-30,0.793776473366372,-0.0691264449091045,-0.0345521413758918
"649",649,"00186D168C","151","WEIGHT_1",3.1,"LENGTH_1",66,"T1","2021-07-29","Day_in_Exp_T1",0,1.0782758716643,"15",2021-07-29,0.918477776739997,0.0150276112162949,0.00851870690821081
"650",650,"00186D168C","151","WEIGHT_2",7.8,"LENGTH_2",91,"T2","2021-08-30","Day_in_Exp_T2",20,1.03507167871375,"15",2021-08-30,0.857930104555755,-0.0335940242453394,-0.0153947809628778
"651",651,"00186D168C","151","WEIGHT_3",20.4,"LENGTH_3",124,"T3","2021-09-29","Day_in_Exp_T3",62,1.06995401295693,"15",2021-09-29,0.863822016200709,-0.030963447959771,-0.0141540806132963
"657",657,"00186D168D","201","WEIGHT_1",2.7,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,1.13289248430734,"20",2021-07-29,0.970142212914426,0.0501794088259329,0.0230410305153295
"658",658,"00186D168D","201","WEIGHT_2",6.5,"LENGTH_2",83,"T2","2021-08-30","Day_in_Exp_T2",20,1.13678695038537,"20",2021-08-30,0.949636593930876,-0.0242424275304842,-0.0113021429696602
"659",659,"00186D168D","201","WEIGHT_3",9.9,"LENGTH_3",96,"T3","2021-09-29","Day_in_Exp_T3",62,1.11897786458333,"20",2021-09-29,0.92326939730446,0.00307856045263033,0.00172789703970584
"660",660,"00186D168D","201","WEIGHT_4",21.4,"LENGTH_4",121,"T4","2021-11-04","Day_in_Exp_T4",98,1.20797421031508,"20",2021-11-04,0.977284264007529,-0.00429076789532401,-0.0012450301610988
"665",665,"00186D168E","151","WEIGHT_1",2.8,"LENGTH_1",64,"T1","2021-07-29","Day_in_Exp_T1",0,1.068115234375,"15",2021-07-29,0.91220576292912,0.000908200273338267,0.000534280948656853
"666",666,"00186D168E","151","WEIGHT_2",7.3,"LENGTH_2",88,"T2","2021-08-30","Day_in_Exp_T2",20,1.07121055597295,"15",2021-08-30,0.890417765780484,-0.00895376015268978,-0.00426145667947207
"667",667,"00186D168E","151","WEIGHT_3",15.9,"LENGTH_3",112,"T3","2021-09-29","Day_in_Exp_T3",62,1.13173059402332,"15",2021-09-29,0.921636199496402,0.0190033382038426,0.00897259019536828
"668",668,"00186D168E","151","WEIGHT_4",35.6,"LENGTH_4",146,"T4","2021-11-04","Day_in_Exp_T4",98,1.14390887801818,"15",2021-11-04,0.910796677913191,0.00344239752108622,0.00167140564020445
"669",669,"00186D168E","151","WEIGHT_5",67.6,"LENGTH_5",181,"T5","2021-12-09","Day_in_Exp_T5",133,1.14001606478259,"15",2021-12-09,0.891267955947036,-0.0184629935453261,-0.00853140384300296
"670",670,"00186D168E","151","WEIGHT_6",106.8,"LENGTH_6",211,"T6","2022-01-06","Day_in_Exp_T6",161,1.1369042416854,"15",2022-01-06,0.877323733457297,-0.0224664128121843,-0.00711801354130114
"673",673,"00186D168F","152","WEIGHT_1",1.9,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.02595670462706,"15",2021-07-29,0.884870407214513,-0.0167339248989937,-0.0064770174896646
"674",674,"00186D168F","152","WEIGHT_2",3.6,"LENGTH_2",71,"T2","2021-08-21","Day_in_Exp_T2",20,1.00583664654062,"15",2021-08-21,0.851472242866902,-0.0382060525239974,-0.0174829362873048
"681",681,"00186D1690","151","WEIGHT_1",2,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.07995442592323,"15",2021-07-29,0.931442533910014,0.00888270663080892,0.00395773822150978
"682",682,"00186D1690","151","WEIGHT_2",5.1,"LENGTH_2",77,"T2","2021-08-30","Day_in_Exp_T2",20,1.11711530163208,"15",2021-08-30,0.939174492702512,0.0285407021459141,0.0132512186846069
"683",683,"00186D1690","151","WEIGHT_3",13.8,"LENGTH_3",107,"T3","2021-09-29","Day_in_Exp_T3",62,1.12649107010938,"15",2021-09-29,0.920937446376596,0.00704232046061237,0.00300340101522666
"684",684,"00186D1690","151","WEIGHT_4",24.1,"LENGTH_4",130,"T4","2021-11-04","Day_in_Exp_T4",98,1.09695038689122,"15",2021-11-04,0.882067459431316,-0.0365490855842119,-0.0178880285689704
"685",685,"00186D1690","151","WEIGHT_5",45.4,"LENGTH_5",160,"T5","2021-12-09","Day_in_Exp_T5",133,1.1083984375,"15",2021-12-09,0.875680555629818,-0.0453126584859687,-0.0218337869891937
"686",686,"00186D1690","151","WEIGHT_6",76.2,"LENGTH_6",188,"T6","2022-01-06","Day_in_Exp_T6",161,1.14678346801768,"15",2022-01-06,0.893671702180824,-0.0173807087120809,-0.00473968231887387
"688",688,"00186D1690","151","WEIGHT_8",209.6,"LENGTH_8",255,"T8","2022-03-30","Day_in_Exp_T8",244,1.26406887245479,"15",2022-03-30,0.959875311805168,0.0612570607375869,0.0293639126418365
"689",689,"00186D1691","152","WEIGHT_1",2.8,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,1.11978947957784,"15",2021-07-29,0.957618298834852,0.0534633919103542,0.025499282794635
"690",690,"00186D1691","152","WEIGHT_2",6.3,"LENGTH_2",84,"T2","2021-08-30","Day_in_Exp_T2",20,1.06292517006803,"15",2021-08-30,0.887031314768916,-0.0051975554329744,-0.0020509440939954
"691",691,"00186D1691","152","WEIGHT_3",15.2,"LENGTH_3",112,"T3","2021-09-29","Day_in_Exp_T3",62,1.08190597667638,"15",2021-09-29,0.881061020902221,-0.0144291846590553,-0.00671556901032513
"692",692,"00186D1691","152","WEIGHT_4",31.7,"LENGTH_4",141,"T4","2021-11-04","Day_in_Exp_T4",98,1.13084198498798,"15",2021-11-04,0.903063521517438,0.00285189685661746,0.00183364460820778
"693",693,"00186D1691","152","WEIGHT_5",58,"LENGTH_5",171,"T5","2021-12-09","Day_in_Exp_T5",133,1.15995105006569,"15",2021-12-09,0.911244653046456,0.00865635928537711,0.00496067385992371
"694",694,"00186D1691","152","WEIGHT_6",76.7,"LENGTH_6",190,"T6","2022-01-06","Day_in_Exp_T6",161,1.1182388103222,"15",2022-01-06,0.870643786619373,-0.0220037039188252,-0.00657200946096757
"696",696,"00186D1691","152","WEIGHT_8",162.2,"LENGTH_8",248,"T8","2022-03-30","Day_in_Exp_T8",244,1.06339792219127,"15",2022-03-30,0.809407854599329,-0.0708054761135456,-0.0351783202952901
"697",697,"00186D1692","151","WEIGHT_1",2.6,"LENGTH_1",60,"T1","2021-07-29","Day_in_Exp_T1",0,1.2037037037037,"15",2021-07-29,1.03365769137463,0.0832686728553397,0.0359489965216241
"698",698,"00186D1692","151","WEIGHT_2",5.5,"LENGTH_2",78,"T2","2021-08-30","Day_in_Exp_T2",20,1.15898784537838,"15",2021-08-30,0.973309226271186,0.0348462444744994,0.0155263536150712
"699",699,"00186D1692","151","WEIGHT_3",12.9,"LENGTH_3",105,"T3","2021-09-29","Day_in_Exp_T3",62,1.1143505021056,"15",2021-09-29,0.912474470917461,-0.0292498462386109,-0.0142354248814659
"704",704,"00186D1692","151","WEIGHT_8",192.5,"LENGTH_8",251,"T8","2022-03-30","Day_in_Exp_T8",244,1.21733348822453,"15",2022-03-30,0.925629746932886,-0.000817695374784377,0.000356977721598192
"705",705,"00186D1693","201","WEIGHT_1",2.3,"LENGTH_1",60,"T1","2021-07-29","Day_in_Exp_T1",0,1.06481481481481,"20",2021-07-29,0.914389496216022,0.0192126175240884,0.0104216408993891
"706",706,"00186D1693","201","WEIGHT_2",4.6,"LENGTH_2",76,"T2","2021-08-25","Day_in_Exp_T2",20,1.04789327890363,"20",2021-08-25,0.881957990953958,-0.067135105110842,-0.0303269012801135
"713",713,"00186D1694","202","WEIGHT_1",2.8,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,1.11978947957784,"20",2021-07-29,0.957618298834852,0.0267564450981816,0.0122762849660375
"714",714,"00186D1694","202","WEIGHT_2",7.8,"LENGTH_2",88,"T2","2021-08-30","Day_in_Exp_T2",20,1.1445811419985,"20",2021-08-30,0.951405283984627,-0.0333727871249099,-0.0156158052954553
"715",715,"00186D1694","202","WEIGHT_3",15.9,"LENGTH_3",112,"T3","2021-09-29","Day_in_Exp_T3",62,1.13173059402332,"20",2021-09-29,0.921636199496402,-0.00945368700360416,-0.00416279901817186
"716",716,"00186D1694","202","WEIGHT_4",33.1,"LENGTH_4",140,"T4","2021-11-04","Day_in_Exp_T4",98,1.20626822157434,"20",2021-11-04,0.963880077067869,-0.028594004483161,-0.0123647121460243
"717",717,"00186D1694","202","WEIGHT_5",56.4,"LENGTH_5",164,"T5","2021-12-09","Day_in_Exp_T5",133,1.27863786073911,"20",2021-12-09,1.00805872465758,0.031164495365512,0.013699773110584
"718",718,"00186D1694","202","WEIGHT_6",78.6,"LENGTH_6",181,"T6","2022-01-06","Day_in_Exp_T6",161,1.32552163745432,"20",2022-01-06,1.0362967653467,0.0701693008024535,0.0309644971492241
"721",721,"00186D1695","151","WEIGHT_1",2,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.07995442592323,"15",2021-07-29,0.931442533910014,0.03645248827389,0.0181149764871277
"722",722,"00186D1695","151","WEIGHT_2",4.4,"LENGTH_2",75,"T2","2021-08-30","Day_in_Exp_T2",20,1.04296296296296,"15",2021-08-30,0.878797229157725,-0.00426677975579204,-0.0014491530678121
"723",723,"00186D1695","151","WEIGHT_3",9.4,"LENGTH_3",96,"T3","2021-09-29","Day_in_Exp_T3",62,1.06246383101852,"15",2021-09-29,0.876639629763831,-0.00968571450907185,-0.00424839328889013
"724",724,"00186D1695","151","WEIGHT_4",15.5,"LENGTH_4",114,"T4","2021-11-04","Day_in_Exp_T4",98,1.04620585011313,"15",2021-11-04,0.850707441533522,-0.0403393218389246,-0.019452359214356
"725",725,"00186D1695","151","WEIGHT_5",26.6,"LENGTH_5",138,"T5","2021-12-09","Day_in_Exp_T5",133,1.01214883001683,"15",2021-12-09,0.8097568957657,-0.0836665367070051,-0.0416676000038994
"726",726,"00186D1695","151","WEIGHT_6",46,"LENGTH_6",159,"T6","2022-01-06","Day_in_Exp_T6",161,1.14436998576254,"15",2022-01-06,0.904581503337907,0.021098874088083,0.0146872527385772
"728",728,"00186D1695","151","WEIGHT_8",124.9,"LENGTH_8",222,"T8","2022-03-30","Day_in_Exp_T8",244,1.14157254405611,"15",2022-03-30,0.877129085078822,0.00608061565432216,0.00436984142843246
"729",729,"00186D1696","201","WEIGHT_1",1.6,"LENGTH_1",54,"T1","2021-07-29","Day_in_Exp_T1",0,1.01610526850582,"20",2021-07-29,0.880410540915783,-0.00724135858721198,-0.0038560335146304
"730",730,"00186D1696","201","WEIGHT_2",3.9,"LENGTH_2",71,"T2","2021-08-30","Day_in_Exp_T2",20,1.08965636708567,"20",2021-08-30,0.922428263105811,-0.0191398537700509,-0.00867387897932845
"731",731,"00186D1696","201","WEIGHT_3",5.3,"LENGTH_3",79,"T3","2021-09-29","Day_in_Exp_T3",62,1.07496567208679,"20",2021-09-29,0.901771058606709,0.0138911263403776,0.00674885376384882
"732",732,"00186D1696","201","WEIGHT_4",9.9,"LENGTH_4",95,"T4","2021-11-04","Day_in_Exp_T4",98,1.15468727219711,"20",2021-11-04,0.953581621538376,0.00431749422102168,0.00334504062226057
"733",733,"00186D1696","201","WEIGHT_5",16.3,"LENGTH_5",115,"T5","2021-12-09","Day_in_Exp_T5",133,1.07175145886414,"20",2021-12-09,0.870832776926738,-0.062851498131658,-0.0294764085373598
"734",734,"00186D1696","201","WEIGHT_6",25.4,"LENGTH_6",130,"T6","2022-01-06","Day_in_Exp_T6",161,1.15612198452435,"20",2022-01-06,0.929647861807279,0.00673035149670609,0.00417371352978205
"736",736,"00186D1696","201","WEIGHT_8",42.8,"LENGTH_8",155,"T8","2022-03-30","Day_in_Exp_T8",244,1.14934040482025,"20",2022-03-30,0.910480146382525,-0.00568437636046182,0.00250958435820017
"737",737,"00186D1697","151","WEIGHT_1",2.8,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,1.17485146520761,"15",2021-07-29,1.00607340598533,0.0729351315377338,0.0323494203192607
"738",738,"00186D1697","151","WEIGHT_2",6.6,"LENGTH_2",85,"T2","2021-08-30","Day_in_Exp_T2",20,1.07469977610421,"15",2021-08-30,0.895955726724802,-0.0252565110001879,-0.012290441770957
"739",739,"00186D1697","151","WEIGHT_3",17.6,"LENGTH_3",114,"T3","2021-09-29","Day_in_Exp_T3",62,1.18794986851555,"15",2021-09-29,0.965964578773548,0.0414910056891725,0.018652548985984
"740",740,"00186D1697","151","WEIGHT_4",37.8,"LENGTH_4",148,"T4","2021-11-04","Day_in_Exp_T4",98,1.16602175586836,"15",2021-11-04,0.927330209249806,-0.0018647829341143,-0.00123734266147552
"741",741,"00186D1697","151","WEIGHT_5",70,"LENGTH_5",180,"T5","2021-12-09","Day_in_Exp_T5",133,1.2002743484225,"15",2021-12-09,0.938820062307513,0.00724840102333457,0.00332094718977829
"742",742,"00186D1697","151","WEIGHT_6",103.3,"LENGTH_6",208,"T6","2022-01-06","Day_in_Exp_T6",161,1.14791654813382,"15",2022-01-06,0.886900568256062,-0.0347302898052346,-0.0131246767485305
