"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME","condition4","Days_in_Exp"
"2851","00187294DB",152,"WEIGHT_3",9.2,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"2852","00187294DB",152,"WEIGHT_4",18.3,"LENGTH_4",118,"T4",2021-11-04,"Day_in_Exp_T4",98
"2853","00187294DB",152,"WEIGHT_5",29.8,"LENGTH_5",140,"T5",2021-12-09,"Day_in_Exp_T5",133
"2854","00187294DB",152,"WEIGHT_6",43.6,"LENGTH_6",160,"T6",2022-01-06,"Day_in_Exp_T6",161
"2855","00187294DB",152,"WEIGHT_7",68.8,"LENGTH_7",182,"T7",2022-02-04,"Day_in_Exp_T7",190
"2856","00187294DB",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2857","00187294DC",201,"WEIGHT_1",2.7,"LENGTH_1",63,"T1",2021-07-29,"Day_in_Exp_T1",0
"2858","00187294DC",201,"WEIGHT_2",5.4,"LENGTH_2",78,"T2",2021-08-30,"Day_in_Exp_T2",20
"2859","00187294DC",201,"WEIGHT_3",8.7,"LENGTH_3",90,"T3",2021-09-29,"Day_in_Exp_T3",62
"2860","00187294DC",201,"WEIGHT_4",11.4,"LENGTH_4",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2861","00187294DC",201,"WEIGHT_5",24.2,"LENGTH_5",126,"T5",2021-12-09,"Day_in_Exp_T5",133
"2862","00187294DC",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2863","00187294DC",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2864","00187294DC",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2865","00187294DD",202,"WEIGHT_1",3.7,"LENGTH_1",73,"T1",2021-07-29,"Day_in_Exp_T1",0
"2866","00187294DD",202,"WEIGHT_2",7.7,"LENGTH_2",90,"T2",2021-08-30,"Day_in_Exp_T2",20
"2867","00187294DD",202,"WEIGHT_3",7,"LENGTH_3",90,"T3",2021-09-29,"Day_in_Exp_T3",62
"2868","00187294DD",202,"WEIGHT_4",12.6,"LENGTH_4",109,"T4",2021-11-04,"Day_in_Exp_T4",98
"2869","00187294DD",202,"WEIGHT_5",21.4,"LENGTH_5",127,"T5",2021-12-09,"Day_in_Exp_T5",133
"2870","00187294DD",202,"WEIGHT_6",35.1,"LENGTH_6",148,"T6",2022-01-06,"Day_in_Exp_T6",161
"2871","00187294DD",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2872","00187294DD",202,"WEIGHT_8",72.5,"LENGTH_8",187,"T8",2022-03-30,"Day_in_Exp_T8",244
"2873","00187294E0",151,"WEIGHT_1",2.1,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"2874","00187294E0",151,"WEIGHT_2",6.2,"LENGTH_2",82,"T2",2021-08-30,"Day_in_Exp_T2",20
"2875","00187294E0",151,"WEIGHT_3",16.5,"LENGTH_3",113,"T3",2021-09-29,"Day_in_Exp_T3",62
"2876","00187294E0",151,"WEIGHT_4",37.3,"LENGTH_4",145,"T4",2021-11-04,"Day_in_Exp_T4",98
"2877","00187294E0",151,"WEIGHT_5",78.1,"LENGTH_5",185,"T5",2021-12-09,"Day_in_Exp_T5",133
"2878","00187294E0",151,"WEIGHT_6",129.8,"LENGTH_6",216,"T6",2022-01-06,"Day_in_Exp_T6",161
"2879","00187294E0",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2880","00187294E0",151,"WEIGHT_8",346.2,"LENGTH_8",288,"T8",2022-03-30,"Day_in_Exp_T8",244
"2881","00187294E2",152,"WEIGHT_1",2.2,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"2882","00187294E2",152,"WEIGHT_2",4.5,"LENGTH_2",76,"T2",2021-08-30,"Day_in_Exp_T2",20
"2883","00187294E2",152,"WEIGHT_3",10.2,"LENGTH_3",100,"T3",2021-09-29,"Day_in_Exp_T3",62
"2884","00187294E2",152,"WEIGHT_4",17.6,"LENGTH_4",121,"T4",2021-11-04,"Day_in_Exp_T4",98
"2885","00187294E2",152,"WEIGHT_5",32.3,"LENGTH_5",149,"T5",2021-12-09,"Day_in_Exp_T5",133
"2886","00187294E2",152,"WEIGHT_6",53.4,"LENGTH_6",175,"T6",2022-01-06,"Day_in_Exp_T6",161
"2887","00187294E2",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2888","00187294E2",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2889","00187294E5",152,"WEIGHT_1",3.2,"LENGTH_1",66,"T1",2021-07-29,"Day_in_Exp_T1",0
"2890","00187294E5",152,"WEIGHT_2",7.5,"LENGTH_2",88,"T2",2021-08-30,"Day_in_Exp_T2",20
"2891","00187294E5",152,"WEIGHT_3",18.3,"LENGTH_3",120,"T3",2021-09-29,"Day_in_Exp_T3",62
"2892","00187294E5",152,"WEIGHT_4",38.5,"LENGTH_4",151,"T4",2021-11-04,"Day_in_Exp_T4",98
"2893","00187294E5",152,"WEIGHT_5",74.3,"LENGTH_5",186,"T5",2021-12-09,"Day_in_Exp_T5",133
"2894","00187294E5",152,"WEIGHT_6",112.6,"LENGTH_6",215,"T6",2022-01-06,"Day_in_Exp_T6",161
"2895","00187294E5",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2896","00187294E5",152,"WEIGHT_8",247.9,"LENGTH_8",276,"T8",2022-03-30,"Day_in_Exp_T8",244
"2897","00187294E7",202,"WEIGHT_1",3.2,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"2898","00187294E7",202,"WEIGHT_2",6.1,"LENGTH_2",82,"T2",2021-08-30,"Day_in_Exp_T2",20
"2899","00187294E7",202,"WEIGHT_3",6.2,"LENGTH_3",85,"T3",2021-09-29,"Day_in_Exp_T3",62
"2900","00187294E7",202,"WEIGHT_4",15.3,"LENGTH_4",114,"T4",2021-11-04,"Day_in_Exp_T4",98
"2901","00187294E7",202,"WEIGHT_5",29.8,"LENGTH_5",144,"T5",2021-12-09,"Day_in_Exp_T5",133
"2902","00187294E7",202,"WEIGHT_6",31.3,"LENGTH_6",149,"T6",2022-01-06,"Day_in_Exp_T6",161
"2903","00187294E7",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2904","00187294E7",202,"WEIGHT_8",63.6,"LENGTH_8",180,"T8",2022-03-30,"Day_in_Exp_T8",244
"2905","00187294E9",201,"WEIGHT_1",2.8,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"2906","00187294E9",201,"WEIGHT_2",5.2,"LENGTH_2",76,"T2",2021-08-30,"Day_in_Exp_T2",20
"2907","00187294E9",201,"WEIGHT_3",9.5,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"2908","00187294E9",201,"WEIGHT_4",22.2,"LENGTH_4",124,"T4",2021-11-04,"Day_in_Exp_T4",98
"2909","00187294E9",201,"WEIGHT_5",37.5,"LENGTH_5",150,"T5",2021-12-09,"Day_in_Exp_T5",133
"2910","00187294E9",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2911","00187294E9",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2912","00187294E9",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2913","00187294EA",201,"WEIGHT_1",3.8,"LENGTH_1",70,"T1",2021-07-29,"Day_in_Exp_T1",0
"2914","00187294EA",201,"WEIGHT_2",10.8,"LENGTH_2",96,"T2",2021-08-30,"Day_in_Exp_T2",20
"2915","00187294EA",201,"WEIGHT_3",17.7,"LENGTH_3",115,"T3",2021-09-29,"Day_in_Exp_T3",62
"2916","00187294EA",201,"WEIGHT_4",31.1,"LENGTH_4",135,"T4",2021-11-04,"Day_in_Exp_T4",98
"2917","00187294EA",201,"WEIGHT_5",57.1,"LENGTH_5",168,"T5",2021-12-09,"Day_in_Exp_T5",133
"2918","00187294EA",201,"WEIGHT_6",69.5,"LENGTH_6",179,"T6",2022-01-06,"Day_in_Exp_T6",161
"2919","00187294EA",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2920","00187294EA",201,"WEIGHT_8",114.9,"LENGTH_8",207,"T8",2022-03-30,"Day_in_Exp_T8",244
"2921","00187294ED",151,"WEIGHT_1",1.3,"LENGTH_1",49,"T1",2021-07-29,"Day_in_Exp_T1",0
"2922","00187294ED",151,"WEIGHT_2",3.3,"LENGTH_2",67,"T2",2021-08-30,"Day_in_Exp_T2",20
"2923","00187294ED",151,"WEIGHT_3",7.8,"LENGTH_3",91,"T3",2021-09-29,"Day_in_Exp_T3",62
"2924","00187294ED",151,"WEIGHT_4",15.6,"LENGTH_4",114,"T4",2021-11-04,"Day_in_Exp_T4",98
"2925","00187294ED",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2926","00187294ED",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2927","00187294ED",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2928","00187294ED",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2929","00187294F0",152,"WEIGHT_1",2.2,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"2930","00187294F0",152,"WEIGHT_2",4.4,"LENGTH_2",75,"T2",2021-08-30,"Day_in_Exp_T2",20
"2931","00187294F0",152,"WEIGHT_3",10.5,"LENGTH_3",100,"T3",2021-09-29,"Day_in_Exp_T3",62
"2932","00187294F0",152,"WEIGHT_4",21.5,"LENGTH_4",125,"T4",2021-11-04,"Day_in_Exp_T4",98
"2933","00187294F0",152,"WEIGHT_5",42.5,"LENGTH_5",152,"T5",2021-12-09,"Day_in_Exp_T5",133
"2934","00187294F0",152,"WEIGHT_6",61.3,"LENGTH_6",172,"T6",2022-01-06,"Day_in_Exp_T6",161
"2935","00187294F0",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2936","00187294F0",152,"WEIGHT_8",147.8,"LENGTH_8",240,"T8",2022-03-30,"Day_in_Exp_T8",244
"2937","00187294F1",202,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"2938","00187294F1",202,"WEIGHT_2",4.3,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"2939","00187294F1",202,"WEIGHT_3",4.8,"LENGTH_3",74,"T3",2021-09-29,"Day_in_Exp_T3",62
"2940","00187294F1",202,"WEIGHT_4",11.9,"LENGTH_4",99,"T4",2021-11-04,"Day_in_Exp_T4",98
"2941","00187294F1",202,"WEIGHT_5",25.9,"LENGTH_5",126,"T5",2021-12-09,"Day_in_Exp_T5",133
"2942","00187294F1",202,"WEIGHT_6",30.2,"LENGTH_6",136,"T6",2022-01-06,"Day_in_Exp_T6",161
"2943","00187294F1",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2944","00187294F1",202,"WEIGHT_8",103.2,"LENGTH_8",195,"T8",2022-03-30,"Day_in_Exp_T8",244
"2945","00187294F3",152,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"2946","00187294F3",152,"WEIGHT_2",6.7,"LENGTH_2",84,"T2",2021-08-30,"Day_in_Exp_T2",20
"2947","00187294F3",152,"WEIGHT_3",18.1,"LENGTH_3",116,"T3",2021-09-29,"Day_in_Exp_T3",62
"2948","00187294F3",152,"WEIGHT_4",41.4,"LENGTH_4",151,"T4",2021-11-04,"Day_in_Exp_T4",98
"2949","00187294F3",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2950","00187294F3",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2951","00187294F3",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2952","00187294F3",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2953","00187294F4",151,"WEIGHT_1",3.7,"LENGTH_1",71,"T1",2021-07-29,"Day_in_Exp_T1",0
"2954","00187294F4",151,"WEIGHT_2",7.1,"LENGTH_2",89,"T2",2021-08-30,"Day_in_Exp_T2",20
"2955","00187294F4",151,"WEIGHT_3",14.3,"LENGTH_3",112,"T3",2021-09-29,"Day_in_Exp_T3",62
"2956","00187294F4",151,"WEIGHT_4",30.8,"LENGTH_4",143,"T4",2021-11-04,"Day_in_Exp_T4",98
"2957","00187294F4",151,"WEIGHT_5",54.2,"LENGTH_5",172,"T5",2021-12-09,"Day_in_Exp_T5",133
"2958","00187294F4",151,"WEIGHT_6",75.2,"LENGTH_6",193,"T6",2022-01-06,"Day_in_Exp_T6",161
"2959","00187294F4",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2960","00187294F4",151,"WEIGHT_8",159.5,"LENGTH_8",250,"T8",2022-03-30,"Day_in_Exp_T8",244
"2961","00187294F6",202,"WEIGHT_1",3.8,"LENGTH_1",72,"T1",2021-07-29,"Day_in_Exp_T1",0
"2962","00187294F6",202,"WEIGHT_2",6.8,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"2963","00187294F6",202,"WEIGHT_3",11.3,"LENGTH_3",103,"T3",2021-09-29,"Day_in_Exp_T3",62
"2964","00187294F6",202,"WEIGHT_4",28.1,"LENGTH_4",132,"T4",2021-11-04,"Day_in_Exp_T4",98
"2965","00187294F6",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2966","00187294F6",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2967","00187294F6",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2968","00187294F6",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2969","00187294F9",201,"WEIGHT_1",3.4,"LENGTH_1",69,"T1",2021-07-29,"Day_in_Exp_T1",0
"2970","00187294F9",201,"WEIGHT_2",5.3,"LENGTH_2",79,"T2",2021-08-30,"Day_in_Exp_T2",20
"2971","00187294F9",201,"WEIGHT_3",10.8,"LENGTH_3",100,"T3",2021-09-29,"Day_in_Exp_T3",62
"2972","00187294F9",201,"WEIGHT_4",22,"LENGTH_4",125,"T4",2021-11-04,"Day_in_Exp_T4",98
"2973","00187294F9",201,"WEIGHT_5",46.1,"LENGTH_5",155,"T5",2021-12-09,"Day_in_Exp_T5",133
"2974","00187294F9",201,"WEIGHT_6",59,"LENGTH_6",169,"T6",2022-01-06,"Day_in_Exp_T6",161
"2975","00187294F9",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2976","00187294F9",201,"WEIGHT_8",106.1,"LENGTH_8",210,"T8",2022-03-30,"Day_in_Exp_T8",244
"2977","00187294FA",201,"WEIGHT_1",2,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"2978","00187294FA",201,"WEIGHT_2",4.2,"LENGTH_2",73,"T2",2021-08-30,"Day_in_Exp_T2",20
"2979","00187294FA",201,"WEIGHT_3",3.9,"LENGTH_3",74,"T3",2021-09-29,"Day_in_Exp_T3",62
"2980","00187294FA",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2981","00187294FA",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2982","00187294FA",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2983","00187294FA",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2984","00187294FA",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2985","00187294FC",202,"WEIGHT_1",2.6,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"2986","00187294FC",202,"WEIGHT_2",4.5,"LENGTH_2",75,"T2",2021-08-30,"Day_in_Exp_T2",20
"2987","00187294FC",202,"WEIGHT_3",3.9,"LENGTH_3",74,"T3",2021-09-29,"Day_in_Exp_T3",62
"2988","00187294FC",202,"WEIGHT_4",5.7,"LENGTH_4",82,"T4",2021-11-04,"Day_in_Exp_T4",98
"2989","00187294FC",202,"WEIGHT_5",9.1,"LENGTH_5",94,"T5",2021-12-09,"Day_in_Exp_T5",133
"2990","00187294FC",202,"WEIGHT_6",13.3,"LENGTH_6",106,"T6",2022-01-06,"Day_in_Exp_T6",161
"2991","00187294FC",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2992","00187294FC",202,"WEIGHT_8",24.4,"LENGTH_8",130,"T8",2022-03-30,"Day_in_Exp_T8",244
"2993","00187294FD",201,"WEIGHT_1",2,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"2994","00187294FD",201,"WEIGHT_2",4.2,"LENGTH_2",72,"T2",2021-08-30,"Day_in_Exp_T2",20
"2995","00187294FD",201,"WEIGHT_3",6,"LENGTH_3",82,"T3",2021-09-29,"Day_in_Exp_T3",62
"2996","00187294FD",201,"WEIGHT_4",14.8,"LENGTH_4",109,"T4",2021-11-04,"Day_in_Exp_T4",98
"2997","00187294FD",201,"WEIGHT_5",28.6,"LENGTH_5",134,"T5",2021-12-09,"Day_in_Exp_T5",133
"2998","00187294FD",201,"WEIGHT_6",41.2,"LENGTH_6",151,"T6",2022-01-06,"Day_in_Exp_T6",161
"2999","00187294FD",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3000","00187294FD",201,"WEIGHT_8",65.1,"LENGTH_8",180,"T8",2022-03-30,"Day_in_Exp_T8",244
"3001","0018729504",202,"WEIGHT_1",1.9,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"3002","0018729504",202,"WEIGHT_2",4,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"3003","0018729504",202,"WEIGHT_3",5.4,"LENGTH_3",80,"T3",2021-09-29,"Day_in_Exp_T3",62
"3004","0018729504",202,"WEIGHT_4",16.6,"LENGTH_4",112,"T4",2021-11-04,"Day_in_Exp_T4",98
"3005","0018729504",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"3006","0018729504",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"3007","0018729504",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3008","0018729504",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"3009","0018729505",151,"WEIGHT_1",2.8,"LENGTH_1",66,"T1",2021-07-29,"Day_in_Exp_T1",0
"3010","0018729505",151,"WEIGHT_2",5.8,"LENGTH_2",82,"T2",2021-08-24,"Day_in_Exp_T2",20
"3011","0018729505",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"3012","0018729505",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"3013","0018729505",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"3014","0018729505",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"3015","0018729505",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3016","0018729505",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"3017","0018729507",151,"WEIGHT_1",2.2,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"3018","0018729507",151,"WEIGHT_2",6.2,"LENGTH_2",82,"T2",2021-08-30,"Day_in_Exp_T2",20
"3019","0018729507",151,"WEIGHT_3",15.3,"LENGTH_3",110,"T3",2021-09-29,"Day_in_Exp_T3",62
"3020","0018729507",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"3021","0018729507",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"3022","0018729507",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"3023","0018729507",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3024","0018729507",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"3025","0018729509",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"3026","0018729509",201,"WEIGHT_2",4,"LENGTH_2",69,"T2",2021-08-30,"Day_in_Exp_T2",20
"3027","0018729509",201,"WEIGHT_3",7.6,"LENGTH_3",84,"T3",2021-09-29,"Day_in_Exp_T3",62
"3028","0018729509",201,"WEIGHT_4",16.5,"LENGTH_4",105,"T4",2021-11-04,"Day_in_Exp_T4",98
"3029","0018729509",201,"WEIGHT_5",30.4,"LENGTH_5",130,"T5",2021-12-09,"Day_in_Exp_T5",133
"3030","0018729509",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"3031","0018729509",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3032","0018729509",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"3033","001872950C",201,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"3034","001872950C",201,"WEIGHT_2",3.9,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"3035","001872950C",201,"WEIGHT_3",3.3,"LENGTH_3",70,"T3",2021-09-29,"Day_in_Exp_T3",62
"3036","001872950C",201,"WEIGHT_4",6.5,"LENGTH_4",80,"T4",2021-11-04,"Day_in_Exp_T4",98
"3037","001872950C",201,"WEIGHT_5",16,"LENGTH_5",110,"T5",2021-12-09,"Day_in_Exp_T5",133
"3038","001872950C",201,"WEIGHT_6",29.6,"LENGTH_6",135,"T6",2022-01-06,"Day_in_Exp_T6",161
"3039","001872950C",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3040","001872950C",201,"WEIGHT_8",65,"LENGTH_8",177,"T8",2022-03-30,"Day_in_Exp_T8",244
"3041","001872950E",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"3042","001872950E",201,"WEIGHT_2",4.3,"LENGTH_2",71,"T2",2021-08-30,"Day_in_Exp_T2",20
"3043","001872950E",201,"WEIGHT_3",7.7,"LENGTH_3",86,"T3",2021-09-29,"Day_in_Exp_T3",62
"3044","001872950E",201,"WEIGHT_4",18.2,"LENGTH_4",110,"T4",2021-11-04,"Day_in_Exp_T4",98
"3045","001872950E",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"3046","001872950E",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"3047","001872950E",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3048","001872950E",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"3049","001872950F",152,"WEIGHT_1",3.5,"LENGTH_1",69,"T1",2021-07-29,"Day_in_Exp_T1",0
"3050","001872950F",152,"WEIGHT_2",8.7,"LENGTH_2",94,"T2",2021-08-30,"Day_in_Exp_T2",20
"3051","001872950F",152,"WEIGHT_3",22.8,"LENGTH_3",128,"T3",2021-09-29,"Day_in_Exp_T3",62
"3052","001872950F",152,"WEIGHT_4",49.7,"LENGTH_4",164,"T4",2021-11-04,"Day_in_Exp_T4",98
"3053","001872950F",152,"WEIGHT_5",84.6,"LENGTH_5",193,"T5",2021-12-09,"Day_in_Exp_T5",133
"3054","001872950F",152,"WEIGHT_6",111.1,"LENGTH_6",209,"T6",2022-01-06,"Day_in_Exp_T6",161
"3055","001872950F",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3056","001872950F",152,"WEIGHT_8",244,"LENGTH_8",270,"T8",2022-03-30,"Day_in_Exp_T8",244
"3057","0018729510",151,"WEIGHT_1",2.8,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"3058","0018729510",151,"WEIGHT_2",7.1,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"3059","0018729510",151,"WEIGHT_3",15.6,"LENGTH_3",109,"T3",2021-09-29,"Day_in_Exp_T3",62
"3060","0018729510",151,"WEIGHT_4",27,"LENGTH_4",134,"T4",2021-11-04,"Day_in_Exp_T4",98
"3061","0018729510",151,"WEIGHT_5",57.6,"LENGTH_5",169,"T5",2021-12-09,"Day_in_Exp_T5",133
"3062","0018729510",151,"WEIGHT_6",97.4,"LENGTH_6",200,"T6",2022-01-06,"Day_in_Exp_T6",161
"3063","0018729510",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3064","0018729510",151,"WEIGHT_8",259.3,"LENGTH_8",279,"T8",2022-03-30,"Day_in_Exp_T8",244
"3065","0018729514",152,"WEIGHT_1",4.3,"LENGTH_1",75,"T1",2021-07-29,"Day_in_Exp_T1",0
"3066","0018729514",152,"WEIGHT_2",10.1,"LENGTH_2",98,"T2",2021-08-30,"Day_in_Exp_T2",20
"3067","0018729514",152,"WEIGHT_3",21.2,"LENGTH_3",124,"T3",2021-09-29,"Day_in_Exp_T3",62
"3068","0018729514",152,"WEIGHT_4",52,"LENGTH_4",161,"T4",2021-11-04,"Day_in_Exp_T4",98
"3069","0018729514",152,"WEIGHT_5",97,"LENGTH_5",196,"T5",2021-12-09,"Day_in_Exp_T5",133
"3070","0018729514",152,"WEIGHT_6",127.7,"LENGTH_6",220,"T6",2022-01-06,"Day_in_Exp_T6",161
"3071","0018729514",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"3072","0018729514",152,"WEIGHT_8",259.7,"LENGTH_8",275,"T8",2022-03-30,"Day_in_Exp_T8",244
"3073","0018729516",151,"WEIGHT_1",2.4,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"3074","0018729516",151,"WEIGHT_2",4.8,"LENGTH_2",73,"T2",2021-08-24,"Day_in_Exp_T2",20
"3075","0018729516",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"3076","0018729516",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
